회사명,종목코드,법인등록번호,KSIC,묶음노드,부문명,주요제품,매출,수익행,상태
엘지이노텍(주),011070,1101110192180,C2629,,패키지솔루션,"반도체기판, Tape Substrate, Photomask 등",1858127,Ⅰ. 매출액,부문
엘지이노텍(주),011070,1101110192180,C2629,,모빌리티솔루션,"모터/센서, 통신, Lighting Solution, Power Module 등",21896603,Ⅰ. 매출액,부문
미래에셋증권(주),006800,1101110011679,K6612,,WM,,2695535,영업수익,부문
미래에셋증권(주),006800,1101110011679,K6612,,IB,,576583,영업수익,부문
미래에셋증권(주),006800,1101110011679,K6612,,Sales & Trading,,24975482,영업수익,부문
미래에셋증권(주),006800,1101110011679,K6612,,PI 및 기타,,1742235,영업수익,부문
삼성물산(주),028260,1101110015762,F4112,,건설,,14258360,외부매출액,부문
삼성물산(주),028260,1101110015762,F4112,,상사,,19782028,외부매출액,부문
삼성물산(주),028260,1101110015762,F4112,,패션,,2199850,외부매출액,부문
삼성물산(주),028260,1101110015762,F4112,,리조트,,736339,외부매출액,부문
삼성물산(주),028260,1101110015762,F4112,,식음,,3333052,외부매출액,부문
삼성물산(주),028260,1101110015762,F4112,,바이오,,6375481,외부매출액,부문
디비손해보험(주),005830,1101110095285,K6512,,손해보험부문,,22136729,영업수익:,부문
디비손해보험(주),005830,1101110095285,K6512,,생명보험부문,,1870724,영업수익:,부문
디비손해보험(주),005830,1101110095285,K6512,,할부금융부문,,48312,영업수익:,부문
(주)케이티,030200,1101111468754,J6129,,ICT,,19324024,세로형,부문
(주)케이티,030200,1101111468754,J6129,,금융,,3356764,세로형,부문
(주)케이티,030200,1101111468754,J6129,,위성방송,,683306,세로형,부문
(주)케이티,030200,1101111468754,J6129,,부동산,,674814,세로형,부문
(주)엘지화학,051910,1101112207995,C2020,,석유화학,"ABS, PC, PE, PP, 아크릴, 알코올, SAP, PVC, 합성고무,특수수지, BPA, 에틸렌, 프로필렌 등",17568310,외부고객으로부터의 수익,부문
(주)엘지화학,051910,1101112207995,C2020,,LG에너지솔루션,"소형전지, 자동차전지, 전력저장전지 등",23661313,외부고객으로부터의 수익,부문
(주)엘지화학,051910,1101112207995,C2020,,첨단소재,"엔지니어링소재, 디스플레이재료, 양극재, 분리막 등",2638526,외부고객으로부터의 수익,부문
(주)엘지화학,051910,1101112207995,C2020,,생명과학,"성장호르몬, 백신, 당뇨치료제, 농약원제 등",1291713,외부고객으로부터의 수익,부문
현대제철(주),004020,1201110001743,C2412,,,,,,단일부문
에이치디현대중공업(주),329180,2301110312741,C3111,,조선,,12517530,세로형,부문
에이치디현대중공업(주),329180,2301110312741,C3111,,엔진기계,,3864217,세로형,부문
현대해상화재보험(주),001450,1101110035893,K6512,,,,,,부문없음
(주)이마트,139480,1101114594952,G4711,,유통업,대형ㆍ소형마트 및 도소매,21159094,매출액,부문
(주)이마트,139480,1101114594952,G4711,,부동산업,부동산 투자ㆍ개발 및 공급ㆍ임대업 등,73716,매출액,부문
(주)이마트,139480,1101114594952,G4711,,호텔ㆍ레저업,"객실판매, 식ㆍ음료판매, 서비스업 및스포츠 클럽 운영업 등",858268,매출액,부문
(주)이마트,139480,1101114594952,G4711,,식음료업,외식사업 및 식품유통업,4900329,매출액,부문
(주)이마트,139480,1101114594952,G4711,,건설업,건설ㆍ서비스업,1133899,매출액,부문
(주)이마트,139480,1101114594952,G4711,,IT서비스업,IT서비스,689068,매출액,부문
(주)이마트,139480,1101114594952,G4711,,해외사업,대형ㆍ소형마트 및 도소매,2610975,매출액,부문
현대건설(주),000720,1101110007909,F4122,,건축/주택,,17026292,매출액,부문
현대건설(주),000720,1101110007909,F4122,,토목,,2745835,매출액,부문
현대건설(주),000720,1101110007909,F4122,,플랜트/전력,,9928163,매출액,부문
(주)대한항공,003490,1101110108484,H5110,,항공운송,여객 및 화물운송,23970496,순매출액,부문
(주)대한항공,003490,1101110108484,H5110,,항공우주,항공기 정비 및 항공기 부품제작,779623,순매출액,부문
(주)대한항공,003490,1101110108484,H5110,,호 텔,,150307,순매출액,부문
키움증권(주),039490,1101111867948,K6612,,홀세일총괄본부,,12311176,영업수익,부문
키움증권(주),039490,1101111867948,K6612,,IB사업본부,,416380,영업수익,부문
키움증권(주),039490,1101111867948,K6612,,리테일총괄본부,,2644132,영업수익,부문
엔에이치투자증권(주),005940,1101110098130,K6612,,Sales,,6241634,영업수익,부문
엔에이치투자증권(주),005940,1101110098130,K6612,,IB,,1693918,영업수익,부문
엔에이치투자증권(주),005940,1101110098130,K6612,,Trading,,4542301,영업수익,부문
엔에이치투자증권(주),005940,1101110098130,K6612,,본사/기타,,2885229,영업수익,부문
삼성증권(주),016360,1101110335649,K6612,,위탁매매,,,없음(부문명만),부문
삼성증권(주),016360,1101110335649,K6612,,자기매매,,,없음(부문명만),부문
삼성증권(주),016360,1101110335649,K6612,,선물중개업,,,없음(부문명만),부문
삼성증권(주),016360,1101110335649,K6612,,해외영업,,,없음(부문명만),부문
한화생명보험(주),088350,1101110003204,K6511,,보 험,,22968999,영업수익,부문
한화생명보험(주),088350,1101110003204,K6511,,증 권,,3088123,영업수익,부문
한화생명보험(주),088350,1101110003204,K6511,,비금융,,3512868,영업수익,부문
(주)엘지유플러스,032640,1101111296676,J6122,,LG유플러스 부문,기간에 걸쳐 인식,14210054,외부고객 매출액,부문
(주)엘지유플러스,032640,1101111296676,J6122,,엘지헬로비전 부문,기간에 걸쳐 인식,1241691,외부고객 매출액,부문
한화오션(주),042660,1101112095837,C3111,,상 선,,10523365,매출액,부문
한화오션(주),042660,1101112095837,C3111,,해양 및 특수선,,2030907,매출액,부문
한화오션(주),042660,1101112095837,C3111,,플랜트 및 풍력,,819373,매출액,부문
에스케이텔레콤(주),017670,1101110371346,J6122,,무선통신사업,,14155266,총 영업수익,부문
에스케이텔레콤(주),017670,1101110371346,J6122,,유선통신사업,,5421288,총 영업수익,부문
롯데케미칼(주),011170,1101110193196,C2011,,첨단소재사업부,,4066897,세로형,부문
롯데케미칼(주),011170,1101110193196,C2011,,정밀화학사업부,,1712938,세로형,부문
롯데케미칼(주),011170,1101110193196,C2011,,전지소재사업부,,676492,세로형,부문
(주)지에스리테일,007070,1101110090037,G4712,,편의점,"일반소매용품, 프랜차이즈",8939683,외부고객으로부터의 수익,부문
(주)지에스리테일,007070,1101110090037,G4712,,수퍼마켓,가공 및 신선식품,1742513,외부고객으로부터의 수익,부문
(주)지에스리테일,007070,1101110090037,G4712,,개발,부동산 개발,34265,외부고객으로부터의 수익,부문
(주)지에스리테일,007070,1101110090037,G4712,,홈쇼핑,홈쇼핑 및 인터넷 쇼핑,1049110,외부고객으로부터의 수익,부문
삼성에스디아이(주),006400,1101110394174,C2820,,SDIHU,,138305,세로형,부문
삼성에스디아이(주),006400,1101110394174,C2820,,SDIV,,75015,세로형,부문
삼성에스디아이(주),006400,1101110394174,C2820,,SDIEM,,891,세로형,부문
삼성에스디아이(주),006400,1101110394174,C2820,,SAPB,,1101,세로형,부문
삼성에스디아이(주),006400,1101110394174,C2820,,SDITB,,4507,세로형,부문
삼성에스디아이(주),006400,1101110394174,C2820,,STARPLUS,,49822,세로형,부문
에이치엠엠(주),011200,1101110193740,H5011,,총액,,,없음(부문명만),부문
에이치엠엠(주),011200,1101110193740,H5011,,상계된 총액,,,없음(부문명만),부문
에이치엠엠(주),011200,1101110193740,H5011,,재무상태표 표시 순액,,,없음(부문명만),부문
삼성중공업(주),010140,1101110168595,C3111,,조선해양,,10226813,순매출액,부문
삼성중공업(주),010140,1101110168595,C3111,,토건,,423198,순매출액,부문
고려아연(주),010130,1101110168404,C2421,,호주,,1077903,순매출액,부문
고려아연(주),010130,1101110168404,C2421,,남미 등,,3370158,순매출액,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,항공부문,,1990562,수익,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,방산부문,,8823418,수익,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,IT서비스부문,,705920,수익,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,시큐리티부문,,1576848,수익,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,산업용장비부문,,350772,수익,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,항공우주부문,,171280,수익,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,해양부문,,73043,수익,부문
(주)비지에프리테일,282330,1101116555770,G4712,,,,,,부문없음
삼성전기(주),009150,1301110001626,C2629,,컴포넌트,,5198501,매출액,부문
삼성전기(주),009150,1301110001626,C2629,,패키지솔루션,,2301753,매출액,부문
삼성전기(주),009150,1301110001626,C2629,,광학솔루션,,3814205,매출액,부문
씨제이대한통운(주),000120,1101110006167,H5294,,CL,"항만하역, 창고운영 및 운송",3373592,순매출액,부문
씨제이대한통운(주),000120,1101110006167,H5294,,택배,"택배, 이커머스 물류",3745736,순매출액,부문
씨제이대한통운(주),000120,1101110006167,H5294,,글로벌,"항공/해상 포워딩, 국제특송 및 프로젝트 물류",4359928,순매출액,부문
씨제이대한통운(주),000120,1101110006167,H5294,,건설,"종합건설, 리조트",805397,순매출액,부문
롯데쇼핑(주),023530,1101110000086,G4711,,백화점,,3339352,세로형,부문
롯데쇼핑(주),023530,1101110000086,G4711,,할인점,,5471330,세로형,부문
롯데쇼핑(주),023530,1101110000086,G4711,,전자제품 전문점,,2300096,세로형,부문
롯데쇼핑(주),023530,1101110000086,G4711,,슈퍼,,1226064,세로형,부문
롯데쇼핑(주),023530,1101110000086,G4711,,홈쇼핑,,902294,세로형,부문
롯데쇼핑(주),023530,1101110000086,G4711,,영화상영업,,434517,세로형,부문
롯데쇼핑(주),023530,1101110000086,G4711,,이커머스,,108896,세로형,부문
지에스건설(주),006360,1101110002694,F4111,,건축ㆍ주택사업본부,"사무용빌딩, 공장, 아파트 등",12595053,세로형,부문
지에스건설(주),006360,1101110002694,F4111,,플랜트사업본부,"석유정제설비, 발전소 등",1876051,세로형,부문
지에스건설(주),006360,1101110002694,F4111,,인프라사업본부,"도로, 철도, 전력제어 등",3381595,세로형,부문
지에스건설(주),006360,1101110002694,F4111,,개발ㆍ신사업,해외개발사업 등,1536,세로형,부문
지에스건설(주),006360,1101110002694,F4111,,Prefab,모듈러주택 등,191823,세로형,부문
지에스건설(주),006360,1101110002694,F4111,,Inima,수처리시설,562894,세로형,부문
(주)엘지에너지솔루션,373220,1101117701356,C2820,,,,,,단일부문
씨제이제일제당(주),097950,1101113748253,C1089,,식품,"소재식품, 가공식품 등",11522251,순매출액,부문
씨제이제일제당(주),097950,1101113748253,C1089,,바이오,"아미노산, 식물성 단백원 등",4123004,순매출액,부문
씨제이제일제당(주),097950,1101113748253,C1089,,물류,"운송, 건설, 보관 및 하역",11697334,순매출액,부문
현대위아(주),011210,1942110000125,C3039,,만기경과후 1년 이내,,177419,세로형,부문
현대위아(주),011210,1942110000125,C3039,,만기경과후 1~3년,,3432,세로형,부문
현대위아(주),011210,1942110000125,C3039,,만기경과후 3년 초과,,606,세로형,부문
(주)대우건설,047040,1101112137895,F4111,,토 목,,5773139,세로형,부문
(주)대우건설,047040,1101112137895,F4111,,건 축,,32402840,세로형,부문
(주)대우건설,047040,1101112137895,F4111,,플 랜 트,,3949400,세로형,부문
두산에너빌리티(주),034020,1942110000943,C2811,,두산에너빌리티,"NSSS, BOP, Turbine, 담수/수처리 설비, 플랜트설비 설치공사, 도로공사 등",8143366,세로형,부문
두산에너빌리티(주),034020,1942110000943,C2811,,두산밥캣,소형 건설기계 및 장비 등,8791888,세로형,부문
두산에너빌리티(주),034020,1942110000943,C2811,,두산퓨얼셀,발전용 연료전지 및 장기유지보수 사업 등,454795,세로형,부문
(주)이원,017940,1101110381387,G4671,,가스사업,,7150879,세로형,부문
(주)이원,017940,1101110381387,G4671,,전력사업,,609942,세로형,부문
(주)이원,017940,1101110381387,G4671,,브랜드사업,,113195,세로형,부문
(주)이원,017940,1101110381387,G4671,,임대업,,47915,세로형,부문
(주)이원,017940,1101110381387,G4671,,유통업,,160755,세로형,부문
(주)이원,017940,1101110381387,G4671,,금융업,,2295340,세로형,부문
네이버(주),035420,1101111707178,J6312,,,,,,부문없음
한화손해보험(주),000370,1101110006456,K6512,,,,,,단일부문
아시아나항공(주),020560,1101110562804,H5110,,항공운수,,7067319,외부매출액,부문
아시아나항공(주),020560,1101110562804,H5110,,정보통신,,125761,외부매출액,부문
아시아나항공(주),020560,1101110562804,H5110,,항공운송지원서비스,,70567,외부매출액,부문
한화솔루션(주),009830,1101110360935,C2011,,가공소재,,1037553,외부고객으로부터의 수익,부문
한화솔루션(주),009830,1101110360935,C2011,,신재생에너지,,5765828,외부고객으로부터의 수익,부문
현대로템(주),064350,1942110036336,C3120,,보증금 및선급금,,,없음(부문명만),부문
현대로템(주),064350,1942110036336,C3120,,매입채무 및미지급금,,,없음(부문명만),부문
현대로템(주),064350,1942110036336,C3120,,선수금 등,,,없음(부문명만),부문
삼성에스디에스(주),018260,1101110398556,J6201,,물류,,7386380,외부매출액,부문
삼성에스디에스(주),018260,1101110398556,J6201,,IT서비스,,6543489,외부매출액,부문
(주)엘지씨엔에스,064400,1101110516695,J6202,,LG CNS Europe B.V.,상품매출,88234,세로형,부문
(주)엘지씨엔에스,064400,1101110516695,J6202,,PT LG CNS Indonesia,상품매출,8729,세로형,부문
(주)엘지씨엔에스,064400,1101110516695,J6202,,LG CNS COLOMBIA SAS,상품매출,17215,세로형,부문
미래에셋생명보험(주),085620,1601110014483,K6620,,,,,,단일부문
디엘이앤씨(주),375500,1101117736808,F4111,,토목,,1028220,I. 매출액,부문
디엘이앤씨(주),375500,1101117736808,F4111,,주택,,3904535,I. 매출액,부문
디엘이앤씨(주),375500,1101117736808,F4111,,플랜트,,2466296,I. 매출액,부문
삼성이앤에이(주),028050,1101110240509,M7212,,화공,경영관리목적,5151337,매출액,부문
삼성이앤에이(주),028050,1101110240509,M7212,,첨단산업,경영관리목적,2531156,매출액,부문
삼성이앤에이(주),028050,1101110240509,M7212,,New Energy,경영관리목적,1346276,매출액,부문
금호석유화학(주),011780,1101110205975,C2020,,고무사업 부문,,2671376,매출액,부문
금호석유화학(주),011780,1101110205975,C2020,,수지사업 부문,,1173028,매출액,부문
금호석유화학(주),011780,1101110205975,C2020,,에너지사업 부문,,415778,매출액,부문
삼성바이오로직스(주),207940,1201110566317,C2110,,총액,,,없음(부문명만),부문
삼성바이오로직스(주),207940,1201110566317,C2110,,순액,,,없음(부문명만),부문
삼성바이오로직스(주),207940,1201110566317,C2110,,총액,,,없음(부문명만),부문
삼성바이오로직스(주),207940,1201110566317,C2110,,순액,,,없음(부문명만),부문
에스케이브로드밴드(주),033630,1101111466659,J6121,,,,,,단일부문
교보증권(주),030610,1101110018089,K6612,,위탁매매업,,214575,영업수익,부문
교보증권(주),030610,1101110018089,K6612,,자기매매업,,524097,영업수익,부문
교보증권(주),030610,1101110018089,K6612,,장내외파생상품업,,3465617,영업수익,부문
대신증권(주),003540,1101110042955,K6612,,Retail,,417476,세로형,부문
대신증권(주),003540,1101110042955,K6612,,CM부문,,2581665,세로형,부문
대신증권(주),003540,1101110042955,K6612,,저축은행부문,,138195,세로형,부문
대신증권(주),003540,1101110042955,K6612,,경제연구소부문,,9113,세로형,부문
대신증권(주),003540,1101110042955,K6612,,에프앤아이부문,,392061,세로형,부문
대신증권(주),003540,1101110042955,K6612,,해외영업부문,,63145,세로형,부문
대신증권(주),003540,1101110042955,K6612,,연결재무제표,,5063890,세로형,부문
코오롱인더스트리(주),120110,1353110013606,C2011,,산업자재,"Tire Cord, 에어백, 카시트 등",3004568,순매출액,부문
코오롱인더스트리(주),120110,1353110013606,C2011,,화 학,,1033527,순매출액,부문
코오롱인더스트리(주),120110,1353110013606,C2011,,필 름,,242391,순매출액,부문
코오롱인더스트리(주),120110,1353110013606,C2011,,패 션,,1233258,순매출액,부문
에스케이네트웍스(주),001740,1301110005199,G4652,,트레이딩,,599086,순매출액,부문
에스케이네트웍스(주),001740,1301110005199,G4652,,정보통신,,4597388,순매출액,부문
에스케이네트웍스(주),001740,1301110005199,G4652,,스피드메이트,,351487,순매출액,부문
에스케이네트웍스(주),001740,1301110005199,G4652,,SK인텔릭스,,843245,순매출액,부문
효성티앤씨(주),298020,1101116770138,C2050,,무역부문 등,,7694844,외부매출액,부문
(주)한화,000880,1101110002959,C2049,,화약제조업,,15632960,매출액,부문
(주)한화,000880,1101110002959,C2049,,도소매업,,3853375,매출액,부문
(주)한화,000880,1101110002959,C2049,,화학제조업,,5855661,매출액,부문
(주)한화,000880,1101110002959,C2049,,조선업,,14554407,매출액,부문
(주)한화,000880,1101110002959,C2049,,건설업,,3225192,매출액,부문
(주)한화,000880,1101110002959,C2049,,레저/서비스업,,3318176,매출액,부문
(주)한화,000880,1101110002959,C2049,,태양광사업,,6712983,매출액,부문
(주)한화,000880,1101110002959,C2049,,금융업,,31955437,매출액,부문
엘아이지넥스원(주),079550,1101111516933,C2520,,,,,,주석 못찾음
케이지모빌리티(주),003620,1101110035132,C3012,,,,,,주석 못찾음
삼성카드(주),029780,1101110346901,K6491,,카드사업,,3941497,영업수익,부문
삼성카드(주),029780,1101110346901,K6491,,할부리스사업,,229107,영업수익,부문
삼성카드(주),029780,1101110346901,K6491,,공시재무제표,,4382855,영업수익,부문
(주)케이티앤지,033780,1601110067804,C1200,,담배,,4367208,외부고객으로부터의 수익,부문
(주)케이티앤지,033780,1601110067804,C1200,,인삼,,1136952,외부고객으로부터의 수익,부문
(주)케이티앤지,033780,1601110067804,C1200,,부동산,,712738,외부고객으로부터의 수익,부문
팬오션(주),028670,1101110004286,H5011,,벌크,,3199567,매출액,부문
팬오션(주),028670,1101110004286,H5011,,컨테이너,,441843,매출액,부문
팬오션(주),028670,1101110004286,H5011,,유조선,,297894,매출액,부문
팬오션(주),028670,1101110004286,H5011,,LNG,,318180,매출액,부문
팬오션(주),028670,1101110004286,H5011,,곡물사업,,1231035,매출액,부문
효성중공업(주),298040,1101116770154,C2811,,중공업,,4149258,외부매출액,부문
효성중공업(주),298040,1101116770154,C2811,,건설,,1786501,외부매출액,부문
에이치디씨현대산업개발(주),294870,1101116740008,F4111,,외주주택,,463231,세로형,부문
에이치디씨현대산업개발(주),294870,1101116740008,F4111,,일반건축,,242484,세로형,부문
에이치디씨현대산업개발(주),294870,1101116740008,F4111,,토목,,54971,세로형,부문
에이치디씨현대산업개발(주),294870,1101116740008,F4111,,자체공사,,17006,세로형,부문
에스케이가스(주),018670,1101110413247,G4671,,,,,,부문없음
한온시스템(주),018880,1347110002206,C2917,,,,,,단일부문
한국타이어앤테크놀로지(주),161390,1101114952093,C2211,,타이어 부문,"타이어, 밧데리 튜브, 생산설비, 비드 등",10318618,매출액,부문
한국타이어앤테크놀로지(주),161390,1101114952093,C2211,,공조 부문,"자동차용 에어컨, 파워트레인 쿨링, 압축기, 플루이드 트랜스포트, 유압제어장치 등",10883728,매출액,부문
한국항공우주산업(주),047810,1101111827570,C3131,,고정익부문,,1535424,매출액,부문
한국항공우주산업(주),047810,1101111827570,C3131,,회전익부문,,763584,매출액,부문
한국항공우주산업(주),047810,1101111827570,C3131,,기체부문,,1029265,매출액,부문
(주)삼천리,004690,1101110005929,D3520,,경기도,,660755,매출액,부문
(주)삼천리,004690,1101110005929,D3520,,인천광역시,,1113761,매출액,부문
(주)삼천리,004690,1101110005929,D3520,,경기도 안산시,,5275461,매출액,부문
흥국화재해상보험(주),000540,1101110016728,K6512,,,,,,단일부문
(주)엘엑스인터내셔널,001120,1101110004632,G4610,,총 장부금액,,1657198,세로형,부문
코웨이(주),021240,1101110626501,C2917,,,,,,부문없음
엘에스일렉트릭(주),010120,1101110520076,C2812,,전력부문,,5023408,세로형,부문
엘에스일렉트릭(주),010120,1101110520076,C2812,,자동화부문,,579190,세로형,부문
엘에스일렉트릭(주),010120,1101110520076,C2812,,금속부문,,643469,세로형,부문
엘에스일렉트릭(주),010120,1101110520076,C2812,,IT부문,,136933,세로형,부문
에이치디현대일렉트릭(주),267260,1101116363850,C2812,,USD,,,없음(부문명만),부문
에이치디현대일렉트릭(주),267260,1101116363850,C2812,,EUR,,,없음(부문명만),부문
에이치디현대일렉트릭(주),267260,1101116363850,C2812,,CNY,,,없음(부문명만),부문
에이치디현대일렉트릭(주),267260,1101116363850,C2812,,JPY,,,없음(부문명만),부문
(주)지에스글로벌,001250,1101110031479,G4610,,무역/유통,,3817486,외부고객 매출액,부문
(주)지에스글로벌,001250,1101110031479,G4610,,물류,,40450,외부고객 매출액,부문
(주)지에스글로벌,001250,1101110031479,G4610,,제조,,85065,외부고객 매출액,부문
(주)지에스글로벌,001250,1101110031479,G4610,,신사업 및기타 부문,,166264,외부고객 매출액,부문
롯데웰푸드(주),280360,1101116536481,C1060,,건과,,2036218,외부고객으로부터의 수익,부문
롯데웰푸드(주),280360,1101116536481,C1060,,빙과,,804942,외부고객으로부터의 수익,부문
롯데웰푸드(주),280360,1101116536481,C1060,,유지식품 등,"식용유, 버터, 마가린 등",757288,외부고객으로부터의 수익,부문
롯데웰푸드(주),280360,1101116536481,C1060,,육가공 등,"햄, 소시지, 식육, 분유, 우유 등",617505,외부고객으로부터의 수익,부문
씨제이프레시웨이(주),051500,1801110083442,G4610,,식자재유통,"도매상, 대리점, 일반소매처에 식자재를 공급",2693966,매출액,부문
씨제이프레시웨이(주),051500,1801110083442,G4610,,푸드서비스,"단체급식, 골프장급식사업 등",842923,매출액,부문
현대오토에버(주),307950,1101111935638,J6202,,,,,,부문없음
동국제강(주),460860,1101118651633,C2411,,,,,,부문없음
대한전선(주),001440,1101110035835,C2830,,,,,,단일부문
한화시스템(주),272210,1760110020640,C2629,,방산부문,,2438850,매출액,부문
한화시스템(주),272210,1760110020640,C2629,,ICT부문,,652636,매출액,부문
(주)카카오뱅크,323410,1311110435767,K6412,,,,,,단일부문
(주)엘지생활건강,051900,1101112208000,C2042,,HDB,"치약, 세제, 샴푸 등",2234746,총매출액,부문
(주)엘지생활건강,051900,1101112208000,C2042,,Beauty,"기초화장품, 색조화장품 등",2350018,총매출액,부문
(주)엘지생활건강,051900,1101112208000,C2042,,Refreshment,"콜라 등 청량음료, 생수 등",1770726,총매출액,부문
에이치엘만도(주),204320,1313110140776,C3039,,정상채권,,,없음(부문명만),부문
에이치엘만도(주),204320,1313110140776,C3039,,연체되었으나 손상되지 않은 채권,,,없음(부문명만),부문
에이치엘만도(주),204320,1313110140776,C3039,,연체 또는사고로 인해손상된 채권,,,없음(부문명만),부문
에이치엘만도(주),204320,1313110140776,C3039,,총액,,,없음(부문명만),부문
한화투자증권(주),003530,1101110003155,K6612,,WM,,190096,순영업수익,부문
한화투자증권(주),003530,1101110003155,K6612,,Trading,,78869,순영업수익,부문
한화투자증권(주),003530,1101110003155,K6612,,Wholesale,,43336,순영업수익,부문
한화투자증권(주),003530,1101110003155,K6612,,IB,,80850,순영업수익,부문
한화투자증권(주),003530,1101110003155,K6612,,공시재무제표,,469372,순영업수익,부문
(주)케이씨씨,002380,1101110221814,C2041,,건자재,,966581,외부매출액,부문
(주)케이씨씨,002380,1101110221814,C2041,,도료,,1909828,외부매출액,부문
(주)케이씨씨,002380,1101110221814,C2041,,실리콘,,3067128,외부매출액,부문
(주)셀트리온,068270,1350110034038,C2110,,바이오의약품,,6033277,매출액,부문
(주)셀트리온,068270,1350110034038,C2110,,케미컬의약품,,556710,매출액,부문
(주)셀트리온,068270,1350110034038,C2110,,부문간내부거래 조정,,-2434229,매출액,부문
케이지스틸(주),016380,1101110393308,C2412,,,,,,부문없음
(주)크래프톤,259960,1101113645772,J5821,,,,,,부문없음
(주)에스원,012750,1101110221939,N7532,,시큐리티 부문,,1403714,매출액,부문
(주)에스원,012750,1101110221939,N7532,,인프라 부문,,1681204,매출액,부문
(주)씨제이이엔엠,035760,1101111109134,J5911,,미디어플랫폼사업,"TV채널, OTT 플랫폼, 콘텐츠 유통, 광고 사업",1341616,순매출액,부문
(주)씨제이이엔엠,035760,1101111109134,J5911,,영화드라마사업,"콘텐츠 제작 및 판매, 영화 제작 및 배급, 공연 기획 및 제작",1457259,순매출액,부문
(주)씨제이이엔엠,035760,1101111109134,J5911,,음악사업,"음반ㆍ음원 사업, 연예 매니지먼트, 콘서트, 커뮤니티 서비스",817589,순매출액,부문
(주)씨제이이엔엠,035760,1101111109134,J5911,,커머스사업,"TV커머스, e커머스, 상품 기획 및 유통",1518046,순매출액,부문
(주)농심,004370,1101110057574,C1082,,,,,,부문없음
코오롱글로벌(주),003070,1101110036502,F4111,,건설사업부문,,2307977,세로형,부문
코오롱글로벌(주),003070,1101110036502,F4111,,무역부문,,302575,세로형,부문
코오롱글로벌(주),003070,1101110036502,F4111,,레저부문,,76035,세로형,부문
(주)카카오,035720,1101111129497,J6312,,,,,,부문없음
(주)포스코퓨처엠,003670,1746110001947,C2820,,내화물사업,,1574083,외부고객으로부터의 수익,부문
(주)포스코퓨처엠,003670,1746110001947,C2820,,라임화성사업,"생석회 제조, 화성공장 위탁운영 및 화성품 판매",2938698,외부고객으로부터의 수익,부문
롯데렌탈(주),089860,1101113326588,N7611,,차량 및 일반렌탈,"렌탈용 차량의 대여(장/단기) 및 렌탈 반납차량 등의 매각 통신장비, 전자전기 계측장비, OA기기, 소형 가전, PC 등 렌탈",2644769,외부고객으로부터의 수익,부문
롯데렌탈(주),089860,1101113326588,N7611,,오토리스 및할부금융,,147627,외부고객으로부터의 수익,부문
(주)아모레퍼시픽,090430,1101113471036,C2042,,,,,,부문없음
(주)엘엑스하우시스,108670,1101114071207,C2222,,건축자재,"PVC창호, AL창호, 기능성 유리, 주택용상재, 벽지, 상업용 상재 등",2132330,외부고객으로부터의 매출,부문
(주)엘엑스하우시스,108670,1101114071207,C2222,,자동차소재 / 산업용필름,,1045373,외부고객으로부터의 매출,부문
(주)호텔신라,008770,1101110145519,G4785,,TR 부문,,3403905,외부매출액,부문
(주)호텔신라,008770,1101110145519,G4785,,호텔 & 레저부문 등,"객실판매, 식ㆍ음료 판매, 레저사업(레포츠사업 및 Business Travel Management) 등",729893,외부매출액,부문
롯데칠성음료(주),005300,1101110003684,C1120,,음료사업부,"청량음료, 과채류음료 등",3177877,외부고객으로부터의 수익,부문
롯데칠성음료(주),005300,1101110003684,C1120,,주류사업부,주류,793267,외부고객으로부터의 수익,부문
(주)한진,002320,1101110003668,H4940,,물류,,854387,총매출액,부문
(주)한진,002320,1101110003668,H4940,,택배,,1351238,총매출액,부문
(주)한진,002320,1101110003668,H4940,,글로벌,,767644,총매출액,부문
(주)한진,002320,1101110003668,H4940,,에너지,,216689,총매출액,부문
롯데하이마트(주),071840,1101110532633,G4732,,,,,,부문없음
엘에스증권(주),078020,1101111828362,K6612,,약정금액,,10000,수익증권매입약정,부문
(주)현대그린푸드,453340,1345110623337,G4680,,,,,,부문없음
하이트진로(주),000080,1101110028591,C1112,,소주,,,없음(부문명만),부문
하이트진로(주),000080,1101110028591,C1112,,맥주,,,없음(부문명만),부문
하이트진로(주),000080,1101110028591,C1112,,생수,,,없음(부문명만),부문
(주)동원에프앤비,049770,1101112101816,C1021,,일반식품부문,,2178384,외부매출액,부문
(주)동원에프앤비,049770,1101112101816,C1021,,조미유통부문,,2451897,외부매출액,부문
(주)동원에프앤비,049770,1101112101816,C1021,,사료부문,,247449,외부매출액,부문
한솔제지(주),213500,1101115604700,C1710,,일반제지,,2458623,세로형,부문
한솔제지(주),213500,1101115604700,C1710,,건설 및 엔지니어링 서비스,,172220,세로형,부문
에이치디건설기계(주),267270,1101116363868,C2924,,,,,,단일부문
(주)신세계,004170,1101110028848,G4711,,백화점업,백화점,2661149,순매출액,부문
(주)신세계,004170,1101110028848,G4711,,도소매업,"패션, 화장품 등",1944532,순매출액,부문
