법인등록번호,회사명,고유번호,매출액_백만원,매출근거,종업원수,종업원근거,사업보고서,오류
1101113900035,(주)에프지엔개발전문자기관리부동산투자회사,00693800,,없음,,없음,N,
1201110795817,(주)에피바이오텍,01281541,,없음,23,2025 2행,Y,
1760110014198,(주)에피밸리,00301486,,없음,,없음,N,
1101115551646,(주)에피소드컴퍼니,01267222,5683,2025 CFS 매출액,48,2025 4행,Y,
1101110774376,(주)엑사이엔씨,00360577,177002,2025 CFS 매출액,173,2025 8행,Y,
1101115836767,(주)엑셀세라퓨틱스,01492217,1948,2025 CFS 매출액,65,2025 6행,Y,
1101115496868,(주)엑셈,01042085,47763,2025 CFS 매출액,336,2025 4행,Y,
1101114495598,(주)엑스게이트,01372782,48135,2025 OFS 매출액,145,2025 2행,Y,
1101111841926,(주)엑스로드,00463050,,없음,,없음,N,
1311110046952,(주)엑스씨이,00535773,,없음,,없음,N,
1311110478436,(주)엑스페릭스,01231786,21486,2025 CFS 매출액,68,2025 2행,Y,
1101117695210,(주)엑스플러스,01514698,10076,2025 CFS 매출액,38,2025 2행,Y,
1101112192493,(주)엑시온그룹,00426068,24004,2025 OFS 매출액,114,2025 12행,Y,
1311110058402,(주)엑시콘,00611736,66026,2025 CFS 매출액,179,2025 2행,Y,
1243110017841,(주)엑시큐어하이트론,00156150,5299,2025 CFS 매출액,32,2025 2행,Y,
1350110074357,(주)엑큐리스,00275260,,없음,,없음,N,
1101112152067,(주)엔바이오니아,00964595,14278,2025 CFS 매출액,301,2025 6행,Y,
1913110017692,(주)엔비알모션,00924931,63094,2025 CFS 매출액,100,2025 2행,Y,
1101114962042,(주)엔비티,01051065,,없음,87,2025 2행,Y,
1601110112716,(주)엔솔바이오사이언스,01018802,,없음,28,2025 2행,Y,
1101112329765,(주)엔스퍼트,00595243,,없음,,없음,N,
1615110077268,(주)엔시스,01310773,48836,2025 CFS 매출액,205,2025 2행,Y,
1101111387748,(주)엔씨,00261443,1506925,2025 CFS 매출액,3262,2025 2행,Y,
2111110015190,(주)엔아이티,00482435,,없음,,없음,N,
1101117269370,(주)엔알비,01708163,59481,2025 CFS 매출액,121,2025 6행,Y,
1801110158419,(주)엔에스브이,00447478,,없음,,없음,N,
1101111213919,(주)엔에스아이,00348052,,없음,,없음,N,
1348110201038,(주)엔에스엠,01011872,22192,2024 CFS 매출액,26,2024 2행,Y,
1101111089401,(주)엔에스컴퍼니,00929228,,없음,188,2025 8행,Y,
1101114830140,(주)엔에이치리사이텍컴퍼니,01565540,,없음,,없음,N,
1101112539322,(주)엔에이치엔벅스,00645089,44899,2025 OFS 매출액,56,2025 4행,Y,
1101111051137,(주)엔이능률,00363927,62702,2025 OFS 매출액,258,2025 2행,Y,
1401110013637,(주)엔지브이아이,00521433,,없음,11,2025 2행,Y,
1601110084890,(주)엔지켐생명과학,00606886,67750,2025 CFS 매출액,116,2025 8행,Y,
1801110054641,(주)엔케이,00172228,130102,2025 CFS 매출액,64,2025 4행,Y,
1311110434149,(주)엔케이맥스,01212383,,없음,,없음,N,
1501110039638,(주)엔케이유코리아,02027065,,없음,,없음,N,
1101112421157,(주)엔케이젠바이오텍코리아,00977650,7862,2025 CFS 매출액,70,2025 6행,Y,
1512110026289,(주)엔켐,01011526,312794,2025 CFS 매출액,398,2025 2행,Y,
1201110818974,(주)엔터몰,01219030,,없음,,없음,N,
1101111035595,(주)엔터미디어,00407975,1961,2025 CFS 매출액,6,2025 2행,Y,
2001110138573,(주)엔터산업,01913288,,없음,,없음,N,
1101112029456,(주)엔텔스,00415707,66760,2025 CFS 매출액,244,2025 2행,Y,
1101115829407,(주)엔투텍,01105621,28763,2025 CFS 매출액,66,2025 2행,Y,
1101111601750,(주)엔플렉스,00264529,,없음,,없음,,
1311110051034,(주)엔피엑스,01037542,3647,2025 CFS 매출액,16,2025 2행,Y,
1101110522311,(주)엔피케이,00108490,83822,2025 CFS 매출액,237,2025 2행,Y,
1101112363789,(주)엘까페딸,01908453,,없음,,없음,N,
1101114167593,(주)엘디네트웍스,01905401,,없음,,없음,N,
1501110031257,(주)엘디티,00540571,11045,2025 OFS 매출액,62,2025 4행,Y,
1201110336596,(주)엘리비젼,01119651,,없음,12,2025 6행,Y,
1101112075152,(주)엘림넷,00369453,,없음,,없음,N,
1101118789294,(주)엘비더함제1호위탁관리부동산투자회사,01860463,,없음,,없음,N,
1351110082861,(주)엘아이에스,00670085,,없음,,없음,N,
1311110288992,(주)엘앤씨바이오,01181515,85476,2025 CFS 매출액,155,2025 8행,Y,
1201110038697,(주)엘앤씨피,00191108,,없음,,없음,N,
1760110022654,(주)엘앤에프,00398701,2154938,2025 CFS 매출액,1924,2025 2행,Y,
1101114017227,(주)엘앤케이바이오메드,00918222,38920,2025 CFS 매출액,97,2025 2행,Y,
1101111250648,(주)엘앤피아너스,00298252,,없음,,없음,N,
1345110037710,(주)엘에스케이아이로봇,00542074,50111,2025 CFS 매출액,50,2025 2행,Y,
1358110251222,(주)엘에이티,01264234,29407,2025 OFS 매출액,67,2025 2행,Y,
1101111651242,(주)엘엠에스,00494218,69574,2025 CFS 매출액,189,2025 2행,Y,
1615110049069,(주)엘오티베큠,00484682,244892,2025 CFS 매출액,634,2025 2행,Y,
1101110315948,(주)엘지데이콤,00114303,,없음,,없음,N,
1615110093610,(주)엘케이켐,01747977,20179,2025 CFS 매출액,70,2025 2행,Y,
1243110011273,(주)엘트온,00140919,,없음,,없음,N,
2849110048411,(주)엘피케이로보틱스,00989327,,없음,30,2025 2행,Y,
1101117398913,(주)엠83,01704680,132396,2025 CFS 매출액,121,2025 4행,Y,
1314110351610,(주)엠디에이치테크,02023281,,없음,,없음,N,
1101111906887,(주)엠로,00396925,83980,2025 CFS 매출액,456,2025 6행,Y,
1352110015737,(주)엠브이텍,01287891,,없음,,없음,N,
1901110000163,(주)엠비씨 경남,00120757,,없음,,없음,N,
1101110742141,(주)엠비씨씨앤아이,00207852,,없음,,없음,N,
1115110005136,(주)엠소닉,00124577,76474,2025 CFS 매출액,46,2025 2행,Y,
1101113136383,(주)엠씨넥스,00564562,1279236,2025 CFS 매출액,472,2025 2행,Y,
1101110742406,(주)엠아이텍,00531829,67151,2025 CFS 매출액,179,2025 4행,Y,
1311110300960,(주)엠앤씨생명과학,01116274,,없음,,없음,N,
1342110054166,(주)엠앤이,00657729,,없음,,없음,N,
1154110028384,(주)엠에스,01286263,,없음,,없음,N,
1101112870784,(주)엠에스디아이,00615723,38376,2025 CFS 매출액,59,2025 5행,Y,
1845110000147,(주)엠에스씨,00121154,197662,2025 CFS 매출액,525,2025 2행,Y,
1712110005114,(주)엠에스오토텍,00259545,1740551,2025 CFS 매출액,20,2025 2행,Y,
1801110805606,(주)엠에이치로지스,02022112,,없음,,없음,N,
1101110128680,(주)엠엑스로보틱스,00137915,149093,2025 CFS 매출액,359,2025 2행,Y,
1351110048798,(주)엠엑스온,00670766,62254,2025 CFS 매출액,128,2025 8행,Y,
1648110007452,(주)엠엔에프씨,00236368,,없음,,없음,N,
2341110105621,(주)엠오티,01563922,75453,2025 CFS 매출액,114,2025 7행,Y,
1101112080276,(주)엠제이비,00418476,,없음,,없음,N,
1753110000126,(주)엠젠솔루션,00110884,28591,2025 CFS 매출액,91,2025 4행,Y,
1601110662026,(주)엠케이카,01952375,,없음,,없음,N,
1543110028652,(주)엠큐리티,01909878,,없음,,없음,N,
1345110000600,(주)엠투엔,00143226,86549,2025 CFS 매출액,208,2025 4행,Y,
1101110736194,(주)엠트론스토리지테크놀로지,00252588,,없음,,없음,N,
1101113222273,(주)엠트웰브,01971325,,없음,,없음,N,
1341110106357,(주)엠플러스,00833064,184211,2025 CFS 매출액,358,2025 2행,Y,
1101110793657,(주)엠피씨플러스,00302078,43383,2025 CFS 매출액,937,2025 2행,Y,
1701110653031,(주)연리지개발,01287563,,없음,,없음,N,
1101111986441,(주)연합인포맥스,00656030,,없음,,없음,N,
1349110042167,(주)열매마을 ,01445972,,없음,,없음,N,
1701110866949,(주)영남,02011134,,없음,,없음,N,
1101110944036,(주)영림원소프트랩,00532129,79883,2025 CFS 매출액,422,2025 2행,Y,
1801110207521,(주)영성글로벌,00864912,,없음,,없음,N,
1101115632008,(주)영성케미칼,01625365,,없음,,없음,N,
1311110110921,(주)영우디에스피,00569646,80504,2025 CFS 매출액,132,2025 2행,Y,
1101114129585,(주)영원무역,00776820,4063584,2025 CFS 매출액,351,2025 2행,Y,
1201110001107,(주)영진공사,00141112,,없음,,없음,N,
1801110542836,(주)영진어패럴,01904651,,없음,,없음,N,
1715110000382,(주)영진코퍼레이션,00356158,,없음,,없음,N,
1801110598194,(주)영진파워툴,01960499,,없음,,없음,N,
1101111627590,(주)영찬테크,00480905,,없음,,없음,N,
1101110917332,(주)영파,01912997,,없음,,없음,N,
1101111677652,(주)영평프라자,00547404,,없음,,없음,N,
1101111869043,(주)영현무역,01113781,,없음,,없음,N,
2841110049151,(주)영화건설,02004754,,없음,,없음,N,
1942110000191,(주)영흥,00141477,433484,2025 CFS 매출액,129,2025 6행,Y,
1101110898423,(주)예당컴퍼니,00252393,,없음,,없음,N,
1101110611693,(주)예림당,00259934,10258,2025 OFS 매출액,55,2025 2행,Y,
1101116122470,(주)예선테크,01166109,37875,2025 CFS 매출액,139,2025 2행,Y,
1348110048183,(주)예스티,00530556,87055,2025 CFS 매출액,164,2025 2행,Y,
1101115469378,(주)예일모터스,01906507,,없음,,없음,N,
1845110004503,(주)예일바이오텍,00220446,,없음,,없음,N,
1101113559238,(주)오건에코텍,01085442,,없음,31,2025 2행,Y,
1243110001513,(주)오공,00220969,160071,2025 CFS 매출액,135,2025 2행,Y,
1101113236555,(주)오누리인터내셔날대부,01167904,,없음,,없음,N,
1301110044808,(주)오늘이엔엠,00623184,16693,2025 CFS 매출액,97,2025 6행,Y,
2149110013103,(주)오디텍,00529815,37959,2025 CFS 매출액,280,2025 2행,Y,
1341110002258,(주)오뚜기,00141529,3674545,2025 CFS 매출액,3388,2025 2행,Y,
1101110322381,(주)오라바이오틱스,00109648,,없음,,없음,N,
1311110104403,(주)오로스테크놀로지,01016479,52136,2025 CFS 매출액,221,2025 2행,Y,
1101110753734,(주)오르비텍,00297989,57908,2025 CFS 매출액,556,2025 8행,Y,
1801110038447,(주)오리엔탈정공,00141608,207255,2025 CFS 매출액,322,2025 4행,Y,
1159110057721,(주)오리엔트,00463412,,없음,,없음,N,
1101110030116,(주)오리엔트바이오,00141626,29397,2025 OFS 매출액,123,2025 8행,Y,
1812110008083,(주)오리엔트정공,00300405,157135,2025 CFS 매출액,116,2025 2행,Y,
1801110188953,(주)오리엔트조선,00411288,,없음,,없음,N,
1313110074678,(주)오리온코리아,01887363,,없음,,없음,N,
1801111592012,(주)오뷔엘알,01890190,,없음,,없음,N,
1101111048960,(주)오브제,00246657,,없음,,없음,N,
1101112739998,(주)오비고,00494546,33534,2025 CFS 매출액,137,2025 2행,Y,
1101111265697,(주)오상헬스케어,00260657,128628,2025 CFS 매출액,336,2025 2행,Y,
1601110048870,(주)오션인더블유,00349811,7570,2025 CFS 매출액,11,2025 5행,Y,
1615110028691,(주)오스코텍,00263654,99838,2025 CFS 매출액,57,2025 2행,Y,
1101114816570,(주)오스테오닉,01082348,45393,2025 CFS 매출액,197,2025 2행,Y,
1615110006796,(주)오스템,00175173,128548,2025 CFS 매출액,293,2025 2행,Y,
1101110127161,(주)오에스비저축은행,00105129,,없음,,없음,N,
1615110258553,(주)오엔,01473285,,없음,,없음,N,
2001110180384,(주)오이솔루션,00571483,57377,2025 CFS 매출액,283,2025 2행,Y,
1348110183939,(주)오케이로지웰,01895830,,없음,,없음,N,
1341110059845,(주)오킨스전자,00543107,94373,2025 CFS 매출액,171,2025 6행,Y,
1101110795455,(주)오텍,00397289,852138,2025 CFS 매출액,101,2025 2행,Y,
1101112359936,(주)오토닉스,01452389,,없음,,없음,N,
1412110030901,(주)오토랜드,01295784,,없음,,없음,N,
1101113104661,(주)오파스넷,00867849,233294,2025 CFS 매출액,442,2025 2행,Y,
1101110889836,(주)오픈베이스,00335076,233127,2025 CFS 매출액,272,2025 2행,Y,
1341110023759,(주)옥성,02026002,,없음,,없음,N,
1101111253569,(주)옥션,00264130,,없음,,없음,N,
1701110182676,(주)옥원산업,02008723,,없음,,없음,N,
1101117143772,(주)온꿈사,02010825,,없음,,없음,N,
1615110038947,(주)온누리헬스케어,01371817,,없음,,없음,N,
1101110084767,(주)온타이드,00168331,231493,2025 CFS 매출액,53,2025 2행,Y,
1760110168010,(주)올곧,01908259,,없음,,없음,N,
1101111803869,(주)올리브나인,00362089,,없음,,없음,N,
1101111941750,(주)올림피아드교육,00762322,,없음,,없음,N,
1101116057544,(주)옴니자산관리,01547340,,없음,,없음,N,
1101114399906,(주)옵투스제약,00831428,87161,2025 OFS 매출액,250,2025 2행,Y,
1601110082513,(주)옵트론텍,00327396,195737,2025 CFS 매출액,126,2025 2행,Y,
1301110062876,(주)옵티팜,00971726,22344,2025 OFS 매출액,79,2025 8행,Y,
1601110235641,(주)와이바이오로직스,01226234,2912,2025 OFS 매출액,58,2025 6행,Y,
1101111990335,(주)와이비엠넷,00307222,51834,2025 CFS 매출액,356,2025 4행,Y,
1358110154111,(주)와이솔,00759294,321239,2025 CFS 매출액,404,2025 2행,Y,
1101115869346,(주)와이씨,01109539,272629,2025 CFS 매출액,210,2025 2행,Y,
1615110057153,(주)와이앤넥스트,00495554,,없음,2,2025 1행,Y,
1101111359630,(주)와이어블,00250137,75539,2025 CFS 매출액,115,2025 2행,Y,
1345110290558,(주)와이에이치티,01640993,,없음,,없음,N,
1165110028472,(주)와이에이치홀딩스,00893297,,없음,,없음,N,
2062110001540,(주)와이엔텍,00190756,116995,2025 CFS 매출액,129,2025 6행,Y,
1101110123408,(주)와이엠,00140858,177146,2025 CFS 매출액,367,2025 2행,Y,
1501110081963,(주)와이엠텍,01215618,29109,2025 OFS 매출액,107,2025 2행,Y,
1717110070357,(주)와이제이테크,00676830,,없음,,없음,N,
1101111969942,(주)와이즈넛,00351427,34730,2025 CFS 매출액,337,2025 10행,Y,
1244110042263,(주)와이즈베이스,02026251,,없음,,없음,N,
1101110723670,(주)와이즈파워,00248123,,없음,,없음,N,
1311110583954,(주)와이즈프라퍼티스,01960295,,없음,,없음,N,
1201110038639,(주)와이지-원,00139719,639382,2025 CFS 매출액,1328,2025 2행,Y,
1101111516397,(주)와이지엔터테인먼트,00613318,545404,2025 CFS 매출액,438,2025 2행,Y,
1101111342289,(주)와이지플러스,00249247,236047,2025 CFS 매출액,153,2025 2행,Y,
1101110204498,(주)와이투솔루션,00144720,165064,2025 CFS 매출액,95,2025 6행,Y,
2149110004756,(주)우남건설,00228819,,없음,,없음,N,
1101113970575,(주)우남비철유통,01896538,,없음,,없음,N,
1101111118656,(주)우리기술,00231044,87135,2025 CFS 매출액,162,2025 6행,Y,
1301110057124,(주)우리넷,00664048,75505,2025 CFS 매출액,239,2025 2행,Y,
2001110093313,(주)우리로,00296005,42474,2025 CFS 매출액,101,2025 6행,Y,
1101110023393,(주)우리은행,00254045,,없음,14203,2025 2행,Y,
1701110008658,(주)우방,00142564,,없음,,없음,N,
1601110001167,(주)우성,00142661,613023,2025 CFS 매출액,68,2025 2행,Y,
1244110049131,(주)우성금속,01157679,,없음,,없음,N,
1701110006868,(주)우성머티리얼스,00132868,24693,2025 CFS 매출액,36,2025 3행,Y,
1101115343457,(주)우성아이비,01011562,,없음,60,2025 5행,Y,
1601110003436,(주)우성양행,00142704,,없음,,없음,N,
2850110133582,(주)우성에스앤씨,01949663,,없음,,없음,N,
1801110931229,(주)우성엔텍,01572717,,없음,,없음,N,
1101110366719,(주)우신시스템,00142883,388612,2025 CFS 매출액,250,2025 4행,Y,
1644110000820,(주)우양,00486875,183775,2025 OFS 매출액,343,2025 2행,Y,
1101110299308,(주)우영,00143013,,없음,,없음,N,
1101111459969,(주)우전,00291231,93058,2025 CFS 매출액,76,2025 2행,Y,
1348110043711,(주)우주일렉트로닉스,00390903,186420,2025 CFS 매출액,371,2025 2행,Y,
1349110005016,(주)우주통신,00236021,,없음,,없음,N,
1345110001814,(주)우진,00173944,150379,2025 CFS 매출액,163,2025 2행,Y,
1101110175467,(주)우진아이엔에스,00143262,164457,2025 CFS 매출액,103,2025 3행,Y,
1348110260331,(주)우진엔텍,01030503,44807,2025 OFS 매출액,332,2025 4행,Y,
1101110822993,(주)우진플라임,00303217,211623,2025 CFS 매출액,575,2025 2행,Y,
1101118593223,(주)울산반구대한제45호위탁관리부동산투자회사,01896121,,없음,,없음,N,
1101110095152,(주)원림,00143794,89681,2025 CFS 매출액,92,2025 2행,Y,
1101116860442,(주)원바이오젠,01326224,35244,2025 CFS 매출액,77,2025 2행,Y,
1348110068694,(주)원익테라세미콘,00569992,,없음,,없음,N,
1342110063894,(주)원익피앤이,00785475,,없음,,없음,N,
1101110220288,(주)원일특강,00143907,398115,2025 CFS 매출액,148,2025 2행,Y,
1350110093737,(주)원일티엔아이,00488244,29616,2025 OFS 매출액,101,2025 2행,Y,
1311110405166,(주)원티드랩,01441611,38173,2025 CFS 매출액,179,2025 8행,Y,
1101111532286,(주)원포유,00337296,,없음,22,2025 2행,Y,
1101110138382,(주)원풍,00144012,87635,2025 OFS 매출액,172,2025 2행,Y,
1101110430126,(주)원풍약품상사,00442491,,없음,,없음,N,
1801110859380,(주)원프라임,01955983,,없음,,없음,N,
1760110020723,(주)월덱스,00580065,291764,2025 CFS 매출액,399,2025 2행,Y,
1201110202648,(주)월드오에이,00669414,,없음,,없음,N,
1201110452300,(주)월드웰,01215520,,없음,,없음,N,
1501110023197,(주)월드텔레콤,00257361,,없음,,없음,N,
1101117224647,(주)웨이버스,01408999,70202,2025 CFS 매출액,423,2025 2행,Y,
1311110043271,(주)웨이브일렉트로닉스,00526696,80532,2025 CFS 매출액,145,2025 4행,Y,
2112110030708,(주)웨이브정읍,01917035,,없음,,없음,N,
1348110407800,(주)웨이비스,01270749,40706,2025 OFS 매출액,156,2025 2행,Y,
1601110133415,(주)웰랑,00871125,,없음,,없음,N,
1101110860216,(주)웰크론,00362159,268959,2025 CFS 매출액,181,2025 6행,Y,
1101111118276,(주)웰크론한텍,00487546,166692,2025 CFS 매출액,229,2025 6행,Y,
1101112151803,(주)웹솔루스,00350491,,없음,,없음,N,
1801110378835,(주)웹스,00864338,43174,2025 CFS 매출액,70,2025 6행,Y,
1101111955694,(주)웹젠,00405320,174436,2025 CFS 매출액,474,2025 2행,Y,
1101117143988,(주)위너스로직스,01912395,,없음,,없음,N,
1101110094203,(주)위너스인프라인,00165200,,없음,,없음,N,
1152110049566,(주)위너스일렉,01137860,31246,2025 OFS 매출액,76,2025 2행,Y,
1341110031273,(주)위너지스,00207223,,없음,,없음,N,
1341110046313,(주)위노바,00261735,7698,2025 OFS 매출액,55,2025 2행,Y,
1648110015300,(주)위니아,00300557,26703,2025 CFS 매출액,240,2025 8행,Y,
1301110026260,(주)위닉스,00293886,369536,2025 CFS 매출액,261,2025 2행,Y,
1311110024479,(주)위다스,00351153,,없음,,없음,N,
1159110024837,(주)위다스,00861021,,없음,,없음,N,
1101115363231,(주)위드글로벌,01900840,,없음,,없음,N,
1601110166341,(주)위드텍,00925587,57807,2025 CFS 매출액,234,2025 2행,Y,
1101111873755,(주)위메이드,00444329,614039,2025 CFS 매출액,474,2025 2행,Y,
1101111401051,(주)위메이드맥스,00643656,148839,2025 CFS 매출액,25,2025 4행,Y,
1101114291540,(주)위메이드플레이,00815767,125264,2025 CFS 매출액,196,2025 2행,Y,
1101110723969,(주)위세아이텍,00374738,38258,2025 CFS 매출액,251,2025 2행,Y,
1101116033833,(주)위지윅스튜디오,01276327,101995,2025 CFS 매출액,30,2025 4행,Y,
1101111373755,(주)위지트,00258360,483026,2025 CFS 매출액,161,2025 2행,Y,
1345110389715,(주)위츠,01445440,168722,2025 CFS 매출액,131,2025 6행,Y,
1101111378581,(주)위코,02017536,,없음,,없음,N,
1311110272002,(주)윈스테크넷,00868705,98597,2025 CFS 매출액,497,2025 2행,Y,
1311110088623,(주)윈텍,01826894,,없음,,없음,N,
1344110020543,(주)윈팩,00536286,75547,2025 OFS 매출액,395,2025 2행,Y,
1545110049654,(주)윈하이텍,00910840,75147,2025 CFS 매출액,119,2025 2행,Y,
1101110172447,(주)윌비스,00104999,188323,2025 CFS 매출액,124,2025 4행,Y,
1101111238735,(주)윌텍정보통신,00270405,,없음,,없음,N,
1101117222352,(주)윙스풋,01405585,41955,2025 OFS 매출액,73,2025 6행,Y,
1348110119885,(주)유니드코리아,00653990,,없음,,없음,N,
1101110200579,(주)유니온,00144252,202400,2025 CFS 매출액,221,2025 2행,Y,
1101111892903,(주)유니온바이오메트릭스,00408266,51324,2025 CFS 매출액,151,2025 2행,Y,
1301110011807,(주)유니켐,00137207,106243,2025 CFS 매출액,260,2025 2행,Y,
1101110847222,(주)유니코써치,01896547,,없음,,없음,N,
1801110024496,(주)유니크,00147152,430183,2025 CFS 매출액,626,2025 2행,Y,
1311110047356,(주)유니테스트,00540447,110195,2025 CFS 매출액,194,2025 2행,Y,
1801110327981,(주)유니테크노,00531865,107159,2025 CFS 매출액,328,2025 2행,Y,
1101110853170,(주)유니텍전자,00265078,,없음,,없음,N,
1101111284449,(주)유니트론텍,00879020,768974,2025 CFS 매출액,116,2025 2행,Y,
1101111351660,(주)유니포인트,00445869,,없음,93,2025 6행,Y,
1358110140053,(주)유디엠텍,01498576,3213,2025 OFS 매출액,44,2025 2행,Y,
1101112115289,(주)유디피,00612115,,없음,,없음,N,
1101112155673,(주)유라클,00407294,43754,2025 CFS 매출액,242,2025 4행,Y,
1101110529820,(주)유라테크,00201742,197253,2025 CFS 매출액,257,2025 2행,Y,
1101114294122,(주)유바이오로직스,00927558,149195,2025 OFS 매출액,397,2025 4행,Y,
1101114340909,(주)유비씨,01867749,,없음,0,2025 2행,Y,
1101111848675,(주)유비온,00531078,33683,2025 CFS 매출액,187,2025 2행,Y,
1311110475341,(주)유비쿼스,01203376,116437,2025 CFS 매출액,190,2025 2행,Y,
1101113088386,(주)유선인터내셔날,01912368,,없음,,없음,N,
1301110011774,(주)유성금속,00319865,,없음,,없음,N,
1545110115885,(주)유성금속,01959527,,없음,,없음,N,
1845110002698,(주)유성티에스아이,00144562,,없음,,없음,N,
1101110217607,(주)유성티엔에스,00173999,67042,2025 CFS 매출액,60,2025 2행,Y,
1101110061666,(주)유신,00144650,385502,2025 OFS 매출액,1988,2025 6행,Y,
2149110029209,(주)유쎌,01063963,,없음,,없음,N,
1647110001608,(주)유아이디,00400121,49690,2025 CFS 매출액,49,2025 4행,Y,
1101110539390,(주)유아이에너지,00262123,,없음,,없음,N,
1101116298148,(주)유에스티,01196313,57966,2025 OFS 매출액,79,2025 2행,Y,
1101110698914,(주)유에이블,00416706,,없음,,없음,N,
1545110037964,(주)유원,01085901,,없음,,없음,N,
1341110002307,(주)유유제약,00144818,140884,2025 CFS 매출액,248,2025 2행,Y,
1201110592130,(주)유일로보틱스,01152586,35168,2024 OFS 매출액,127,2025 2행,Y,
1760110007052,(주)유일엔시스,00264802,,없음,,없음,N,
1244110119562,(주)유일이엔지,01896112,,없음,,없음,N,
1101110340945,(주)유진건철,00228730,,없음,,없음,N,
1351110051329,(주)유진테크,00531014,350324,2025 CFS 매출액,348,2025 2행,Y,
1501110137013,(주)유진테크놀로지,01085026,28679,2025 CFS 매출액,0,2025 2행,Y,
1101111735228,(주)유클릭,00414036,,없음,,없음,N,
2001110411424,(주)유탑디앤씨,01084212,,없음,,없음,N,
1341110189717,(주)유티아이,00961774,19972,2025 CFS 매출액,126,2025 4행,Y,
1201110163250,(주)유티엑스,00344746,,없음,,없음,N,
2850110287959,(주)유틸렉스,01110678,10294,2025 CFS 매출액,119,2025 2행,Y,
1101110527650,(주)유퍼트,00299686,,없음,,없음,N,
1101110014409,(주)유한양행,00145109,2186637,2025 CFS 매출액,2153,2025 2행,Y,
1352110003047,(주)유한정밀,00617749,,없음,,없음,N,
1101111823289,(주)유한코스메틱,00402989,3992,2024 OFS 매출액,52,2025 2행,Y,
1341110007315,(주)유한화학,00145145,,없음,,없음,N,
1101113637810,(주)육일씨엔에쓰,00843900,44835,2025 CFS 매출액,50,2025 9행,Y,
1801111419117,(주)윤강컴퍼니,02014201,,없음,,없음,N,
1101111051442,(주)윤선생엘리트,00256131,,없음,,없음,N,
1243110014912,(주)율촌,00495633,79251,2025 CFS 매출액,84,2025 2행,Y,
2201110001312,(주)으뜸상호저축은행,00148188,,없음,,없음,N,
1101110660434,(주)이가에이씨엠건축사사무소,00525314,,없음,,없음,N,
1301110028935,(주)이건홀딩스,00184889,447114,2025 CFS 매출액,29,2025 2행,Y,
1101111800659,(주)이글루코퍼레이션,00364847,,없음,1157,2025 2행,Y,
1101110361008,(주)이글벳,00145473,43323,2025 OFS 매출액,110,2025 2행,Y,
1201110350116,(주)이노디스,01467512,,없음,,없음,N,
1345110127040,(주)이노메트리,01258710,38567,2025 CFS 매출액,167,2025 2행,Y,
1101113937905,(주)이노바스복합시설관리,01834097,,없음,,없음,N,
1358110239187,(주)이노벡스,01353848,,없음,10,2025 2행,Y,
1101110974306,(주)이노블루,00361202,,없음,,없음,N,
1101112027278,(주)이노빅스,00662208,,없음,,없음,N,
1647110071148,(주)이노스페이스,01700587,2746,2025 CFS 매출액,253,2025 2행,Y,
1101111977937,(주)이노시뮬레이션,00965318,14252,2025 OFS 매출액,78,2025 2행,Y,
1101113598616,(주)이노에이엑스,01341630,22932,2025 CFS 매출액,145,2025 2행,Y,
1101115658640,(주)이노인스트루먼트,01065679,43686,2025 CFS 매출액,40,2025 2행,Y,
1101113301944,(주)이노진,01419135,8213,2025 OFS 매출액,58,2025 2행,Y,
2341110037733,(주)이노켐,00929839,,없음,,없음,N,
1101117189544,(주)이노테나,01407158,29954,2025 OFS 매출액,124,2025 2행,Y,
1358110231646,(주)이노테크,01745173,75699,2025 CFS 매출액,56,2025 2행,Y,
1346110018221,(주)이녹스,00494476,59112,2025 CFS 매출액,37,2025 2행,Y,
1648110105010,(주)이녹스첨단소재,01237540,439633,2025 CFS 매출액,727,2025 2행,Y,
1101111849590,(주)이누미디어,02026163,,없음,,없음,N,
1801110053411,(주)이닉스,00338170,122587,2025 CFS 매출액,182,2025 4행,Y,
1801111346526,(주)이도운,01915295,,없음,,없음,N,
1101116314449,(주)이랜시스,01199189,69574,2025 CFS 매출액,128,2025 2행,Y,
1345110002375,(주)이랜텍,00206659,753160,2025 CFS 매출액,412,2025 2행,Y,
1101110681399,(주)이레아이엔씨,00154693,,없음,,없음,N,
1101110162191,(주)이렘,00116426,91994,2025 OFS 매출액,130,2025 4행,Y,
1101111706203,(주)이롬,00417866,,없음,,없음,N,
1349110002359,(주)이롬텍,00348140,,없음,,없음,N,
1101110838528,(주)이루넷,00257529,,없음,,없음,N,
1101111538664,(주)이루온,00390514,61561,2025 CFS 매출액,84,2025 2행,Y,
1101114249193,(주)이루팩,01225040,,없음,,없음,N,
1244110304212,(주)이룸씨앤디,01884676,,없음,,없음,N,
1101111753452,(주)이룸지엔지,00439053,,없음,,없음,N,
1311110004603,(주)이매진아시아,00122339,,없음,,없음,N,
1311110152684,(주)이모션글로벌,01632392,,없음,,없음,N,
1345110299881,(주)이뮨온시아,01203659,111,2025 OFS 매출액,22,2025 4행,Y,
1348110124834,(주)이미인,00976749,,없음,,없음,N,
1358110102649,(주)이미지스테크놀로지,00694942,13222,2025 OFS 매출액,34,2025 2행,Y,
1101119020655,(주)이베데스다대한제10호위탁관리부동산투자회사,01902592,,없음,,없음,N,
1701110262452,(주)이브이첨단소재,00533924,58957,2025 CFS 매출액,126,2025 2행,Y,
