고유번호,접수번호,보고서명,회사명
00683283,20260317000719,사업보고서 (2025.12),LS전선
00683469,20260311004216,사업보고서 (2025.12),일진전기
00684714,20260312001327,사업보고서 (2025.12),풍산
00684732,20260323001555,사업보고서 (2025.12),풀무원식품
00684918,20260331003956,사업보고서 (2025.12),아이비케이투자증권
00688996,20260313001191,사업보고서 (2025.12),KB금융
00693554,20260323001373,사업보고서 (2025.12),티케이케미칼
00728638,20260318001459,사업보고서 (2025.12),한세실업
00759513,20260316001555,사업보고서 (2025.12),LX하우시스
00760971,20260316001313,사업보고서 (2025.12),크래프톤
00767053,,,
00771852,,,
00776820,20260319001279,사업보고서 (2025.12),영원무역
00777272,,,
00786711,20250318000924,사업보고서 (2024.12),에스케이엔무브
00787376,20250320001296,사업보고서 (2024.12),대성에너지
00795135,20260320001309,사업보고서 (2025.12),코오롱인더
00797674,,,
00798530,,,
00800145,20260323001419,사업보고서 (2025.12),서진오토모티브
00804114,,,
00805201,,,
00812229,,,
00814786,20260323001027,사업보고서 (2025.12),티엔엔터테인먼트
00820024,20260320001094,사업보고서 (2025.12),에이치엘클레무브
00828497,20260320001130,사업보고서 (2025.12),한미약품
00828789,20260319001251,사업보고서 (2025.12),대성산업
00838005,20260323001543,사업보고서 (2025.12),서진시스템
00842619,20260323001538,사업보고서 (2025.12),리가켐바이오
00852078,20260316000965,사업보고서 (2025.12),에스케이지오센트릭
00852175,20260316001108,사업보고서 (2025.12),SK에너지
00855093,20260320000571,사업보고서 (2025.12),선진
00857374,,,
00857727,20260318000871,사업보고서 (2025.12),하림
00858364,20260318001147,사업보고서 (2025.12),BNK금융지주
00860332,20260318001419,사업보고서 (2025.12),메리츠금융지주
00863533,20260313000769,사업보고서 (2025.12),삼양엔씨켐
00872984,20260318001024,사업보고서 (2025.12),이마트
00877059,20260312001119,사업보고서 (2025.12),삼성바이오로직스
00878696,20260318000773,사업보고서 (2025.12),에스케이바이오팜
00878915,20260318000971,사업보고서 (2025.12),iM금융지주
00888347,20260320000349,사업보고서 (2025.12),휴젤
00895985,20260331003505,사업보고서 (2025.12),파주에너지서비스
00896285,20260318001585,사업보고서 (2025.12),삼양사
00903503,20260317000699,사업보고서 (2025.12),GS에너지
00904672,20260318001170,사업보고서 (2025.12),넷마블
00907679,,,
00907864,20260331003687,사업보고서 (2025.12),야놀자
00908012,,,
00908021,20260331004252,사업보고서 (2025.12),농협금융지주
00908155,20260331004099,사업보고서 (2025.12),NH농협손해보험
00908757,,,
00909349,20260331002277,사업보고서 (2025.12),농협생명보험
00912006,,,
00916862,,,
00935724,,,
00936787,20260316000961,사업보고서 (2025.12),애경케미칼
00937324,20260318000959,사업보고서 (2025.12),한국타이어앤테크놀로지
00939331,20260318001196,사업보고서 (2025.12),한국콜마
00962649,,,
00979074,20260316000998,사업보고서 (2025.12),SK인천석유화학
00980122,20260318001225,사업보고서 (2025.12),JB금융지주
00982023,20260320001024,사업보고서 (2025.12),실리콘투
00983040,20260318001143,사업보고서 (2025.12),한진칼
00983271,20260318001525,사업보고서 (2025.12),NHN
00990165,20260318001310,사업보고서 (2025.12),아세아시멘트
00992640,,,
00992871,20260318001376,사업보고서 (2025.12),종근당
00995258,,,
01003031,20260318001123,사업보고서 (2025.12),이마트24
01004775,20260317000437,사업보고서 (2025.12),DL에너지
01009789,20260318000694,사업보고서 (2025.12),코스맥스
01012066,20260318000705,사업보고서 (2025.12),HK이노엔
01013694,20260320001328,사업보고서 (2025.12),인카금융서비스
01015805,,,
01019166,,,
01020843,20260318000720,사업보고서 (2025.12),원익피앤이
01032404,20260317000761,사업보고서 (2025.12),콜마비앤에이치
01032422,20260330000773,사업보고서 (2025.12),에이치앤엘어드밴스드
01032486,20260319001265,사업보고서 (2025.12),두산밥캣
01036446,20260318001250,사업보고서 (2025.12),서연이화
01042775,20260318000883,사업보고서 (2025.12),HL만도
01060744,20260313001261,사업보고서 (2025.12),한솔제지
01060814,20260313001090,사업보고서 (2025.12),삼양패키징
01065040,,,
01086867,20260313001298,사업보고서 (2025.12),신세계디에프
01093007,20260316001365,사업보고서 (2025.12),LS에코에너지
01094565,,,
01095722,20260317000641,사업보고서 (2025.12),심텍
01096341,20260319000472,사업보고서 (2025.12),넥슨게임즈
01110757,,,
01128613,20260312000443,사업보고서 (2025.12),화승엔터프라이즈
01133217,20260318000884,사업보고서 (2025.12),카카오뱅크
01135941,20260316001453,사업보고서 (2025.12),원익IPS
01137383,20260318001659,사업보고서 (2025.12),카카오게임즈
01137727,20260331003116,사업보고서 (2025.12),무신사
01159233,20260323001301,사업보고서 (2025.12),솔루엠
01160363,20260318001622,사업보고서 (2025.12),에코프로비엠
01160512,20260430000392,사업보고서 (2025.12),헝셩그룹
01168684,20260318001699,사업보고서 (2025.12),스튜디오드래곤
01184460,,,
01190568,20260323001257,사업보고서 (2025.12),에이피알
01194689,20260316001512,사업보고서 (2025.12),HD현대마린솔루션
01199550,20260313001045,사업보고서 (2025.12),HD현대에너지솔루션
01203312,20260323001560,사업보고서 (2025.12),케이뱅크
01204056,20260320000802,사업보고서 (2025.12),하이브
01205709,20260320000872,사업보고서 (2025.12),HD현대
01205842,20260318001192,사업보고서 (2025.12),HD건설기계
01205851,20260316000940,사업보고서 (2025.12),HD현대일렉트릭
01208885,20260316000333,사업보고서 (2025.12),경동도시가스
01214503,,,
01217245,,,
01234507,20260319001065,사업보고서 (2025.12),매일유업
01238169,20260318001320,사업보고서 (2025.12),오리온
01244601,20260312001366,사업보고서 (2025.12),카카오페이
01258507,20260312000907,사업보고서 (2025.12),롯데웰푸드
01262032,20260313000002,사업보고서 (2025.12),롯데이노베이트
01263022,20260318000829,사업보고서 (2025.12),BGF리테일
01267170,20260316001404,사업보고서 (2025.12),SK케미칼
01267684,20260318001337,사업보고서 (2025.12),쿠쿠홈시스
01292671,20260226003574,사업보고서 (2025.12),예스코
01310241,20260330001631,사업보고서 (2025.12),두나무
01310269,20260318001249,사업보고서 (2025.12),IPARK현대산업개발
01311408,20260313001274,사업보고서 (2025.12),에코프로머티
01316227,20260311004548,사업보고서 (2025.12),효성티앤씨
01316236,20260311004423,사업보고서 (2025.12),효성화학
01316245,20260311004208,사업보고서 (2025.12),효성중공업
01316254,20260312001146,사업보고서 (2025.12),HS효성첨단소재
01319808,20260317000863,사업보고서 (2025.12),한일시멘트
01319899,20260313000936,사업보고서 (2025.12),SK바이오사이언스
01323032,20260318000506,사업보고서 (2025.12),케이카
01325979,20260312000989,사업보고서 (2025.12),세아제강
01346404,,,
01350753,,,
01350869,20260313001235,사업보고서 (2025.12),우리금융지주
01363818,20260310002810,사업보고서 (2025.12),롯데리츠
01386916,20260316001149,사업보고서 (2025.12),SK아이이테크놀로지
01390344,20260320000859,사업보고서 (2025.12),HD현대중공업
01412725,20260318001264,사업보고서 (2025.12),두산퓨얼셀
01412877,,,
01421750,,,
01423068,,,
01424906,,,
01428203,20260319000948,사업보고서 (2025.12),케이씨씨글라스
01428249,,,
01440311,,,
01445024,20260327001386,사업보고서 (2025.12),한패스
01474789,,,
01478712,20260318001514,사업보고서 (2025.12),대덕전자
01479915,,,
01497869,20260320000006,사업보고서 (2025.12),티와이홀딩스
01511521,20260330001696,사업보고서 (2025.12),키움에프앤아이
01515323,20260312000217,사업보고서 (2025.12),LG에너지솔루션
01524093,20260317000887,사업보고서 (2025.12),DL이앤씨
01524817,20250314001587,사업보고서 (2024.12),DL케미칼
01529195,,,
01535150,20260610000569,사업보고서 (2026.03),SK리츠
01535567,,,
01535840,,,
01538573,,,
01556913,,,
01558902,,,
01561252,,,
01562589,20260323001295,사업보고서 (2025.12),LX홀딩스
01566248,20260316001329,사업보고서 (2025.12),에코프로에이치엔
01568413,20260318001512,사업보고서 (2025.12),F&F
01571329,,,
01576014,,,
01592447,20260316001423,사업보고서 (2025.12),에스케이온
01596425,20260317000830,사업보고서 (2025.12),SK스퀘어
01617773,,,
01620971,20260312000562,사업보고서 (2025.12),포스코
01629495,20260313000646,사업보고서 (2025.12),세아베스틸
01629538,,,
01702017,20260318000408,사업보고서 (2025.12),유니드비티플러스
01712485,20260318001091,사업보고서 (2025.12),코오롱모빌리티그룹
01721809,20260316001009,사업보고서 (2025.12),현대그린푸드
01722437,20260318001221,사업보고서 (2025.12),한화갤러리아
01731453,20250319000551,사업보고서 (2024.12),디비금융제11호기업인수목적
01760738,20260313000943,사업보고서 (2025.12),OCI
01765256,20260316001579,사업보고서 (2025.12),동국씨엠
01765265,20260313000519,사업보고서 (2025.12),동국제강
01795442,,,
01806951,20260323001609,사업보고서 (2025.12),폰드그룹
01817081,20260316001520,사업보고서 (2025.12),SK이터닉스
01854763,20260312000964,사업보고서 (2025.12),HS효성
01867758,20260316001204,사업보고서 (2025.12),한화비전
01882845,20260311003399,사업보고서 (2025.12),GS피앤엘
01946532,20260312001444,사업보고서 (2025.12),삼성스팩12호
02042949,,,
