지배법인,지배법인등록번호,대상,대상법인등록번호,지분율,장부가액,대상계층,대상소속그룹,대상A세분류,대상B1주업종,대상매출,대상묶음,연도
(주)엘지생활건강,1101112208000,(주)에프엠지,1401110020096,100.0,18061000000,T2,,완제품제조,화장품·뷰티,"57,166",,2025
(주)엘지생활건강,1101112208000,(주)밝은누리,1501110206876,100.0,500000000,T2,,인적서비스,사업지원서비스,"3,634",,2025
(주)엘지생활건강,1101112208000,태극제약(주),1348110004367,99.0,110265000000,T2,,소재제조,의약·바이오,"137,904",,2025
(주)엘지생활건강,1101112208000,코카콜라음료(주),1101111342130,90.0,187528000000,T2,,완제품제조,식품·음료,"1,596,526",,2025
(주)엘지생활건강,1101112208000,농업회사법인 (주)에프앤아이,1342110111354,90.0,1323000000,모수밖,,,,0,,2025
(주)엘지생활건강,1101112208000,(주)울릉샘물,1758110003526,87.0,70005000000,T2,,완제품제조,식품·음료,"4,416",,2025
(주)엘지생활건강,1101112208000,(주)비바웨이브,1101116753796,75.0,53738000000,T2,,완제품제조,화장품·뷰티,"61,512",,2025
(주)엘지생활건강,1101112208000,엘지파루크(주),1101116210647,50.0,1000000000,모수밖,,,,0,,2025
(주)엘지생활건강,1101112208000,엘지유니참 주식회사,1760110008951,49.0,7403000000,T1u,,소재제조,화학·소재,,,2025
(주)엘지씨엔에스,1101110516695,(주)행복마루,1101116140993,100.0,700000000,T2,,인적서비스,사업지원서비스,"4,289",,2025
(주)엘지씨엔에스,1101110516695,(주)비즈테크아이,1101112689507,96.09,10015000000,T2,,인적서비스,소프트웨어·IT,"327,839",,2025
(주)엘지씨엔에스,1101110516695,(주)비즈테크온,1101118355178,96.09,2084000000,T2,,인적서비스,고용·인력,"31,520",,2025
(주)엘지씨엔에스,1101110516695,(주)라이트브레인,1101113550179,61.91,5407000000,T2,,인적서비스,소프트웨어·IT,"11,168",,2025
(주)엘지에너지솔루션,1101117701356,(주)아름누리,1501110302103,100.0,500000000,T2,,인적서비스,사업지원서비스,"13,219",,2025
(주)엘지유플러스,1101111296676,(주)씨에스리더,1101112271924,100.0,272000000,T2,,인적서비스,사업지원서비스,"47,385",,2025
(주)엘지유플러스,1101111296676,(주)위드유,1101115145556,100.0,400000000,T2,,인적서비스,사업지원서비스,"10,666",,2025
(주)엘지유플러스,1101111296676,(주)아인텔레서비스,1801110367581,100.0,434000000,T2,,인적서비스,사업지원서비스,"83,870",,2025
(주)엘지유플러스,1101111296676,(주)유플러스홈서비스,1101117343215,100.0,13000000000,T2,,시공·건설,건설·시공,"124,859",,2025
(주)엘지유플러스,1101111296676,(주)씨에스원파트너,1101113961756,100.0,2633000000,T2,,인적서비스,사업지원서비스,"100,315",,2025
(주)엘지유플러스,1101111296676,(주)미디어로그,1101111905441,99.6,64100000000,T2,,시설·자산운영,통신·네트워크,"327,766",,2025
(주)엘지유플러스,1101111296676,(주)엘지헬로비전,1101111144297,58.6,656375000000,T2,,콘텐츠·SW,미디어·광고·영상,"1,266,851",,2025
(주)엘지유플러스,1101111296676,(주)데이콤크로싱,1101112234683,51.0,5964000000,T2,,시설·자산운영,통신·네트워크,"44,019",,2025
(주)엘지유플러스,1101111296676,(주)엘지유플러스볼트업,1101118966933,50.0,50000000000,T2,,시설·자산운영,에너지·자원·환경,"46,211",,2025
(주)엘지화학,1101112207995,(주)행복누리,1501110172829,100.0,600000000,T2,,인적서비스,사업지원서비스,"8,865",,2025
(주)엘지화학,1101112207995,(주)팜한농,1101114362482,100.0,579581000000,T2,,완제품제조,화학·소재,"769,496",,2025
(주)엘지화학,1101112207995,티더블유바이오매스에너지(주),2062110088192,60.0,67800000000,모수밖,,,,0,,2025
(주)엘지화학,1101112207995,(주)엘지에이치와이비씨엠,1760110152534,51.0,133761000000,T2,,소재제조,화학·소재,"412,784",,2025
(주)엘지화학,1101112207995,(주)엘지에니바이오리파이닝,1614110064259,51.0,154938000000,모수밖,,,,0,,2025
(주)엘지화학,1101112207995,(주)씨텍,1101110589171,50.0,58416000000,T2,,시설·자산운영,에너지·자원·환경,"775,855",,2025
(주)엘지화학,1101112207995,한국전구체(주),2301110378397,49.0,50960000000,T2,,부품제조,전자·정밀,"192,967",,2025
(주)엠에스씨,1845110000147,명신비료,1812110031406,40.0,50000000,T1u,,완제품제조,화학·소재,,,2025
(주)엠에스오토텍,1712110005114,주식회사 명신,1648110008462,89.6,20152000000,T1u,,부품제조,기계·운송기기,,,2025
(주)엠에스오토텍,1712110005114,명신산업(주),1712110000958,45.44,144362000000,T1,,부품제조,기계·운송기기,1619154,,2025
(주)연우,1201110101890,(주)에이치케이케미스토리,1201111270016,100.0,50000000,T2,,완제품제조,화학·소재,"13,133",,2024
(주)영원무역홀딩스,1101110165830,주식회사 영원아웃도어,1101110895990,59.3,160959000000,T1u,,완제품제조,의류·패션,,,2025
(주)영원무역홀딩스,1101110165830,(주)영원무역,1101114129585,50.52,210555000000,T1,,완제품제조,의류·패션,4063584,,2025
(주)영풍,1101110003824,(유)와이피씨,1314140001931,100.0,670052000000,모수밖,,,,0,,2025
(주)영풍,1101110003824,(유)엠와이지,1314140002198,100.0,50000000,모수밖,,,,0,,2025
(주)영풍,1101110003824,(주)영풍이앤이,1311110238400,100.0,2247000000,T2,,인적서비스,부동산·임대,"3,159",,2025
(주)영풍,1101110003824,영풍전자(주),1350110032106,100.0,50782000000,T2,,부품제조,전자·정밀,"97,462",,2025
(주)영풍,1101110003824,농업회사법인 에스피팜랜드(유),1757140000651,90.0,2701000000,모수밖,,,,0,,2025
(주)영풍,1101110003824,(주)테라닉스,1350110042950,42.64,50390000000,T2,,부품제조,전자·정밀,"91,028",,2025
(주)영풍,1101110003824,(주)코리아써키트,1301110026749,40.21,82045000000,T2,,부품제조,전자·정밀,"862,984",,2025
(주)예스티,1348110048183,주식회사 와이디아이,1311110076172,75.0,,T1u,,시설·자산운영,부동산·임대,,,2025
(주)예스티,1348110048183,주식회사 예스히팅테크닉스,1313110095096,59.0,2251000000,T1u,,완제품제조,기계·운송기기,,,2025
(주)오공,1243110001513,(주)삼성테이프,1501110033310,100.0,4397000000,T1u,,소재제조,화학·소재,,,2025
(주)오늘이엔엠,1301110044808,주식회사 휴림인베스트먼트대부,1101119064992,44.44,4904000000,T1u,,금융,결제·핀테크,,,2025
(주)오뚜기,1341110002258,(주)애드리치,1101113299090,100.0,14523000000,T1u,,인적서비스,미디어·광고·영상,,,2025
(주)오뚜기,1341110002258,오뚜기라면 주식회사,1313110262819,100.0,245711000000,T1u,,완제품제조,식품·음료,,,2025
(주)오뚜기,1341110002258,오뚜기물류서비스(주),1345110487949,100.0,133047000000,T1u,,운송·보관,창고·물류,,,2025
(주)오뚜기,1341110002258,오뚜기에스에프 주식회사,1950110020952,100.0,41215000000,T1u,,완제품제조,식품·음료,,,2025
(주)오뚜기,1341110002258,주식회사 풍림피앤피,1545110074594,100.0,35847000000,T1u,,완제품제조,화학·소재,,,2025
(주)오뚜기,1341110002258,(주)조흥,1101110019334,48.93,30294000000,T1,,완제품제조,식품·음료,488246,,2025
(주)오뚜기,1341110002258,대선제분(주),1101110014011,33.0,28734000000,T1u,,완제품제조,식품·음료,,,2025
(주)오르비텍,1101110753734,(주)파인테크닉스,1341110173489,42.09,30000001000,T1,,완제품제조,기계·운송기기,42876,,2025
(주)오리온홀딩스,1101110004690,(주)오리온제주용암수,2201110100635,94.56,76522000000,T2,,완제품제조,식품·음료,"17,398",,2025
(주)오리온홀딩스,1101110004690,(주)오리온바이오로직스,1101118500591,60.0,9900000000,모수밖,,,,0,,2025
(주)오리온홀딩스,1101110004690,(주)쇼박스,1101111712309,57.47,66668000000,T2,,콘텐츠·SW,미디어·광고·영상,"62,496",,2025
(주)오리온홀딩스,1101110004690,(주)오리온,1101116417805,37.37,1590286000000,T2,,완제품제조,식품·음료,"1,145,838",,2025
(주)오션인더블유,1601110048870,주식회사 유에스씨,1101119041726,100.0,10000000,T1u,,인적서비스,사업지원서비스,,,2025
(주)오픈베이스,1101110889836,(주)데이타솔루션,1101114504901,65.47,10187000000,T1,,도매·상사,기계·운송기기,103815,,2025
(주)와이솔,1358110154111,디아이티(주),1348110112334,84.0,12998000000,T1,,완제품제조,기계·운송기기,107910,,2025
(주)와이즈버즈,1101116417590,(주)애드이피션시,1101114953992,100.0,74000000000,T2,,인적서비스,미디어·광고·영상,"27,798",,2025
(주)와이지-원,1201110038639,주식회사 이노자드,2301110279561,47.86,,T1u,,부품제조,전자·정밀,,,2025
(주)와이지엔터테인먼트,1101111516397,(주)와이지플러스,1101111342289,30.11,55850000000,T1,,플랫폼·중개,소프트웨어·IT,236047,,2025
(주)와이지플러스,1101111342289,(주)케이플러스홀딩스,1101113965740,38.12,3678000000,T2,,인적서비스,사업지원서비스,"15,957",,2025
(주)와이티엔,1101110971873,(주)와이티엔라디오,1101113780437,37.08,3215977000,T2,,콘텐츠·SW,미디어·광고·영상,"5,334",,2025
(주)우리금융지주,1101116981206,(주)우리은행,1101110023393,100.0,18921151000000,T1,,금융,은행업,,,2025
(주)우리금융지주,1101116981206,우리금융캐피탈(주),1601110038524,100.0,1003206000000,T1,,금융,여신전문금융업,1902695,,2025
(주)우리금융지주,1101116981206,우리금융에프앤아이 주식회사,1101118156659,100.0,320000000000,T1u,,지주·투자,다품목·범용,,Y,2025
(주)우리금융지주,1101116981206,우리벤처파트너스(주),1101113923764,100.0,336439000000,모수밖,,지주·투자,다품목·범용,,,2025
(주)우리금융지주,1101116981206,우리신용정보주식회사,1101110757266,100.0,16466000000,T1u,,인적서비스,사업지원서비스,,,2025
(주)우리금융지주,1101116981206,주식회사 우리카드,1101115101839,100.0,1118367000000,T1u,,금융,여신전문금융업,,,2025
(주)우리기술,1101111118656,주식회사 우리디에스,1942110284000,90.0,7141000000,T1u,,부품제조,기계·운송기기,,,2025
(주)우리기술,1101111118656,(주)웨이브정읍,2112110030708,70.0,2172000000,T1u,,시설·자산운영,에너지·자원·환경,,,2025
(주)우리기술,1101111118656,(주)이엘씨,1301110004620,53.0,1280000000,T1,,완제품제조,전자·정밀,37888,,2025
(주)우리로,2001110093313,주식회사 씨제이에스,1101111582869,100.0,4993000000,T1u,,도매·상사,전자·정밀,,,2025
(주)우성,1601110001167,주식회사 우성사료,1601110606115,100.0,98385674000,T1u,,완제품제조,식품·음료,,,2025
(주)우성,1601110001167,(주)우성양행,1601110003436,35.75,3891888000,T1u,,소재제조,의약·바이오,,,2025
(주)우진,1345110001814,한국지노주식회사,1341110027214,50.0,3459477000,T1u,,완제품제조,전자·정밀,,,2025
(주)우진,1345110001814,(주)우진엔텍,1348110260331,40.78,9999974000,T1,,인적서비스,전문서비스,44807,,2025
(주)웅진,1101110346745,(주)더블유제이라이프홀딩스,1101110923669,100.0,205010000000,모수밖,,,,0,,2025
(주)웅진,1101110346745,(주)웅진플레이도시,1101114103894,80.26,,T2,,시설·자산운영,레저·숙박·스포츠,"25,170",,2025
(주)웅진,1101110346745,(주)웅진휴캄,1101117611125,50.82,,T2,,도매·상사,의약·바이오,"1,953",,2025
(주)웅진씽크빅,2849110065613,(주)웅진컴퍼스,1101112771205,95.9,26005000000,T2,,콘텐츠·SW,미디어·광고·영상,"30,877",,2025
(주)웅진씽크빅,2849110065613,(주)웅진북센,1156110011369,73.0,28678000000,T2,,도매·상사,생활용품·가구,"211,250",,2025
(주)원익,1753110001158,국제전자센터빌딩제일차(유),1101140068707,100.0,,T2,,시설·자산운영,부동산·임대,122,,2025
(주)원익,1753110001158,(주)하늘물빛정원,1601110075013,100.0,5993000000,T2,,인적서비스,외식·급식,"1,365",,2025
(주)원익,1753110001158,(주)씨엠에스랩,1101114052603,90.65,2555000000,T2,,완제품제조,화장품·뷰티,"85,977",,2025
(주)원익,1753110001158,농업회사법인(주)장산,1642110024006,90.0,3789000000,T2,,인적서비스,외식·급식,667,,2025
(주)원익,1753110001158,(주)원익홀딩스,1243110033235,30.0,136031000000,T2,,완제품제조,기계·운송기기,"234,869",,2025
(주)원익머트리얼즈,1501110101662,(주)원익큐브,1101110425432,31.57,18124000000,T2,,도매·상사,화학·소재,"279,609",,2025
(주)원익큐브,1101110425432,(주)나노이닉스,1101112309840,100.0,1323000000,T2,,소재제조,화학·소재,"5,152",,2025
(주)원익홀딩스,1243110033235,원익엘앤디(주),1101117970472,100.0,32226000000,T2,,시설·자산운영,레저·숙박·스포츠,"20,129",,2025
(주)원익홀딩스,1243110033235,원익디투아이(주),1358110433606,98.7,54562000000,T2,,부품제조,전자·정밀,373,,2025
(주)원익홀딩스,1243110033235,(주)원익로보틱스,1101112992752,96.7,16473000000,T2,,완제품제조,기계·운송기기,"32,607",,2025
(주)원익홀딩스,1243110033235,(주)티엘아이,1311110035640,63.5,67752000000,T2,,부품제조,전자·정밀,"6,381",,2025
(주)원익홀딩스,1243110033235,(주)원익머트리얼즈,1501110101662,45.7,10013000000,T2,,소재제조,화학·소재,"302,891",,2025
(주)원익홀딩스,1243110033235,(주)원익아이피에스,1313110163174,32.9,398395000000,T2,,완제품제조,기계·운송기기,"909,821",,2025
(주)원익홀딩스,1243110033235,(주)케어랩스,1201110607278,31.8,38649000000,T2,,인적서비스,미디어·광고·영상,"33,816",,2025
(주)원익홀딩스,1243110033235,(주)원익피앤이,1348110045535,31.1,70534000000,T2,,완제품제조,기계·운송기기,"373,765",,2025
(주)웨이브일렉트로닉스,1311110043271,(주)텔라움,1243110038730,63.79,,T1,,완제품제조,전자·정밀,2890,,2025
(주)웰크론,1101110860216,주식회사 웰크론로지스틱스,1344110124577,54.17,6500000000,T1u,,운송·보관,창고·물류,,,2025
(주)웰크론,1101110860216,주식회사 동원에너지,1648110163547,30.0,30000000,T1u,,완제품제조,생활용품·가구,,,2025
(주)웰크론한텍,1101111118276,주식회사 웰크론로지스틱스,1344110124577,45.83,5500000000,T1u,,운송·보관,창고·물류,,,2025
(주)웰크론한텍,1101111118276,주식회사 동원에너지,1648110163547,40.0,40000000,T1u,,완제품제조,생활용품·가구,,,2025
(주)위닉스,1301110026260,주식회사 파라타항공,1101116030441,100.0,75376000000,T1u,,운송·보관,항공운송,,,2025
(주)위닉스,1301110026260,(주)유원,1545110037964,100.0,5076000000,T1u,,부품제조,금속,,,2025
(주)위메이드,1101111873755,주식회사 전기아이피,1311110483021,100.0,27571562000,T1u,,콘텐츠·SW,게임,,,2025
(주)위메이드,1101111873755,(주)위메이드맥스,1101111401051,36.83,202798491000,T1,,콘텐츠·SW,게임,148839,,2025
(주)위메이드맥스,1101111401051,(주)위메이드커넥트,1101113679143,49.03,4029000000,T1u,,콘텐츠·SW,게임,,,2025
(주)위지윅스튜디오,1101116033833,주식회사 에이투지엔터테인먼트,1101114176734,71.89,48350688000,T1u,,콘텐츠·SW,미디어·광고·영상,,,2025
(주)위지트,1101111373755,주식회사 파워넷,1412110006738,38.19,32782583000,T1,,완제품제조,기계·운송기기,447036,,2025
(주)위지트,1101111373755,(주)티사이언티픽,1101111577604,30.77,47959086000,T1,,콘텐츠·SW,소프트웨어·IT,36366,,2025
(주)위지트,1101111373755,이에셋글로벌,1101116862753,30.59,2525122000,T1u,,인적서비스,전문서비스,,,2025
(주)유니트론텍,1101111284449,주식회사 오스코 ,1341110675245,56.58,5630000000,T1u,,완제품제조,전자·정밀,,,2025
(주)유비쿼스홀딩스,1101112023185,(주)유비쿼스,1311110475341,32.92,29166612000,T1,,부품제조,전자·정밀,116437,,2025
(주)유성티엔에스,1101110217607,(주)서희건설,1101110335912,34.0,89649000000,T1,,시공·건설,건설·시공,1100130,,2025
(주)유진테크,1351110051329,(주)이지티엠,1358110210880,48.42,10449973000,T1u,,소재제조,화학·소재,,,2025
(주)유틸렉스,2850110287959,판틸로고스,1101117594537,70.0,,T1u,,소재제조,의약·바이오,,,2025
(주)유한양행,1101110014409,(주)유한화학,1341110007315,100.0,128426000000,T1u,,소재제조,의약·바이오,,,2025
(주)유한양행,1101110014409,(주)이뮨온시아,1345110299881,65.9,67378000000,T1,,소재제조,의약·바이오,111,,2025
(주)유한양행,1101110014409,주식회사 에이투젠,1601110290728,62.6,16798000000,T1u,,지주·투자,다품목·범용,,Y,2025
(주)유한양행,1101110014409,유한킴벌리 주식회사,1101110021462,30.0,205561000000,T1u,,소재제조,화학·소재,,,2025
(주)육일씨엔에쓰,1101113637810,(주)컴버스테크,1101111742174,92.93,11851000000,T1u,,완제품제조,전자·정밀,,,2025
(주)이건홀딩스,1301110028935,이건산업(주),1201110001959,34.19,90834000000,T1,,소재제조,화학·소재,297310,,2025
(주)이글루코퍼레이션,1101111800659,(주)파이오링크,1101112035578,31.84,23574000000,T1,,부품제조,전자·정밀,65634,,2025
(주)이노션,1101113229097,(주)스튜디오어빗,1101118713839,40.0,,T2,,콘텐츠·SW,미디어·광고·영상,"1,778",,2025
(주)이노와이어리스,1101112078073,(주)명성라이픽스,1101110819198,100.0,43960000000,T2,,콘텐츠·SW,소프트웨어·IT,"87,303",,2025
(주)이노와이어리스,1101112078073,(주)웨이티즈,1101115805225,57.5,1023000000,T2,,콘텐츠·SW,소프트웨어·IT,"1,411",,2025
(주)이마트,1101114594952,(주)신세계야구단,1201110217366,100.0,142461000000,T2,,인적서비스,레저·숙박·스포츠,"72,202",,2025
(주)이마트,1101114594952,신세계건설(주),1101110759493,100.0,17707000000,T2,,시공·건설,건설·시공,"1,087,892",,2025
(주)이마트,1101114594952,(주)신세계엘앤비,1101114015338,100.0,32657000000,T2,,도매·상사,주류·담배,"171,323",,2025
(주)이마트,1101114594952,(주)신세계프라퍼티,1101115284198,100.0,1720846000000,T2,,시설·자산운영,부동산·임대,"361,064",,2025
(주)이마트,1101114594952,(주)이마트24,1101113419515,100.0,283522000000,T2,,소매,다품목·범용,"2,052,985",,2025
(주)이마트,1101114594952,(주)조선호텔앤리조트,1101110003999,99.96,696910000000,T2,,시설·자산운영,레저·숙박·스포츠,"774,653",,2025
(주)이마트,1101114594952,에스이엔씨피닉스제일차(주),1101118950902,89.0,1000000,T2,,지주·투자,다품목·범용,"14,156",Y,2025
(주)이마트,1101114594952,에스이엔씨피닉스제이차(주),1101118950944,89.0,1000000,T2,,지주·투자,다품목·범용,"7,078",Y,2025
(주)이마트,1101114594952,에스이엔씨피닉스제삼차(주),1101118951877,89.0,1000000,T2,,지주·투자,다품목·범용,"21,234",Y,2025
(주)이마트,1101114594952,에스이엔씨피닉스제사차(주),1101118951372,89.0,1000000,T2,,지주·투자,다품목·범용,"3,539",Y,2025
(주)이마트,1101114594952,아폴로코리아(주),1101118343769,80.01,2595510000000,모수밖,,,,0,,2025
(주)이마트,1101114594952,(주)에스씨케이컴퍼니,1101111461667,67.5,529328000000,T2,,인적서비스,외식·급식,"3,237,979",,2025
(주)이마트,1101114594952,(주)신세계푸드,1101110305288,55.47,87381000000,T2,,도매·상사,식품·음료,"1,215,811",,2025
(주)이마트,1101114594952,주식회사 위바이옴,1101118228119,49.0,20194000000,T1u,,완제품제조,식품·음료,,,2025
(주)이마트,1101114594952,(주)에스에스지닷컴,1101116968436,45.58,12504000000,T2,,소매,다품목·범용,"1,219,641",,2025
(주)이마트,1101114594952,(주)신세계아이앤씨,1101111408867,43.86,42434000000,T2,,인적서비스,소프트웨어·IT,"667,979",,2025
(주)이상네트웍스,1101111892010,(주)메쎄이상,1101118073613,60.0,16398000000,T1,,인적서비스,사업지원서비스,72822,,2025
(주)이수화학                             ,1101110008600,이수건설(주),1101110202202,100.0,65215000000,T1u,,시공·건설,건설·시공,,,2025
(주)이수화학                             ,1101110008600,(주)이수앱지스,1101112203951,32.0,113461000000,T1,,완제품제조,의약·바이오,56672,,2025
(주)이스트소프트,1101110974851,주식회사 이스트게임즈,1101114635079,98.7,12314844000,T1u,,콘텐츠·SW,게임,,,2025
(주)이스트소프트,1101110974851,(주)이스트에이드,1101115970961,51.55,14362066000,T1,,플랫폼·중개,소프트웨어·IT,15584,,2025
(주)이아이디,1752110014707,이트론(주),1101111803976,49.6,34874000000,T1,,도매·상사,다품목·범용,7868,,2025
(주)이아이디,1752110014707,(주)이큐셀,1244110067216,39.36,23261000000,T1,,완제품제조,기계·운송기기,88624,,2025
(주)이원,1101110381387,여수그린에너지(주),2062110055612,100.0,11976000000,모수밖,,,,0,,2025
(주)이원,1101110381387,인천클린에너지허브(주),1201111412692,100.0,2000000,모수밖,,,,0,,2025
(주)이원,1101110381387,평택에너지앤파워(주),1313110082267,88.67,308121000000,T2,,시설·자산운영,에너지·자원·환경,"606,640",,2025
(주)이원,1101110381387,(주)넥스포에너지,1311110493426,80.0,2378000000,T2,,시설·자산운영,에너지·자원·환경,"1,711",,2025
(주)이원,1101110381387,(주)넥스포쏠라,1311110493434,80.0,2258000000,T2,,시설·자산운영,에너지·자원·환경,"1,575",,2025
(주)이원,1101110381387,엘에스이링크(주),1101118285416,50.0,31000000000,T2,,시설·자산운영,에너지·자원·환경,"19,326",,2025
(주)이지홀딩스,1101110565163,주식회사 우리에프앤지,1101116666832,100.0,21243000000,T1u,,인적서비스,전문서비스,,,2025
(주)이지홀딩스,1101110565163,농업회사법인(주)새들만,1614110022166,72.0,15086000000,T1u,,자원채취,농림수산,,,2025
(주)이지홀딩스,1101110565163,(주)이지바이오,1101117474424,50.0,88435000000,T1,,완제품제조,식품·음료,476938,,2025
(주)이지홀딩스,1101110565163,우리손에프앤지 농업회사법인(주),2112110005321,50.0,45259000000,T1,,완제품제조,식품·음료,287050,,2025
(주)이지홀딩스,1101110565163,(주)정다운,2055110008624,50.0,30945000000,모수밖,,완제품제조,식품·음료,,,2025
(주)이지홀딩스,1101110565163,(주)팜스토리,1543110001715,49.0,64586000000,T1,,완제품제조,식품·음료,1455851,,2025
(주)이지홀딩스,1101110565163,(주)옵티팜,1301110062876,35.0,14853000000,T1,,완제품제조,의약·바이오,22344,,2025
(주)이지홀딩스,1101110565163,(주)마니커,1345110004149,30.0,14939000000,T1,,완제품제조,식품·음료,368890,,2025
(주)인디에프,1101110279996,나산실업(주),1101111257123,100.0,,T2,,인적서비스,사업지원서비스,326,,2025
(주)인바이오젠,1313110080427,(주)비덴트,1101112476376,34.25,150132000000,T1,,완제품제조,전자·정밀,10149,,2025
(주)인베니,1101110290778,(주)예스코,1101116708494,100.0,130974000000,T2,,시설·자산운영,에너지·자원·환경,"1,187,413",,2025
(주)인지디스플레이,1350110036315,인지에이엠티(주),1650110096173,100.0,52275000000,T1u,,부품제조,기계·운송기기,,,2025
(주)인팩,1301110008052,인팩일렉스 (주),1201110358053,65.0,11708417000,T1u,,부품제조,기계·운송기기,,,2025
(주)일진파워,1101110673966,진천그린에너지 주식회사,1543110063327,80.0,19784000000,T1u,,시설·자산운영,에너지·자원·환경,,,2025
(주)잇츠한불,1101113394048,(주)네오팜,1601110100688,40.12,160877000000,T1,,완제품제조,화장품·뷰티,132184,,2025
(주)제우스,1101110600430,엠투에스,1345110250346,30.77,4635000000,T1u,,완제품제조,기계·운송기기,,,2025
(주)제이에스코퍼레이션,1101110554992,주식회사 약진통상,1101110240591,100.0,62203000000,T1u,,완제품제조,의류·패션,,,2025
(주)제이엠멀티,1101113865643,(주)알티스멀티,1412110097969,100.0,5127060000,T1u,,소재제조,화학·소재,,,2025
(주)제이엠멀티,1101113865643,(주)피플로드,1701110860090,100.0,2148897000,T1u,,소재제조,화학·소재,,,2025
(주)제이와이피엔터테인먼트,1101111264764,주식회사 블루개러지,1101117964144,100.0,3000000000,T1u,,완제품제조,생활용품·가구,,,2025
(주)제일기획,1101110139017,수원삼성축구단(주),1358110160126,100.0,1936000000,T2,,인적서비스,레저·숙박·스포츠,"33,444",,2025
(주)제일기획,1101110139017,(주)삼성라이온즈,1701110015786,68.0,,T2,,인적서비스,레저·숙박·스포츠,"94,829",,2025
(주)제일테크노스,1746110001179,(주)제이아이테크,2111110040569,42.0,2029440000,T1,,소재제조,화학·소재,53551,,2025
(주)제주항공,2201110050575,(주)모두락,1101116291605,100.0,300000000,T2,,인적서비스,사업지원서비스,"1,844",,2025
(주)제주항공,2201110050575,(주)제이에이에스,1501110048608,100.0,6500000000,T2,,운송·보관,창고·물류,"87,967",,2025
(주)제주항공,2201110050575,에이케이아이에스(주),1101118073796,100.0,40375000000,T2,,인적서비스,소프트웨어·IT,"64,346",,2025
(주)조흥,1101110019334,주식회사 조흥지에프,1701110393108,100.0,4881000000,T1u,,완제품제조,식품·음료,,,2025
(주)종근당홀딩스,1101110028955,종근당산업(주),1101110253437,57.6,26583000000,T1u,,시설·자산운영,부동산·임대,,,2025
(주)종근당홀딩스,1101110028955,(주)경보제약,1648110001961,43.4,44185000000,T1,,소재제조,의약·바이오,264104,,2025
(주)종근당홀딩스,1101110028955,주식회사 벨아이앤에스,1101113895913,40.0,2969000000,T1u,,인적서비스,소프트웨어·IT,,,2025
(주)종근당홀딩스,1101110028955,(주)종근당바이오,1101112373308,39.1,62955000000,T1,,소재제조,의약·바이오,160070,,2025
(주)중앙첨단소재,1101111686728,주식회사 이디엘,1615110338230,50.0,6535000000,T1u,,부품제조,전자·정밀,,,2025
(주)지란지교시큐리티,1101115527019,(주)에스에스알,1101114422103,36.71,10983077672,T1,,콘텐츠·SW,소프트웨어·IT,13049,,2025
(주)지아이에스,1101116852431,(주)지아이에스,1101116852431,100.0,29991000000,T1,,완제품제조,기계·운송기기,75810,,2025
(주)지에스글로벌,1101110031479,(주)피엘에스,1101114786195,90.0,5400000000,T2,,운송·보관,창고·물류,"39,347",,2025
(주)지에스글로벌,1101110031479,(주)지에스엔텍,1812110008699,73.67,120318000000,T2,,부품제조,금속,"85,992",,2025
(주)지에스글로벌,1101110031479,지에너지(주),1101117788750,50.0,100000000,T2,,도매·상사,에너지·자원·환경,"214,801",,2025
(주)지에스글로벌,1101110031479,(주)경기평택글로벌,1313110232193,45.0,13916000000,T2,,시설·자산운영,부동산·임대,"61,222",,2025
(주)지에스리테일,1101110090037,(주)후레쉬서브,1101113646738,100.0,9139000000,T2,,완제품제조,식품·음료,"67,600",,2025
(주)지에스리테일,1101110090037,(주)지에스넷비전,1101113862897,100.0,2000000000,T2,,인적서비스,미디어·광고·영상,"40,542",,2025
(주)지에스리테일,1101110090037,(주)지에스네트웍스,1345110344826,99.2,163906000000,T2,,운송·보관,창고·물류,"673,112",,2025
(주)지에스피앤엘,1101119120299,파르나스호텔(주),1101110411142,67.56,776344000000,T2,,시설·자산운영,레저·숙박·스포츠,"474,285",,2025
(주)지에스피앤엘,1101119120299,(주)후레쉬미트,1346110110548,51.0,352000000,T2,,완제품제조,식품·음료,"7,259",,2025
(주)지엔코,1101111421257,큐로모터스(주),1101116216132,100.0,,T2,,도매·상사,기계·운송기기,"16,957",,2025
(주)지엔코,1101111421257,큐캐피탈파트너스(주),1101110339691,39.1,56583000000,T2,,금융,여신전문금융업,"20,098",,2025
(주)지오엘리먼트,1313110059571,(주)지오어플라이언스,1543110015104,55.57,7754000000,T1u,,완제품제조,전자·정밀,,,2025
(주)진양홀딩스,1801110618091,진양화학(주),1101112141672,68.2,25929000000,T1,,소재제조,화학·소재,18563,,2025
(주)진양홀딩스,1801110618091,진양산업(주),1801110043610,51.2,16264000000,T1,,소재제조,화학·소재,90655,,2025
(주)진양홀딩스,1801110618091,진양폴리우레탄(주),1345110000387,50.5,4745000000,T1,,소재제조,화학·소재,46628,,2025
(주)진영,1201110127961,주식회사 네체로,1348110463597,51.0,2993000000,T1u,,시설·자산운영,에너지·자원·환경,,,2025
(주)차바이오텍,1345110065662,주식회사 차헬스케어,1101115203809,75.62,200821000000,T1u,,인적서비스,전문서비스,,,2025
(주)차바이오텍,1345110065662,주식회사 차케어스,1101112066002,46.49,2622000000,T1u,,플랫폼·중개,소프트웨어·IT,,,2025
