record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,po_id,po_line_id,contract_id,supplier_id,material_id,order_date,due_date,order_quantity,quantity_uom,unit_price,currency,status
prc-02-1600f76fc158,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-01e1fffc3708,PO-000079,PO-000079-10,CTR-00019,SUP-0009,RM-H2SO4,2026-04-19,2026-07-02,19.5,TON,104.55,KRW,OPEN
prc-02-f45b97d9a385,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2d9dd036ea94,PO-000080,PO-000080-10,CTR-00020,SUP-0010,RM-LIME,2026-05-06,2026-07-26,24.0,TON,10616.87,USD,DELIVERED
prc-02-ed120b675b17,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e2292f31669e,PO-000081,PO-000081-10,CTR-00001,SUP-0001,RM-CU-CONC,2026-05-23,2026-06-10,28.5,TON,10530.9,KRW,DELIVERED
prc-02-803d07f3ec08,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c885c4b828a6,PO-000082,PO-000082-10,CTR-00002,SUP-0002,RM-MHP,2026-06-09,2026-07-04,33.0,TON,10616.87,USD,DELIVERED
prc-02-11d893c45c40,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-622e8d41b3e6,PO-000083,PO-000083-10,CTR-00003,SUP-0003,RM-H2SO4,2026-06-26,2026-07-28,37.5,TON,106.25,USD,DELIVERED
prc-02-cab9b7697d7b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a7ea26369856,PO-000084,PO-000084-10,CTR-00004,SUP-0004,RM-LIME,2026-07-13,2026-08-21,42.0,TON,10788.8,USD,DELIVERED
prc-02-3d5b0a1a0777,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cce8f7aabc7b,PO-000085,PO-000085-10,CTR-00005,SUP-0005,MAT-RA-0013,2026-02-01,2026-03-19,46.5,TON,10874.77,KRW,OPEN
prc-02-72630d5c7507,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c3627358b48d,PO-000086,PO-000086-10,CTR-00006,SUP-0006,MAT-CO-0014,2026-02-18,2026-04-12,51.0,EA,10960.74,USD,DELIVERED
prc-02-9cae156bdb86,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e10d56651ece,PO-000087,PO-000087-10,CTR-00007,SUP-0007,MAT-CO-0015,2026-03-07,2026-05-06,55.5,EA,11046.7,USD,DELIVERED
prc-02-54694118ec9d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d4d85a31d15c,PO-000088,PO-000088-10,CTR-00008,SUP-0008,MAT-RA-0018,2026-03-24,2026-05-30,60.0,TON,11132.67,USD,DELIVERED
prc-02-1d7c467dc580,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c937b1dd9a7d,PO-000089,PO-000089-10,CTR-00009,SUP-0009,MAT-RA-0019,2026-04-10,2026-06-23,15.0,TON,11218.64,KRW,DELIVERED
prc-02-b2d7333ca041,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-08edd9af9d85,PO-000090,PO-000090-10,CTR-00010,SUP-0010,MAT-CO-0020,2026-04-27,2026-07-17,19.5,EA,10530.9,USD,OPEN
prc-02-815b820ac379,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9e48872900a2,PO-000091,PO-000091-10,CTR-00011,SUP-0001,MAT-CO-0021,2026-05-14,2026-06-01,24.0,EA,10616.87,KRW,OPEN
prc-02-69a324cd5699,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ce654bb53c7e,PO-000092,PO-000092-10,CTR-00012,SUP-0002,MAT-RA-0024,2026-06-01,2026-06-26,28.5,TON,10702.84,USD,DELIVERED
prc-02-f4f46294ee8b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2deda1120395,PO-000093,PO-000093-10,CTR-00013,SUP-0003,MAT-RA-0025,2026-06-18,2026-07-20,33.0,TON,10788.8,USD,DELIVERED
prc-02-0374fbce9e6a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d94c2279a985,PO-000094,PO-000094-10,CTR-00014,SUP-0004,MAT-CO-0026,2026-07-05,2026-08-13,37.5,EA,10874.77,USD,OPEN
prc-02-cd3b41ec3a4d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8af398fdd7ef,PO-000095,PO-000095-10,CTR-00015,SUP-0005,MAT-CO-0027,2026-07-22,2026-09-06,42.0,EA,10960.74,KRW,OPEN
prc-02-56155abf6ae2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c5ffd22c3f29,PO-000096,PO-000096-10,CTR-00016,SUP-0006,MAT-RA-0030,2026-02-09,2026-04-03,46.5,TON,11046.7,USD,OPEN
prc-02-a3291e351e8e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-77e52374617c,PO-000097,PO-000097-10,CTR-00017,SUP-0007,RM-CU-CONC,2026-02-26,2026-04-27,51.0,TON,11132.67,USD,OPEN
prc-02-62dd94c38fed,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ad190c41b6e1,PO-000098,PO-000098-10,CTR-00018,SUP-0008,RM-MHP,2026-03-15,2026-05-21,55.5,TON,11218.64,USD,DELIVERED
prc-02-ebcd83fea3da,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-082d7d476d4c,PO-000099,PO-000099-10,CTR-00019,SUP-0009,RM-H2SO4,2026-04-02,2026-06-15,60.0,TON,104.55,KRW,DELIVERED
prc-02-d7cfa022dff7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c547771a1ffc,PO-000100,PO-000100-10,CTR-00020,SUP-0010,RM-LIME,2026-04-19,2026-07-09,15.0,TON,10616.87,USD,OPEN
prc-02-90132b592de8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-becf7ac1d454,PO-000101,PO-000101-10,CTR-00001,SUP-0001,RM-CU-CONC,2026-05-06,2026-05-24,19.5,TON,10530.9,KRW,OPEN
prc-02-eb2b7f83fe33,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f361a654eb54,PO-000102,PO-000102-10,CTR-00002,SUP-0002,RM-MHP,2026-05-23,2026-06-17,24.0,TON,10616.87,USD,OPEN
prc-02-d4edd416fc33,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5a703006a827,PO-000103,PO-000103-10,CTR-00003,SUP-0003,RM-H2SO4,2026-06-09,2026-07-11,28.5,TON,106.25,USD,DELIVERED
prc-02-47bd3a8f65c9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e865bddbedad,PO-000104,PO-000104-10,CTR-00004,SUP-0004,RM-LIME,2026-06-26,2026-08-04,33.0,TON,10788.8,USD,DELIVERED
prc-02-61ccedb9fce6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-af94eba23bc5,PO-000105,PO-000105-10,CTR-00005,SUP-0005,MAT-RA-0013,2026-07-13,2026-08-28,37.5,TON,10874.77,KRW,DELIVERED
prc-02-ed93c5c8bb14,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c0692f4c2ff3,PO-000106,PO-000106-10,CTR-00006,SUP-0006,MAT-CO-0014,2026-02-01,2026-03-26,42.0,EA,10960.74,USD,DELIVERED
prc-02-919536554736,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-81b3f05696fd,PO-000107,PO-000107-10,CTR-00007,SUP-0007,MAT-CO-0015,2026-02-18,2026-04-19,46.5,EA,11046.7,USD,DELIVERED
prc-02-c2d2118ed1bc,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6bbdbb03890b,PO-000108,PO-000108-10,CTR-00008,SUP-0008,MAT-RA-0018,2026-03-07,2026-05-13,51.0,TON,11132.67,USD,DELIVERED
prc-02-95c539fcbb7f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f4cbe9f0aa2b,PO-000109,PO-000109-10,CTR-00009,SUP-0009,MAT-RA-0019,2026-03-24,2026-06-06,55.5,TON,11218.64,KRW,OPEN
prc-02-fac7a3555cc3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0ea44b595667,PO-000110,PO-000110-10,CTR-00010,SUP-0010,MAT-CO-0020,2026-04-10,2026-06-30,60.0,EA,10530.9,USD,DELIVERED
prc-02-3af9fce7a4cc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a8f3acfa2780,PO-000111,PO-000111-10,CTR-00011,SUP-0001,MAT-CO-0021,2026-04-27,2026-05-15,15.0,EA,10616.87,KRW,OPEN
prc-02-5d7a1464b039,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7e7a1c27dcc8,PO-000112,PO-000112-10,CTR-00012,SUP-0002,MAT-RA-0024,2026-05-14,2026-06-08,19.5,TON,10702.84,USD,OPEN
prc-02-5a7740f7cfd5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-49c56ecbf166,PO-000113,PO-000113-10,CTR-00013,SUP-0003,MAT-RA-0025,2026-06-01,2026-07-03,24.0,TON,10788.8,USD,OPEN
prc-02-0b18218bb80c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e9fb49553e22,PO-000114,PO-000114-10,CTR-00014,SUP-0004,MAT-CO-0026,2026-06-18,2026-07-27,28.5,EA,10874.77,USD,DELIVERED
prc-02-1190c42358eb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-080994d7316f,PO-000115,PO-000115-10,CTR-00015,SUP-0005,MAT-CO-0027,2026-07-05,2026-08-20,33.0,EA,10960.74,KRW,OPEN
prc-02-4d9c0f98459b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b81b7857eea,PO-000116,PO-000116-10,CTR-00016,SUP-0006,MAT-RA-0030,2026-07-22,2026-09-13,37.5,TON,11046.7,USD,DELIVERED
prc-02-fabd67cc2369,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-da1174c14094,PO-000117,PO-000117-10,CTR-00017,SUP-0007,RM-CU-CONC,2026-02-09,2026-04-10,42.0,TON,11132.67,USD,OPEN
prc-02-3268d6be3c7e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef41c1b62af5,PO-000118,PO-000118-10,CTR-00018,SUP-0008,RM-MHP,2026-02-26,2026-05-04,46.5,TON,11218.64,USD,DELIVERED
prc-02-32650df13c44,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e7a225c23bb7,PO-000119,PO-000119-10,CTR-00019,SUP-0009,RM-H2SO4,2026-03-15,2026-05-28,51.0,TON,104.55,KRW,OPEN
prc-02-19aba98bd060,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6ec8ea8c4163,PO-000120,PO-000120-10,CTR-00020,SUP-0010,RM-LIME,2026-04-02,2026-06-22,55.5,TON,10616.87,USD,DELIVERED
prc-02-35acb1b797ad,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1fde98082572,PO-000121,PO-000121-10,CTR-00001,SUP-0001,RM-CU-CONC,2026-04-19,2026-05-07,60.0,TON,10530.9,KRW,OPEN
prc-02-914e19ff92f9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-12a08405df27,PO-000122,PO-000122-10,CTR-00002,SUP-0002,RM-MHP,2026-05-06,2026-05-31,15.0,TON,10616.87,USD,DELIVERED
prc-02-59a3a0fd4298,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-48cc876f1b68,PO-000123,PO-000123-10,CTR-00003,SUP-0003,RM-H2SO4,2026-05-23,2026-06-24,19.5,TON,106.25,USD,OPEN
prc-02-ac122541dece,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf039fa3d3d4,PO-000124,PO-000124-10,CTR-00004,SUP-0004,RM-LIME,2026-06-09,2026-07-18,24.0,TON,10788.8,USD,OPEN
prc-02-3b645dbe03fb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-354d14cd4943,PO-000125,PO-000125-10,CTR-00005,SUP-0005,MAT-RA-0013,2026-06-26,2026-08-11,28.5,TON,10874.77,KRW,DELIVERED
prc-02-4abb819e94c1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3a67f963a36a,PO-000126,PO-000126-10,CTR-00006,SUP-0006,MAT-CO-0014,2026-07-13,2026-09-04,33.0,EA,10960.74,USD,DELIVERED
prc-02-155ba264e41a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7b567452282c,PO-000127,PO-000127-10,CTR-00007,SUP-0007,MAT-CO-0015,2026-02-01,2026-04-02,37.5,EA,11046.7,USD,DELIVERED
prc-02-9afce143e5e8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-edf7b3ad0ef0,PO-000128,PO-000128-10,CTR-00008,SUP-0008,MAT-RA-0018,2026-02-18,2026-04-26,42.0,TON,11132.67,USD,OPEN
prc-02-4b57d1930166,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-72b6a3bec798,PO-000129,PO-000129-10,CTR-00009,SUP-0009,MAT-RA-0019,2026-03-07,2026-05-20,46.5,TON,11218.64,KRW,DELIVERED
prc-02-5299fb000945,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f8488d68c822,PO-000130,PO-000130-10,CTR-00010,SUP-0010,MAT-CO-0020,2026-03-24,2026-06-13,51.0,EA,10530.9,USD,DELIVERED
prc-02-591644f8735f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ceb7fe88096,PO-000131,PO-000131-10,CTR-00011,SUP-0001,MAT-CO-0021,2026-04-10,2026-04-28,55.5,EA,10616.87,KRW,OPEN
prc-02-e12d934e5595,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c118ecf23a6a,PO-000132,PO-000132-10,CTR-00012,SUP-0002,MAT-RA-0024,2026-04-27,2026-05-22,60.0,TON,10702.84,USD,DELIVERED
prc-02-0741c7485701,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a57bf32667bc,PO-000133,PO-000133-10,CTR-00013,SUP-0003,MAT-RA-0025,2026-05-14,2026-06-15,15.0,TON,10788.8,USD,OPEN
prc-02-c4f8df421a68,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0c01dc518641,PO-000134,PO-000134-10,CTR-00014,SUP-0004,MAT-CO-0026,2026-06-01,2026-07-10,19.5,EA,10874.77,USD,DELIVERED
prc-02-d942ef7dc693,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d0f2315f9f1c,PO-000135,PO-000135-10,CTR-00015,SUP-0005,MAT-CO-0027,2026-06-18,2026-08-03,24.0,EA,10960.74,KRW,DELIVERED
prc-02-3e657a6c1183,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1798dca6e177,PO-000136,PO-000136-10,CTR-00016,SUP-0006,MAT-RA-0030,2026-07-05,2026-08-27,28.5,TON,11046.7,USD,DELIVERED
prc-02-7ac80beac06f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1879d86eafd7,PO-000137,PO-000137-10,CTR-00017,SUP-0007,RM-CU-CONC,2026-07-22,2026-09-20,33.0,TON,11132.67,USD,OPEN
prc-02-42048c981bb3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e4bf9e29b84c,PO-000138,PO-000138-10,CTR-00018,SUP-0008,RM-MHP,2026-02-09,2026-04-17,37.5,TON,11218.64,USD,DELIVERED
prc-02-61193da87db6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f61ea54ed4a1,PO-000139,PO-000139-10,CTR-00019,SUP-0009,RM-H2SO4,2026-02-26,2026-05-11,42.0,TON,104.55,KRW,DELIVERED
prc-02-41f176d9bba5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-12e526a1c6df,PO-000140,PO-000140-10,CTR-00020,SUP-0010,RM-LIME,2026-03-15,2026-06-04,46.5,TON,10616.87,USD,DELIVERED
prc-02-b52fa4dceaea,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-850216013da3,PO-000141,PO-000141-10,CTR-00001,SUP-0001,RM-CU-CONC,2026-04-02,2026-04-20,51.0,TON,10530.9,KRW,DELIVERED
prc-02-6b372560324f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-022452626191,PO-000142,PO-000142-10,CTR-00002,SUP-0002,RM-MHP,2026-04-19,2026-05-14,55.5,TON,10616.87,USD,OPEN
prc-02-e87a78cde1f6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fe21f3ecf938,PO-000143,PO-000143-10,CTR-00003,SUP-0003,RM-H2SO4,2026-05-06,2026-06-07,60.0,TON,106.25,USD,OPEN
prc-02-b92c77442f09,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-09fe3af189c8,PO-000144,PO-000144-10,CTR-00004,SUP-0004,RM-LIME,2026-05-23,2026-07-01,15.0,TON,10788.8,USD,DELIVERED
prc-02-433184c9a4b0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-76e047316bac,PO-000145,PO-000145-10,CTR-00005,SUP-0005,MAT-RA-0013,2026-06-09,2026-07-25,19.5,TON,10874.77,KRW,DELIVERED
prc-02-da3161e5bad5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-508381405ef4,PO-000146,PO-000146-10,CTR-00006,SUP-0006,MAT-CO-0014,2026-06-26,2026-08-18,24.0,EA,10960.74,USD,DELIVERED
prc-02-00c6e44636ff,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff23473afc5e,PO-000147,PO-000147-10,CTR-00007,SUP-0007,MAT-CO-0015,2026-07-13,2026-09-11,28.5,EA,11046.7,USD,DELIVERED
prc-02-c84d1222ffdf,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2924d29dc5f0,PO-000148,PO-000148-10,CTR-00008,SUP-0008,MAT-RA-0018,2026-02-01,2026-04-09,33.0,TON,11132.67,USD,OPEN
prc-02-b9e467cebffa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b097d4f78f98,PO-000149,PO-000149-10,CTR-00009,SUP-0009,MAT-RA-0019,2026-02-18,2026-05-03,37.5,TON,11218.64,KRW,OPEN
prc-02-3fc62cc0de39,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-da21dede4343,PO-000150,PO-000150-10,CTR-00010,SUP-0010,MAT-CO-0020,2026-03-07,2026-05-27,42.0,EA,10530.9,USD,DELIVERED
prc-02-454fc684c2b3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2a9918af3274,PO-000151,PO-000151-10,CTR-00011,SUP-0001,MAT-CO-0021,2026-03-24,2026-04-11,46.5,EA,10616.87,KRW,DELIVERED
prc-02-3e6b71d0925d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a7731938f9f0,PO-000152,PO-000152-10,CTR-00012,SUP-0002,MAT-RA-0024,2026-04-10,2026-05-05,51.0,TON,10702.84,USD,OPEN
prc-02-2c67eadacddf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ae30b086eae,PO-000153,PO-000153-10,CTR-00013,SUP-0003,MAT-RA-0025,2026-04-27,2026-05-29,55.5,TON,10788.8,USD,DELIVERED
prc-02-27478274e0dd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-81a9db932b4a,PO-000154,PO-000154-10,CTR-00014,SUP-0004,MAT-CO-0026,2026-05-14,2026-06-22,60.0,EA,10874.77,USD,OPEN
prc-02-0263fdd09fb7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d5a9a19b36a6,PO-000155,PO-000155-10,CTR-00015,SUP-0005,MAT-CO-0027,2026-06-01,2026-07-17,15.0,EA,10960.74,KRW,OPEN
prc-02-e54a0f49cd65,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9e2fbd895a55,PO-000156,PO-000156-10,CTR-00016,SUP-0006,MAT-RA-0030,2026-06-18,2026-08-10,19.5,TON,11046.7,USD,DELIVERED
