record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,po_id,po_line_id,contract_id,supplier_id,material_id,order_date,due_date,order_quantity,quantity_uom,unit_price,currency,status
prc-02-8c43be202784,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3b59965b6351,PO-000377,PO-000377-10,CTR-00077,SUP-0037,MAT-RA-0126,2026-03-28,2026-05-18,24.0,TON,32342.89,KRW,OPEN
prc-02-1d4023c731d4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e47a9c1ec2f7,PO-000378,PO-000378-10,CTR-00078,SUP-0038,MAT-RA-0127,2026-04-14,2026-06-11,28.5,TON,32598.57,USD,OPEN
prc-02-8a32707af03b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ac047fb92885,PO-000379,PO-000379-10,CTR-00079,SUP-0039,MAT-CO-0128,2026-05-02,2026-07-06,33.0,EA,32854.24,USD,DELIVERED
prc-02-83d7aadec6cd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1d06c011ad8f,PO-000380,PO-000380-10,CTR-00080,SUP-0040,MAT-CO-0129,2026-05-19,2026-07-30,37.5,EA,33109.92,USD,DELIVERED
prc-02-6279b247018c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-264b9c2df415,PO-000381,PO-000381-10,CTR-00081,SUP-0001,MAT-RA-0132,2026-06-05,2026-06-23,42.0,TON,33365.59,KRW,OPEN
prc-02-e7c9104f0427,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4138ada7ea8a,PO-000382,PO-000382-10,CTR-00082,SUP-0002,MAT-RA-0133,2026-06-22,2026-07-17,46.5,TON,31320.19,USD,OPEN
prc-02-f46dd636d09d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7de8769e51f8,PO-000383,PO-000383-10,CTR-00083,SUP-0003,MAT-CO-0134,2026-07-09,2026-08-10,51.0,EA,31575.87,USD,OPEN
prc-02-f38f1615a283,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7755c07908f7,PO-000384,PO-000384-10,CTR-00084,SUP-0004,MAT-CO-0135,2026-07-26,2026-09-03,55.5,EA,31831.54,USD,DELIVERED
prc-02-25aff2618d1a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d763f5ea06b8,PO-000385,PO-000385-10,CTR-00085,SUP-0005,MAT-RA-0139,2023-08-13,2023-09-28,60.0,TON,32087.22,KRW,DELIVERED
prc-02-322e3356695c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-153e39b9d896,PO-000386,PO-000386-10,CTR-00086,SUP-0006,MAT-CO-0140,2023-08-31,2023-10-23,15.0,EA,32342.89,USD,DELIVERED
prc-02-9c3fada14ec7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dc000f9a5759,PO-000387,PO-000387-10,CTR-00087,SUP-0007,MAT-CO-0141,2023-09-17,2023-11-16,19.5,EA,32598.57,USD,OPEN
prc-02-2e1328e8901a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9bfcc6151705,PO-000388,PO-000388-10,CTR-00088,SUP-0008,MAT-RA-0144,2023-10-04,2023-12-10,24.0,TON,32854.24,USD,DELIVERED
prc-02-8bfc887e3235,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a3cdd292cf56,PO-000389,PO-000389-10,CTR-00089,SUP-0009,MAT-RA-0145,2023-10-21,2024-01-03,28.5,TON,33109.92,KRW,DELIVERED
prc-02-57e8fff13ce2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-73054cf16782,PO-000390,PO-000390-10,CTR-00090,SUP-0010,MAT-CO-0146,2023-11-07,2024-01-27,33.0,EA,33365.59,USD,DELIVERED
prc-02-e8c7ff348d8e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-81d432411260,PO-000391,PO-000391-10,CTR-00091,SUP-0011,MAT-CO-0147,2023-11-24,2024-02-20,37.5,EA,31320.19,USD,OPEN
prc-02-36414c7ad266,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-632948b671c7,PO-000392,PO-000392-10,CTR-00092,SUP-0012,MAT-RA-0150,2023-12-11,2024-01-02,42.0,TON,31575.87,USD,OPEN
prc-02-8698e5e6a072,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3816a05127b9,PO-000393,PO-000393-10,CTR-00093,SUP-0013,MAT-RA-0151,2023-12-29,2024-01-27,46.5,TON,31831.54,KRW,DELIVERED
prc-02-fcebaed48d7a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-572515285de4,PO-000394,PO-000394-10,CTR-00094,SUP-0014,MAT-CO-0152,2024-01-15,2024-02-20,51.0,EA,32087.22,USD,DELIVERED
prc-02-b8f7d1cafdae,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e28e21a5c579,PO-000395,PO-000395-10,CTR-00095,SUP-0015,MAT-CO-0153,2024-02-01,2024-03-15,55.5,EA,32342.89,USD,DELIVERED
prc-02-c06fdf82129e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7b9b7f6f47cc,PO-000396,PO-000396-10,CTR-00096,SUP-0016,MAT-RA-0156,2024-02-18,2024-04-08,60.0,TON,32598.57,USD,DELIVERED
prc-02-e2648f06f33f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7d8f9c045bf4,PO-000397,PO-000397-10,CTR-00097,SUP-0017,MAT-RA-0157,2024-03-06,2024-05-02,15.0,TON,32854.24,KRW,OPEN
prc-02-f7ac3f3eed61,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-28304b55d669,PO-000398,PO-000398-10,CTR-00098,SUP-0018,MAT-CO-0158,2024-03-23,2024-05-26,19.5,EA,33109.92,USD,DELIVERED
prc-02-b71ea5b52c86,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9e16639e9f62,PO-000399,PO-000399-10,CTR-00099,SUP-0019,MAT-CO-0159,2024-04-09,2024-06-19,24.0,EA,33365.59,USD,DELIVERED
prc-02-146da1542e0c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f9c41d33ff2a,PO-000400,PO-000400-10,CTR-00100,SUP-0020,MAT-RA-0162,2024-04-27,2024-07-14,28.5,TON,31320.19,USD,OPEN
prc-02-06b471a197b7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-60f6cf4649e2,PO-000401,PO-000401-10,CTR-00001,SUP-0001,RM-CU-CONC,2024-05-14,2024-06-01,33.0,TON,31320.19,KRW,OPEN
prc-02-1593c2c2e6cb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e2cd9ab838fe,PO-000402,PO-000402-10,CTR-00002,SUP-0002,RM-MHP,2024-05-31,2024-06-25,37.5,TON,31575.87,USD,OPEN
prc-02-b5ab53695650,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-88b30e4ed0a5,PO-000403,PO-000403-10,CTR-00003,SUP-0003,RM-H2SO4,2024-06-17,2024-07-19,42.0,TON,106.25,USD,DELIVERED
prc-02-961ec80cfc02,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38fb7b92c057,PO-000404,PO-000404-10,CTR-00004,SUP-0004,RM-LIME,2024-07-04,2024-08-12,46.5,TON,32087.22,USD,DELIVERED
prc-02-e86b47818046,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cbabea35e048,PO-000405,PO-000405-10,CTR-00005,SUP-0005,MAT-RA-0013,2024-07-21,2024-09-05,51.0,TON,32342.89,KRW,DELIVERED
prc-02-818109d7f7fe,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2cf9bd3969d3,PO-000406,PO-000406-10,CTR-00006,SUP-0006,MAT-CO-0014,2024-08-07,2024-09-29,55.5,EA,32598.57,USD,OPEN
prc-02-077fbcb55c66,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3358a85ee34a,PO-000407,PO-000407-10,CTR-00007,SUP-0007,MAT-CO-0015,2024-08-25,2024-10-24,60.0,EA,32854.24,USD,DELIVERED
prc-02-1dbcd86e53f6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4073e655df9e,PO-000408,PO-000408-10,CTR-00008,SUP-0008,MAT-RA-0018,2024-09-11,2024-11-17,15.0,TON,33109.92,USD,OPEN
prc-02-44e62fbdfc8b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3bd41db1840a,PO-000409,PO-000409-10,CTR-00009,SUP-0009,MAT-RA-0019,2024-09-28,2024-12-11,19.5,TON,33365.59,KRW,DELIVERED
prc-02-1aac38a377d3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d820ca9855bd,PO-000410,PO-000410-10,CTR-00010,SUP-0010,MAT-CO-0020,2024-10-15,2025-01-04,24.0,EA,31320.19,USD,OPEN
prc-02-93a56d0393cb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e36306d1c877,PO-000411,PO-000411-10,CTR-00011,SUP-0011,MAT-CO-0021,2024-11-01,2025-01-28,28.5,EA,31575.87,USD,DELIVERED
prc-02-3fe257b4373e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-863f5e41dd19,PO-000412,PO-000412-10,CTR-00012,SUP-0012,MAT-RA-0024,2024-11-18,2024-12-10,33.0,TON,31831.54,USD,OPEN
prc-02-f3e49ebe6b5b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9146292d480b,PO-000413,PO-000413-10,CTR-00013,SUP-0013,MAT-RA-0025,2024-12-05,2025-01-03,37.5,TON,32087.22,KRW,DELIVERED
prc-02-6d61d72d5364,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9bf53033f0c0,PO-000414,PO-000414-10,CTR-00014,SUP-0014,MAT-CO-0026,2024-12-23,2025-01-28,42.0,EA,32342.89,USD,OPEN
prc-02-5af2d6a5a0f0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fba9e86442dd,PO-000415,PO-000415-10,CTR-00015,SUP-0015,MAT-CO-0027,2025-01-09,2025-02-21,46.5,EA,32598.57,USD,DELIVERED
prc-02-35136d5eef9a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3580be3f168d,PO-000416,PO-000416-10,CTR-00016,SUP-0016,MAT-RA-0030,2025-01-26,2025-03-17,51.0,TON,32854.24,USD,DELIVERED
prc-02-9d18f41951c0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-48be25186ae2,PO-000417,PO-000417-10,CTR-00017,SUP-0017,MAT-RA-0031,2025-02-12,2025-04-10,55.5,TON,33109.92,KRW,OPEN
prc-02-4404b3337217,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-22c31fe2eef5,PO-000418,PO-000418-10,CTR-00018,SUP-0018,MAT-CO-0032,2025-03-01,2025-05-04,60.0,EA,33365.59,USD,DELIVERED
prc-02-4a576e477353,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d320c84b8d07,PO-000419,PO-000419-10,CTR-00019,SUP-0019,MAT-CO-0033,2025-03-18,2025-05-28,15.0,EA,31320.19,USD,OPEN
prc-02-5fa6a54dc346,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a55a1ec9f011,PO-000420,PO-000420-10,CTR-00020,SUP-0020,MAT-RA-0036,2025-04-04,2025-06-21,19.5,TON,31575.87,USD,OPEN
prc-02-9d69302fb6d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-22e5e7febdd9,PO-000421,PO-000421-10,CTR-00021,SUP-0021,MAT-RA-0037,2025-04-22,2025-07-16,24.0,TON,31831.54,KRW,DELIVERED
prc-02-c6003c54e7da,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-146f903b8299,PO-000422,PO-000422-10,CTR-00022,SUP-0022,MAT-CO-0038,2025-05-09,2025-05-28,28.5,EA,32087.22,USD,DELIVERED
prc-02-231a0163f311,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-16e3134d32ad,PO-000423,PO-000423-10,CTR-00023,SUP-0023,MAT-CO-0039,2025-05-26,2025-06-21,33.0,EA,32342.89,USD,DELIVERED
prc-02-d126c5f17aba,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-89e4c1baf191,PO-000424,PO-000424-10,CTR-00024,SUP-0024,MAT-RA-0042,2025-06-12,2025-07-15,37.5,TON,32598.57,USD,DELIVERED
prc-02-6b914683a6cb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52223b909ba4,PO-000425,PO-000425-10,CTR-00025,SUP-0025,MAT-RA-0043,2025-06-29,2025-08-08,42.0,TON,32854.24,KRW,OPEN
prc-02-a3c5b431cae1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a437eadd3a08,PO-000426,PO-000426-10,CTR-00026,SUP-0026,MAT-CO-0044,2025-07-16,2025-09-01,46.5,EA,33109.92,USD,DELIVERED
prc-02-58fb140a0a02,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff22f687bc56,PO-000427,PO-000427-10,CTR-00027,SUP-0027,MAT-CO-0045,2025-08-02,2025-09-25,51.0,EA,33365.59,USD,DELIVERED
prc-02-56ecf1efa5c2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-539d0762e69c,PO-000428,PO-000428-10,CTR-00028,SUP-0028,MAT-RA-0048,2025-08-20,2025-10-20,55.5,TON,31320.19,USD,DELIVERED
prc-02-3ecf267cf267,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-32704c0c8638,PO-000429,PO-000429-10,CTR-00029,SUP-0029,MAT-RA-0049,2025-09-06,2025-11-13,60.0,TON,31575.87,KRW,OPEN
prc-02-7f6e95b95047,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1675016abc1b,PO-000430,PO-000430-10,CTR-00030,SUP-0030,MAT-CO-0050,2025-09-23,2025-12-07,15.0,EA,31831.54,USD,OPEN
prc-02-ae8a16655e8a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c2e92b7e714,PO-000431,PO-000431-10,CTR-00031,SUP-0031,MAT-CO-0051,2025-10-10,2025-12-31,19.5,EA,32087.22,USD,OPEN
prc-02-60f9419fbd9e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aa3833ed4340,PO-000432,PO-000432-10,CTR-00032,SUP-0032,MAT-RA-0054,2025-10-27,2026-01-24,24.0,TON,32342.89,USD,DELIVERED
prc-02-b0e9c2525516,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-13accfd779c5,PO-000433,PO-000433-10,CTR-00033,SUP-0033,MAT-RA-0055,2025-11-13,2025-12-06,28.5,TON,32598.57,KRW,DELIVERED
prc-02-7e9275d82201,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ea8eb364abcc,PO-000434,PO-000434-10,CTR-00034,SUP-0034,MAT-CO-0056,2025-11-30,2025-12-30,33.0,EA,32854.24,USD,DELIVERED
prc-02-361fb9a657d2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ee989f027ff0,PO-000435,PO-000435-10,CTR-00035,SUP-0035,MAT-CO-0057,2025-12-18,2026-01-24,37.5,EA,33109.92,USD,OPEN
prc-02-2b333f1226af,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1d4773b3818c,PO-000436,PO-000436-10,CTR-00036,SUP-0036,MAT-RA-0060,2026-01-04,2026-02-17,42.0,TON,33365.59,USD,DELIVERED
prc-02-62b3c5a3745c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-42a549254808,PO-000437,PO-000437-10,CTR-00037,SUP-0037,MAT-RA-0061,2026-01-21,2026-03-13,46.5,TON,31320.19,KRW,DELIVERED
prc-02-879e561b71e1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-137373981817,PO-000438,PO-000438-10,CTR-00038,SUP-0038,MAT-CO-0062,2026-02-07,2026-04-06,51.0,EA,31575.87,USD,DELIVERED
prc-02-70fdd63f12fa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-027f903eb6ba,PO-000439,PO-000439-10,CTR-00039,SUP-0039,MAT-CO-0063,2026-02-24,2026-04-30,55.5,EA,31831.54,USD,DELIVERED
prc-02-5e43a4adbdd6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-034a101d0765,PO-000440,PO-000440-10,CTR-00040,SUP-0040,MAT-RA-0066,2026-03-13,2026-05-24,60.0,TON,32087.22,USD,DELIVERED
prc-02-fb05984e111f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-286313166103,PO-000441,PO-000441-10,CTR-00041,SUP-0001,MAT-RA-0067,2026-03-30,2026-04-17,15.0,TON,32342.89,KRW,DELIVERED
prc-02-914890b3ea06,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ba40e9ac8d2e,PO-000442,PO-000442-10,CTR-00042,SUP-0002,MAT-CO-0068,2026-04-17,2026-05-12,19.5,EA,32598.57,USD,DELIVERED
prc-02-41b305fe569d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d7f3591b23f1,PO-000443,PO-000443-10,CTR-00043,SUP-0003,MAT-RA-0072,2026-05-04,2026-06-05,24.0,TON,32854.24,USD,OPEN
prc-02-fbcea29148b4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-87dbf5f94b97,PO-000444,PO-000444-10,CTR-00044,SUP-0004,MAT-RA-0073,2026-05-21,2026-06-29,28.5,TON,33109.92,USD,DELIVERED
prc-02-5977ab527905,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-59bda01208a7,PO-000445,PO-000445-10,CTR-00045,SUP-0005,MAT-CO-0074,2026-06-07,2026-07-23,33.0,EA,33365.59,KRW,DELIVERED
prc-02-c045890e3381,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8b8bd2cf6c52,PO-000446,PO-000446-10,CTR-00046,SUP-0006,MAT-CO-0075,2026-06-24,2026-08-16,37.5,EA,31320.19,USD,OPEN
prc-02-4af3905b504a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ede28bce422e,PO-000447,PO-000447-10,CTR-00047,SUP-0007,MAT-RA-0078,2026-07-11,2026-09-09,42.0,TON,31575.87,USD,DELIVERED
prc-02-ad7f6326612a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cfa96abcfffa,PO-000448,PO-000448-10,CTR-00048,SUP-0008,MAT-RA-0079,2026-07-28,2026-10-03,46.5,TON,31831.54,USD,OPEN
prc-02-cd832ae2eafc,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d79bd8ecaa9f,PO-000449,PO-000449-10,CTR-00049,SUP-0009,MAT-CO-0080,2023-08-16,2023-10-29,51.0,EA,32087.22,KRW,DELIVERED
prc-02-f19d2684c467,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-75bf8979beb7,PO-000450,PO-000450-10,CTR-00050,SUP-0010,MAT-CO-0081,2023-09-02,2023-11-22,55.5,EA,32342.89,USD,OPEN
prc-02-18c0c802a64d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-97949659f8c8,PO-000451,PO-000451-10,CTR-00051,SUP-0011,MAT-RA-0084,2023-09-19,2023-12-16,60.0,TON,32598.57,USD,OPEN
prc-02-24ce7f450448,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b428eb5df4d3,PO-000452,PO-000452-10,CTR-00052,SUP-0012,MAT-RA-0085,2023-10-06,2023-10-28,15.0,TON,32854.24,USD,DELIVERED
prc-02-35d002309836,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a5f1d7d50d98,PO-000453,PO-000453-10,CTR-00053,SUP-0013,MAT-CO-0086,2023-10-23,2023-11-21,19.5,EA,33109.92,KRW,DELIVERED
prc-02-fc6aea170010,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4436220b7c2d,PO-000454,PO-000454-10,CTR-00054,SUP-0014,MAT-CO-0087,2023-11-09,2023-12-15,24.0,EA,33365.59,USD,DELIVERED
