record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,observation_id,indicator_code,target_ref,observed_at,published_at,value,unit,source_id,trust_grade
ext-03-8432605e382e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-794b70bc92d9,EXT3-SEA_FREIGHT-202307,SEA_FREIGHT,LANE,2023-07-31,2023-08-12,60.8162,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-ab59fa145ef0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eb82ba1d5bc4,EXT3-INDUSTRIAL_POWER-202307,INDUSTRIAL_POWER,plant-afs-battery-02,2023-07-31,2023-08-12,116.8613,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-06b269d20b85,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b5187aaab9b8,EXT3-MFG_DEMAND_INDEX-202307,MFG_DEMAND_INDEX,INDUSTRY,2023-07-31,2023-08-12,96.9503,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-c9e169156804,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bfbb30023c0b,EXT3-SEA_FREIGHT-202308,SEA_FREIGHT,LANE,2023-08-31,2023-09-12,61.2574,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-f04876a10987,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d5d9ff434d2a,EXT3-INDUSTRIAL_POWER-202308,INDUSTRIAL_POWER,plant-afs-battery-02,2023-08-31,2023-09-12,117.3597,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-ed16cb07e7fc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b87eea9ea6a,EXT3-MFG_DEMAND_INDEX-202308,MFG_DEMAND_INDEX,INDUSTRY,2023-08-31,2023-09-12,98.3235,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-d7bad695d952,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5666c1c816d3,EXT3-SEA_FREIGHT-202309,SEA_FREIGHT,LANE,2023-09-30,2023-10-12,55.5278,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-09cd02be69d0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dc50259591c1,EXT3-INDUSTRIAL_POWER-202309,INDUSTRIAL_POWER,plant-afs-battery-02,2023-09-30,2023-10-12,117.0604,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-952d1f33db63,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-82df86157007,EXT3-MFG_DEMAND_INDEX-202309,MFG_DEMAND_INDEX,INDUSTRY,2023-09-30,2023-10-12,99.8009,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-e8518a7ef2cf,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-31c074fa1e69,EXT3-SEA_FREIGHT-202310,SEA_FREIGHT,LANE,2023-10-31,2023-11-12,50.5719,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-5f5994a93c06,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd32f94f01cf,EXT3-INDUSTRIAL_POWER-202310,INDUSTRIAL_POWER,plant-afs-battery-02,2023-10-31,2023-11-12,115.8182,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-1b93392b8cab,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-489fe4781387,EXT3-MFG_DEMAND_INDEX-202310,MFG_DEMAND_INDEX,INDUSTRY,2023-10-31,2023-11-12,101.2907,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-d6a7ddda4d36,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3748ad014b3d,EXT3-SEA_FREIGHT-202311,SEA_FREIGHT,LANE,2023-11-30,2023-12-12,45.6237,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-55248657f12b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-72464214e119,EXT3-INDUSTRIAL_POWER-202311,INDUSTRIAL_POWER,plant-afs-battery-02,2023-11-30,2023-12-12,116.9985,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-cb3e4356ba59,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d32cdbb85012,EXT3-MFG_DEMAND_INDEX-202311,MFG_DEMAND_INDEX,INDUSTRY,2023-11-30,2023-12-12,102.7003,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-6e8636a40836,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8db2c86dce6e,EXT3-SEA_FREIGHT-202312,SEA_FREIGHT,LANE,2023-12-31,2024-01-12,43.0921,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-3d696992ba87,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4f739ec8bf32,EXT3-INDUSTRIAL_POWER-202312,INDUSTRIAL_POWER,plant-afs-battery-02,2023-12-31,2024-01-12,118.3043,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-87822b0e7aab,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-906b66f8263c,EXT3-MFG_DEMAND_INDEX-202312,MFG_DEMAND_INDEX,INDUSTRY,2023-12-31,2024-01-12,103.9419,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-3ea3d21da172,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f27a7c840140,EXT3-SEA_FREIGHT-202401,SEA_FREIGHT,LANE,2024-01-31,2024-02-12,45.1499,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-78acf442b6a6,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9e187ca7cba8,EXT3-INDUSTRIAL_POWER-202401,INDUSTRIAL_POWER,plant-afs-battery-02,2024-01-31,2024-02-12,118.9595,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-3f456f1cde92,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-40fdb7382a57,EXT3-MFG_DEMAND_INDEX-202401,MFG_DEMAND_INDEX,INDUSTRY,2024-01-31,2024-02-12,104.9385,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-0dd55450914c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1575268a9768,EXT3-SEA_FREIGHT-202402,SEA_FREIGHT,LANE,2024-02-29,2024-03-12,47.1874,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-8e3ed6a8e967,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c00dc0cce66f,EXT3-INDUSTRIAL_POWER-202402,INDUSTRIAL_POWER,plant-afs-battery-02,2024-02-29,2024-03-12,117.7313,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-165212247e55,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d97596100706,EXT3-MFG_DEMAND_INDEX-202402,MFG_DEMAND_INDEX,INDUSTRY,2024-02-29,2024-03-12,105.628,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-cec0ca900394,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f05afc005743,EXT3-SEA_FREIGHT-202403,SEA_FREIGHT,LANE,2024-03-31,2024-04-12,52.0302,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-6d3eb06f22fa,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9d72ab6a6195,EXT3-INDUSTRIAL_POWER-202403,INDUSTRIAL_POWER,plant-afs-battery-02,2024-03-31,2024-04-12,119.4299,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-9ebed51019b5,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9ed44ef20c14,EXT3-MFG_DEMAND_INDEX-202403,MFG_DEMAND_INDEX,INDUSTRY,2024-03-31,2024-04-12,105.9676,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-7c312cb23112,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5ea91f9d94dd,EXT3-SEA_FREIGHT-202404,SEA_FREIGHT,LANE,2024-04-30,2024-05-12,59.1571,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-b32ba99c79a0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dd50d99568de,EXT3-INDUSTRIAL_POWER-202404,INDUSTRIAL_POWER,plant-afs-battery-02,2024-04-30,2024-05-12,122.2132,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-f525a24f1c33,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ed2937c74289,EXT3-MFG_DEMAND_INDEX-202404,MFG_DEMAND_INDEX,INDUSTRY,2024-04-30,2024-05-12,105.9361,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-85759b5aeeb5,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-421d85995be9,EXT3-SEA_FREIGHT-202405,SEA_FREIGHT,LANE,2024-05-31,2024-06-12,63.5304,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-f27ca937f406,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9699756efac7,EXT3-INDUSTRIAL_POWER-202405,INDUSTRIAL_POWER,plant-afs-battery-02,2024-05-31,2024-06-12,125.5032,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-ea3539dc0c79,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-97d6cf91b83e,EXT3-MFG_DEMAND_INDEX-202405,MFG_DEMAND_INDEX,INDUSTRY,2024-05-31,2024-06-12,105.5356,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-2d550c7d48bc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fe239999746a,EXT3-SEA_FREIGHT-202406,SEA_FREIGHT,LANE,2024-06-30,2024-07-12,68.142,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-de752c4794ed,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ccd44b58b26d,EXT3-INDUSTRIAL_POWER-202406,INDUSTRIAL_POWER,plant-afs-battery-02,2024-06-30,2024-07-12,122.4059,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-64762a250023,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-487816b44718,EXT3-MFG_DEMAND_INDEX-202406,MFG_DEMAND_INDEX,INDUSTRY,2024-06-30,2024-07-12,104.7909,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-7c08689d4e54,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eda763dd4e19,EXT3-SEA_FREIGHT-202407,SEA_FREIGHT,LANE,2024-07-31,2024-08-12,80.1218,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-343dc6f39a41,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cc2250b677ef,EXT3-INDUSTRIAL_POWER-202407,INDUSTRIAL_POWER,plant-afs-battery-02,2024-07-31,2024-08-12,121.7347,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-94c615cd771b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c48837d98248,EXT3-MFG_DEMAND_INDEX-202407,MFG_DEMAND_INDEX,INDUSTRY,2024-07-31,2024-08-12,103.7483,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-82310b681b6e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a0329f331d7b,EXT3-SEA_FREIGHT-202408,SEA_FREIGHT,LANE,2024-08-31,2024-09-12,82.5728,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-1d93254b6566,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e41fd4bf135d,EXT3-INDUSTRIAL_POWER-202408,INDUSTRIAL_POWER,plant-afs-battery-02,2024-08-31,2024-09-12,120.183,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-a90e5bb3da08,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-abe1906378fe,EXT3-MFG_DEMAND_INDEX-202408,MFG_DEMAND_INDEX,INDUSTRY,2024-08-31,2024-09-12,102.4727,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-f79b8aa80195,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-10a90c8e9980,EXT3-SEA_FREIGHT-202409,SEA_FREIGHT,LANE,2024-09-30,2024-10-12,88.5591,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-be9a24496e35,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8f538eedd9a4,EXT3-INDUSTRIAL_POWER-202409,INDUSTRIAL_POWER,plant-afs-battery-02,2024-09-30,2024-10-12,118.0303,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-28d4b62b77dc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7aa324e69c03,EXT3-MFG_DEMAND_INDEX-202409,MFG_DEMAND_INDEX,INDUSTRY,2024-09-30,2024-10-12,101.0433,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-7d5cd2a921f4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-25229ab9ca96,EXT3-SEA_FREIGHT-202410,SEA_FREIGHT,LANE,2024-10-31,2024-11-12,87.0662,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-0d769912f32f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8b5289b8e60d,EXT3-INDUSTRIAL_POWER-202410,INDUSTRIAL_POWER,plant-afs-battery-02,2024-10-31,2024-11-12,120.2623,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-426834801e5f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dc38d5897416,EXT3-MFG_DEMAND_INDEX-202410,MFG_DEMAND_INDEX,INDUSTRY,2024-10-31,2024-11-12,99.5491,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-1717711ab180,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eecfc1005509,EXT3-SEA_FREIGHT-202411,SEA_FREIGHT,LANE,2024-11-30,2024-12-12,83.4685,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-58ac16fcdb3b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4da3891e5bcf,EXT3-INDUSTRIAL_POWER-202411,INDUSTRIAL_POWER,plant-afs-battery-02,2024-11-30,2024-12-12,123.2892,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-9ee9462f6e04,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3984693df59a,EXT3-MFG_DEMAND_INDEX-202411,MFG_DEMAND_INDEX,INDUSTRY,2024-11-30,2024-12-12,98.0829,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-d2b6b6f75521,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2bf7c05ecf0,EXT3-SEA_FREIGHT-202412,SEA_FREIGHT,LANE,2024-12-31,2025-01-12,94.4706,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-96f871852c31,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c19e17da03bc,EXT3-INDUSTRIAL_POWER-202412,INDUSTRIAL_POWER,plant-afs-battery-02,2024-12-31,2025-01-12,121.2471,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-bfe58be784ec,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b2b369641b26,EXT3-MFG_DEMAND_INDEX-202412,MFG_DEMAND_INDEX,INDUSTRY,2024-12-31,2025-01-12,96.7359,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-2ebfcdf0d3d2,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-28b93f204cd7,EXT3-SEA_FREIGHT-202501,SEA_FREIGHT,LANE,2025-01-31,2025-02-12,102.9511,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-49f11a23c7a3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ebc8090603f1,EXT3-INDUSTRIAL_POWER-202501,INDUSTRIAL_POWER,plant-afs-battery-02,2025-01-31,2025-02-12,121.5131,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-c47230e35763,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-db86ac5b1de4,EXT3-MFG_DEMAND_INDEX-202501,MFG_DEMAND_INDEX,INDUSTRY,2025-01-31,2025-02-12,95.5918,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-08047ddf4888,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-74ff957c4550,EXT3-SEA_FREIGHT-202502,SEA_FREIGHT,LANE,2025-02-28,2025-03-12,97.3001,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-1be01e64d38a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6af75e8312af,EXT3-INDUSTRIAL_POWER-202502,INDUSTRIAL_POWER,plant-afs-battery-02,2025-02-28,2025-03-12,119.6681,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-ea7df7f82f6f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-982dc95f927d,EXT3-MFG_DEMAND_INDEX-202502,MFG_DEMAND_INDEX,INDUSTRY,2025-02-28,2025-03-12,94.7218,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-2c8c4fe36f52,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5fb76633a946,EXT3-SEA_FREIGHT-202503,SEA_FREIGHT,LANE,2025-03-31,2025-04-12,106.1762,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-872bc3aab9e3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ca2300d8faf,EXT3-INDUSTRIAL_POWER-202503,INDUSTRIAL_POWER,plant-afs-battery-02,2025-03-31,2025-04-12,118.1647,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-c4b0607118c8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-70221f5d79b8,EXT3-MFG_DEMAND_INDEX-202503,MFG_DEMAND_INDEX,INDUSTRY,2025-03-31,2025-04-12,94.18,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-d0b19d321b1f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-466c582860f9,EXT3-SEA_FREIGHT-202504,SEA_FREIGHT,LANE,2025-04-30,2025-05-12,130.6574,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-e74f21be113b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5e619120ff67,EXT3-INDUSTRIAL_POWER-202504,INDUSTRIAL_POWER,plant-afs-battery-02,2025-04-30,2025-05-12,117.9283,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-198538067df8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c061dca2a332,EXT3-MFG_DEMAND_INDEX-202504,MFG_DEMAND_INDEX,INDUSTRY,2025-04-30,2025-05-12,94.0001,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-be0f0a2471f0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1d46f5348f76,EXT3-SEA_FREIGHT-202505,SEA_FREIGHT,LANE,2025-05-31,2025-06-12,143.88,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-39f8cbec6aa4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e0cf88247716,EXT3-INDUSTRIAL_POWER-202505,INDUSTRIAL_POWER,plant-afs-battery-02,2025-05-31,2025-06-12,117.2133,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-d50e08efe52b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8df6f8e97f35,EXT3-MFG_DEMAND_INDEX-202505,MFG_DEMAND_INDEX,INDUSTRY,2025-05-31,2025-06-12,94.1932,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
