record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,material_id,material_code,material_name,aliases,material_type,grade,base_uom,valuation_class,benchmark_code,active
mdm-01-626fe4551a55,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-748e846f5d59,MAT-FI-0083,MAT-FI-0083,완제품 083,완제품083|DEMO-083,FINISHED,G4,TON,FINISHED,,True
mdm-01-a2a981a239d3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-93f757196db9,MAT-RA-0084,MAT-RA-0084,원료첨가제 084,원료첨가제084|DEMO-084,RAW,G1,TON,RAW,,True
mdm-01-46bdd90e91ab,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f13557f3bb9c,MAT-RA-0085,MAT-RA-0085,공정소모품 085,공정소모품085|DEMO-085,RAW,G2,TON,RAW,,True
mdm-01-9b1432f7aaca,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5a61aebe9c2e,MAT-CO-0086,MAT-CO-0086,포장재 086,포장재086|DEMO-086,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-9171997d8d99,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d93c373cce98,MAT-CO-0087,MAT-CO-0087,예비품 087,예비품087|DEMO-087,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-94647aca9325,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-56082480f685,MAT-WI-0088,MAT-WI-0088,중간재 088,중간재088|DEMO-088,WIP,G1,TON,WIP,,True
mdm-01-20f773937e41,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2fc309856e87,MAT-FI-0089,MAT-FI-0089,완제품 089,완제품089|DEMO-089,FINISHED,G2,TON,FINISHED,,True
mdm-01-7c72f9ac5d3c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-315a430fc440,MAT-RA-0090,MAT-RA-0090,원료첨가제 090,원료첨가제090|DEMO-090,RAW,G3,TON,RAW,,True
mdm-01-31c62d4ef746,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-60569fbd5fe9,MAT-RA-0091,MAT-RA-0091,공정소모품 091,공정소모품091|DEMO-091,RAW,G4,TON,RAW,,True
mdm-01-e7b1f444eb97,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7c53af2f6429,MAT-CO-0092,MAT-CO-0092,포장재 092,포장재092|DEMO-092,CONSUMABLE,G1,EA,CONSUMABLE,,False
mdm-01-bec28c39df1d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dd0cc380f58a,MAT-CO-0093,MAT-CO-0093,예비품 093,예비품093|DEMO-093,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-e8f8633c09ff,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5c310c975647,MAT-WI-0094,MAT-WI-0094,중간재 094,중간재094|DEMO-094,WIP,G3,TON,WIP,,True
mdm-01-f390029b7525,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ca5e00badf6c,MAT-FI-0095,MAT-FI-0095,완제품 095,완제품095|DEMO-095,FINISHED,G4,TON,FINISHED,,True
mdm-01-9339ad06354c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-97afe8284360,MAT-RA-0096,MAT-RA-0096,원료첨가제 096,원료첨가제096|DEMO-096,RAW,G1,TON,RAW,,True
mdm-01-4cf3999233c7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a02df2abb499,MAT-RA-0097,MAT-RA-0097,공정소모품 097,공정소모품097|DEMO-097,RAW,G2,TON,RAW,,True
mdm-01-37e8d7659754,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4dc8c8f62af3,MAT-CO-0098,MAT-CO-0098,포장재 098,포장재098|DEMO-098,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-7ef52811a7d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d8d9fb9aa14c,MAT-CO-0099,MAT-CO-0099,예비품 099,예비품099|DEMO-099,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-9184fe598f88,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-842ae9bd0f5f,MAT-WI-0100,MAT-WI-0100,중간재 100,중간재100|DEMO-100,WIP,G1,TON,WIP,,True
mdm-01-5101da189015,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d6c5b8823f1f,MAT-FI-0101,MAT-FI-0101,완제품 101,완제품101|DEMO-101,FINISHED,G2,TON,FINISHED,,True
mdm-01-e2ea4afbf328,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0ae04265dcf3,MAT-RA-0102,MAT-RA-0102,원료첨가제 102,원료첨가제102|DEMO-102,RAW,G3,TON,RAW,,True
mdm-01-435dd8d65896,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a3e2862938f0,MAT-RA-0103,MAT-RA-0103,공정소모품 103,공정소모품103|DEMO-103,RAW,G4,TON,RAW,,True
mdm-01-7b67beab8d49,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b33497f5f672,MAT-CO-0104,MAT-CO-0104,포장재 104,포장재104|DEMO-104,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-268c0656b2d4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eb9a734406a2,MAT-CO-0105,MAT-CO-0105,예비품 105,예비품105|DEMO-105,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-0ab029158b03,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d4d7b808ceb7,MAT-WI-0106,MAT-WI-0106,중간재 106,중간재106|DEMO-106,WIP,G3,TON,WIP,,True
mdm-01-c5e9c9a421cc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b13d3ddc364e,MAT-FI-0107,MAT-FI-0107,완제품 107,완제품107|DEMO-107,FINISHED,G4,TON,FINISHED,,True
mdm-01-52c46168e0d8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ad44eda1ebc3,MAT-RA-0108,MAT-RA-0108,원료첨가제 108,원료첨가제108|DEMO-108,RAW,G1,TON,RAW,,True
mdm-01-089d9e22fa7a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-27f8fc8e7731,MAT-RA-0109,MAT-RA-0109,공정소모품 109,공정소모품109|DEMO-109,RAW,G2,TON,RAW,,True
mdm-01-ba60bee81144,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bb4fe1980013,MAT-CO-0110,MAT-CO-0110,포장재 110,포장재110|DEMO-110,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-a5057aeda2e2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-25e9be72507b,MAT-CO-0111,MAT-CO-0111,예비품 111,예비품111|DEMO-111,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-77f482008088,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3274a5ea55bd,MAT-WI-0112,MAT-WI-0112,중간재 112,중간재112|DEMO-112,WIP,G1,TON,WIP,,True
mdm-01-ae6d997ab6f8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7fd2631a50be,MAT-FI-0113,MAT-FI-0113,완제품 113,완제품113|DEMO-113,FINISHED,G2,TON,FINISHED,,True
mdm-01-0cac36f75f4e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-27904594eda7,MAT-RA-0114,MAT-RA-0114,원료첨가제 114,원료첨가제114|DEMO-114,RAW,G3,TON,RAW,,True
mdm-01-1cb680f7f195,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c9b31b0a5db,MAT-RA-0115,MAT-RA-0115,공정소모품 115,공정소모품115|DEMO-115,RAW,G4,TON,RAW,,False
mdm-01-e4873df0f869,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f267a0754b72,MAT-CO-0116,MAT-CO-0116,포장재 116,포장재116|DEMO-116,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-42bf0b94d768,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-023bd67e0722,MAT-CO-0117,MAT-CO-0117,예비품 117,예비품117|DEMO-117,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-481c4653aac6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-74932b65d676,MAT-WI-0118,MAT-WI-0118,중간재 118,중간재118|DEMO-118,WIP,G3,TON,WIP,,True
mdm-01-0465c9e245e3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e7484a16e7db,MAT-FI-0119,MAT-FI-0119,완제품 119,완제품119|DEMO-119,FINISHED,G4,TON,FINISHED,,True
mdm-01-8f9adac8e1e5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1bf93553afff,MAT-RA-0120,MAT-RA-0120,원료첨가제 120,원료첨가제120|DEMO-120,RAW,G1,TON,RAW,,True
mdm-01-49bc4ad38eb6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-550a93e58e48,MAT-RA-0121,MAT-RA-0121,공정소모품 121,공정소모품121|DEMO-121,RAW,G2,TON,RAW,,True
mdm-01-2cb14644d4c1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4fc0de75ff0c,MAT-CO-0122,MAT-CO-0122,포장재 122,포장재122|DEMO-122,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-7cd309fe89b7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c14042d84019,MAT-CO-0123,MAT-CO-0123,예비품 123,예비품123|DEMO-123,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-5550640eb84f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7e014d7c787f,MAT-WI-0124,MAT-WI-0124,중간재 124,중간재124|DEMO-124,WIP,G1,TON,WIP,,True
mdm-01-1c23f707277e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c499aac73fc2,MAT-FI-0125,MAT-FI-0125,완제품 125,완제품125|DEMO-125,FINISHED,G2,TON,FINISHED,,True
mdm-01-5d8fc4b6febc,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-10e53f9d1fbd,MAT-RA-0126,MAT-RA-0126,원료첨가제 126,원료첨가제126|DEMO-126,RAW,G3,TON,RAW,,True
mdm-01-c22bf672deeb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b13bbf9ebf3a,MAT-RA-0127,MAT-RA-0127,공정소모품 127,공정소모품127|DEMO-127,RAW,G4,TON,RAW,,True
mdm-01-eea452bfb0b5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1dd0e1dabf57,MAT-CO-0128,MAT-CO-0128,포장재 128,포장재128|DEMO-128,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-337a51b9f0b2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8dce22ad26d6,MAT-CO-0129,MAT-CO-0129,예비품 129,예비품129|DEMO-129,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-c70a121f67fe,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-73320d004235,MAT-WI-0130,MAT-WI-0130,중간재 130,중간재130|DEMO-130,WIP,G3,TON,WIP,,True
mdm-01-47ac27d18e82,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d828ee135ce2,MAT-FI-0131,MAT-FI-0131,완제품 131,완제품131|DEMO-131,FINISHED,G4,TON,FINISHED,,True
mdm-01-119816148cce,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f803055cfb79,MAT-RA-0132,MAT-RA-0132,원료첨가제 132,원료첨가제132|DEMO-132,RAW,G1,TON,RAW,,True
mdm-01-4658daec5b57,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e1db09eae4ae,MAT-RA-0133,MAT-RA-0133,공정소모품 133,공정소모품133|DEMO-133,RAW,G2,TON,RAW,,True
mdm-01-0c848e54815c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a4ff47b4a74e,MAT-CO-0134,MAT-CO-0134,포장재 134,포장재134|DEMO-134,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-3d10d1914cd5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-021b6f79ff99,MAT-CO-0135,MAT-CO-0135,예비품 135,예비품135|DEMO-135,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-83167c2ee485,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d5dd7249f9d1,MAT-WI-0136,MAT-WI-0136,중간재 136,중간재136|DEMO-136,WIP,G1,TON,WIP,,True
mdm-01-49e75945181e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-995dd3061625,MAT-FI-0137,MAT-FI-0137,완제품 137,완제품137|DEMO-137,FINISHED,G2,TON,FINISHED,,True
mdm-01-601394856361,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-955a4bdf861f,MAT-RA-0138,MAT-RA-0138,원료첨가제 138,원료첨가제138|DEMO-138,RAW,G3,TON,RAW,,False
mdm-01-de18bfb6cd8c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8bc2a7eee2f5,MAT-RA-0139,MAT-RA-0139,공정소모품 139,공정소모품139|DEMO-139,RAW,G4,TON,RAW,,True
mdm-01-c9d0e9b2ff3c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-87b3df97ce52,MAT-CO-0140,MAT-CO-0140,포장재 140,포장재140|DEMO-140,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-f8ba3b0b2be9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-26fa94e052e9,MAT-CO-0141,MAT-CO-0141,예비품 141,예비품141|DEMO-141,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-78bc0aec454c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-093612a69ab8,MAT-WI-0142,MAT-WI-0142,중간재 142,중간재142|DEMO-142,WIP,G3,TON,WIP,,True
mdm-01-8d11bf9a22b3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-35af351d493a,MAT-FI-0143,MAT-FI-0143,완제품 143,완제품143|DEMO-143,FINISHED,G4,TON,FINISHED,,True
mdm-01-e438ba0a7e44,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c1d84d3199a7,MAT-RA-0144,MAT-RA-0144,원료첨가제 144,원료첨가제144|DEMO-144,RAW,G1,TON,RAW,,True
mdm-01-02193f9f0eee,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-32565e913f0d,MAT-RA-0145,MAT-RA-0145,공정소모품 145,공정소모품145|DEMO-145,RAW,G2,TON,RAW,,True
mdm-01-4aaaf7828a1c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-80896e806920,MAT-CO-0146,MAT-CO-0146,포장재 146,포장재146|DEMO-146,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-a8d12813b2a1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c863279d00d9,MAT-CO-0147,MAT-CO-0147,예비품 147,예비품147|DEMO-147,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-ebd146ddad65,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1522432c942d,MAT-WI-0148,MAT-WI-0148,중간재 148,중간재148|DEMO-148,WIP,G1,TON,WIP,,True
mdm-01-33a92a87d109,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-77ef6a64a6ec,MAT-FI-0149,MAT-FI-0149,완제품 149,완제품149|DEMO-149,FINISHED,G2,TON,FINISHED,,True
mdm-01-f19bd76eea2f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4368ef877af7,MAT-RA-0150,MAT-RA-0150,원료첨가제 150,원료첨가제150|DEMO-150,RAW,G3,TON,RAW,,True
mdm-01-05fff41dc66b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eb18a31f3422,MAT-RA-0151,MAT-RA-0151,공정소모품 151,공정소모품151|DEMO-151,RAW,G4,TON,RAW,,True
mdm-01-25d0981e6741,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-872ea7e8da94,MAT-CO-0152,MAT-CO-0152,포장재 152,포장재152|DEMO-152,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-cd79611c7dbf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e5da5b101d5b,MAT-CO-0153,MAT-CO-0153,예비품 153,예비품153|DEMO-153,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-33232c643e55,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-45533ae97807,MAT-WI-0154,MAT-WI-0154,중간재 154,중간재154|DEMO-154,WIP,G3,TON,WIP,,True
mdm-01-cbc8b060010c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b1b67088ce5e,MAT-FI-0155,MAT-FI-0155,완제품 155,완제품155|DEMO-155,FINISHED,G4,TON,FINISHED,,True
mdm-01-daebebae55d6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a9cfaa4ed5e1,MAT-RA-0156,MAT-RA-0156,원료첨가제 156,원료첨가제156|DEMO-156,RAW,G1,TON,RAW,,True
mdm-01-6b6b51d6819f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8919bfebeb62,MAT-RA-0157,MAT-RA-0157,공정소모품 157,공정소모품157|DEMO-157,RAW,G2,TON,RAW,,True
mdm-01-55a27a8a9bcb,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fd34535408a6,MAT-CO-0158,MAT-CO-0158,포장재 158,포장재158|DEMO-158,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-a333cf0d99a2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bc4ec43af4ba,MAT-CO-0159,MAT-CO-0159,예비품 159,예비품159|DEMO-159,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-2c9e79754dc0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1a53e9e896dc,MAT-WI-0160,MAT-WI-0160,중간재 160,중간재160|DEMO-160,WIP,G1,TON,WIP,,True
mdm-01-a543dbdcead5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-89b1b4f86a59,MAT-FI-0161,MAT-FI-0161,완제품 161,완제품161|DEMO-161,FINISHED,G2,TON,FINISHED,,False
mdm-01-a6ff42b95a48,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a1b9729ab848,MAT-RA-0162,MAT-RA-0162,원료첨가제 162,원료첨가제162|DEMO-162,RAW,G3,TON,RAW,,True
mdm-01-880b0cdbbb81,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a8da427a957f,MAT-RA-0163,MAT-RA-0163,공정소모품 163,공정소모품163|DEMO-163,RAW,G4,TON,RAW,,True
mdm-01-7371a93b749c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7d41ce4ccd87,MAT-CO-0164,MAT-CO-0164,포장재 164,포장재164|DEMO-164,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-c5a2c9078f87,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0593a3ac9510,MAT-CO-0165,MAT-CO-0165,예비품 165,예비품165|DEMO-165,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-e3b291fc2780,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f63bf176c4b1,MAT-WI-0166,MAT-WI-0166,중간재 166,중간재166|DEMO-166,WIP,G3,TON,WIP,,True
