record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,submission_id,source_system_id,partner_id,business_ref,submission_status,submitted_at,revised_at,source_version
log-01-a29bb121bfcf,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00b3632a6ef6,SUB-000086,DEMO_PARTNER_PORTAL,SUP-0006,PO-000086-10,COMPLETE,2026-02-20T00:00:00+00:00,,1
log-01-59756a06d0d3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ceb4c43d2b5c,SUB-000087,DEMO_PARTNER_PORTAL,SUP-0007,PO-000087-10,COMPLETE,2026-03-09T00:00:00+00:00,,1
log-01-6a4025a35148,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00f217f7c0f7,SUB-000088,DEMO_PARTNER_PORTAL,SUP-0008,PO-000088-10,COMPLETE,2026-03-26T00:00:00+00:00,,1
log-01-3bb69ff228f8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b7b2bd20bb27,SUB-000089,DEMO_PARTNER_PORTAL,SUP-0009,PO-000089-10,COMPLETE,2026-04-12T00:00:00+00:00,,1
log-01-f8b52fbe6b49,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2854df85624,SUB-000090,DEMO_PARTNER_PORTAL,SUP-0010,PO-000090-10,PENDING,,,1
log-01-4aa3de0c2b73,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-042b9abd2cd9,SUB-000091,DEMO_PARTNER_PORTAL,SUP-0001,PO-000091-10,PENDING,,,1
log-01-5e75a732b664,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c8f88e6589bb,SUB-000092,DEMO_PARTNER_PORTAL,SUP-0002,PO-000092-10,COMPLETE,2026-06-03T00:00:00+00:00,,1
log-01-29995d1dd4db,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6caf9a36821e,SUB-000093,DEMO_PARTNER_PORTAL,SUP-0003,PO-000093-10,COMPLETE,2026-06-20T00:00:00+00:00,,1
log-01-5738e88994ef,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f9dce8cff5c7,SUB-000094,DEMO_PARTNER_PORTAL,SUP-0004,PO-000094-10,PENDING,,,1
log-01-6addf0650193,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-294d12338b28,SUB-000095,DEMO_PARTNER_PORTAL,SUP-0005,PO-000095-10,PENDING,,,1
log-01-1a024e99382c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3f348c684eb2,SUB-000096,DEMO_PARTNER_PORTAL,SUP-0006,PO-000096-10,PENDING,,,1
log-01-a9e265048cf7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-80f1991a59da,SUB-000097,DEMO_PARTNER_PORTAL,SUP-0007,PO-000097-10,PENDING,,,1
log-01-d37d999a5a1e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1061a971b645,SUB-000098,DEMO_PARTNER_PORTAL,SUP-0008,PO-000098-10,COMPLETE,2026-03-17T00:00:00+00:00,,1
log-01-362cef5c2d51,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff89523f0949,SUB-000099,DEMO_PARTNER_PORTAL,SUP-0009,PO-000099-10,COMPLETE,2026-04-04T00:00:00+00:00,,1
log-01-bfd84b410305,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-84495dc899b2,SUB-000100,DEMO_PARTNER_PORTAL,SUP-0010,PO-000100-10,PENDING,,,1
log-01-e393df01a123,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fd0f810ce85e,SUB-000101,DEMO_PARTNER_PORTAL,SUP-0001,PO-000101-10,PENDING,,,1
log-01-f8eebba62032,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-23e69143bf47,SUB-000102,DEMO_PARTNER_PORTAL,SUP-0002,PO-000102-10,PENDING,,,1
log-01-94ebf824921a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b6ef972ceb47,SUB-000103,DEMO_PARTNER_PORTAL,SUP-0003,PO-000103-10,COMPLETE,2026-06-11T00:00:00+00:00,,1
log-01-75f18dc916a0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dc31d2b37ae8,SUB-000104,DEMO_PARTNER_PORTAL,SUP-0004,PO-000104-10,COMPLETE,2026-06-28T00:00:00+00:00,,1
log-01-6b81469eccbe,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-630182d7f402,SUB-000105,DEMO_PARTNER_PORTAL,SUP-0005,PO-000105-10,COMPLETE,2026-07-15T00:00:00+00:00,,1
log-01-cd617c1053a5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-529ce52bca8b,SUB-000106,DEMO_PARTNER_PORTAL,SUP-0006,PO-000106-10,COMPLETE,2026-02-03T00:00:00+00:00,,1
log-01-bd5610c6b249,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-947c8c1464c4,SUB-000107,DEMO_PARTNER_PORTAL,SUP-0007,PO-000107-10,COMPLETE,2026-02-20T00:00:00+00:00,,1
log-01-a2d686ba3d3e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b06da8314c3f,SUB-000108,DEMO_PARTNER_PORTAL,SUP-0008,PO-000108-10,COMPLETE,2026-03-09T00:00:00+00:00,,1
log-01-e6e74b8a4ba3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fbf679a6e0db,SUB-000109,DEMO_PARTNER_PORTAL,SUP-0009,PO-000109-10,PENDING,,,1
log-01-9829d38151b5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-141798a12537,SUB-000110,DEMO_PARTNER_PORTAL,SUP-0010,PO-000110-10,COMPLETE,2026-04-12T00:00:00+00:00,,1
log-01-c5e81b999a7c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0e8436549184,SUB-000111,DEMO_PARTNER_PORTAL,SUP-0001,PO-000111-10,PENDING,,,1
log-01-2756e3134810,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e7568e00d0e0,SUB-000112,DEMO_PARTNER_PORTAL,SUP-0002,PO-000112-10,PENDING,,,1
log-01-e5c9a7ef5fa6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fbd301183546,SUB-000113,DEMO_PARTNER_PORTAL,SUP-0003,PO-000113-10,PENDING,,,1
log-01-5af0e68d5235,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6dd247f431b0,SUB-000114,DEMO_PARTNER_PORTAL,SUP-0004,PO-000114-10,COMPLETE,2026-06-20T00:00:00+00:00,,1
log-01-cd75347fe99f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2290815e8796,SUB-000115,DEMO_PARTNER_PORTAL,SUP-0005,PO-000115-10,PENDING,,,1
log-01-26665934ffb0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c3ad4553a9ab,SUB-000116,DEMO_PARTNER_PORTAL,SUP-0006,PO-000116-10,COMPLETE,2026-07-24T00:00:00+00:00,,1
log-01-ef774cc247bf,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-591f27978e25,SUB-000117,DEMO_PARTNER_PORTAL,SUP-0007,PO-000117-10,PENDING,,,1
log-01-6d1839d1fce1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-583ca840474d,SUB-000118,DEMO_PARTNER_PORTAL,SUP-0008,PO-000118-10,COMPLETE,2026-02-28T00:00:00+00:00,,1
log-01-2e6097b9dbf3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2b01c79cf36c,SUB-000119,DEMO_PARTNER_PORTAL,SUP-0009,PO-000119-10,PENDING,,,1
log-01-f2462b811928,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d264fc121d2a,SUB-000120,DEMO_PARTNER_PORTAL,SUP-0010,PO-000120-10,COMPLETE,2026-04-04T00:00:00+00:00,,1
log-01-e1ecec7db7c6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f9415c573111,SUB-000121,DEMO_PARTNER_PORTAL,SUP-0001,PO-000121-10,PENDING,,,1
log-01-69df93757ff6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6feec85bfa3f,SUB-000122,DEMO_PARTNER_PORTAL,SUP-0002,PO-000122-10,COMPLETE,2026-05-08T00:00:00+00:00,,1
log-01-f8361704efbe,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eb9863a33ebb,SUB-000123,DEMO_PARTNER_PORTAL,SUP-0003,PO-000123-10,PENDING,,,1
log-01-ab1865dd68bc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f89786dcb0b2,SUB-000124,DEMO_PARTNER_PORTAL,SUP-0004,PO-000124-10,PENDING,,,1
log-01-976ae14228a1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-20f9b32ddaaf,SUB-000125,DEMO_PARTNER_PORTAL,SUP-0005,PO-000125-10,COMPLETE,2026-06-28T00:00:00+00:00,,1
log-01-f4335f56d3c1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5b695d6e15ec,SUB-000126,DEMO_PARTNER_PORTAL,SUP-0006,PO-000126-10,COMPLETE,2026-07-15T00:00:00+00:00,,1
log-01-e2d29477b192,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f3bf49269c30,SUB-000127,DEMO_PARTNER_PORTAL,SUP-0007,PO-000127-10,COMPLETE,2026-02-03T00:00:00+00:00,,1
log-01-6c1a278c667a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-224935bdd4af,SUB-000128,DEMO_PARTNER_PORTAL,SUP-0008,PO-000128-10,PENDING,,,1
log-01-18d43e082b68,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c8b15c7832a5,SUB-000129,DEMO_PARTNER_PORTAL,SUP-0009,PO-000129-10,COMPLETE,2026-03-09T00:00:00+00:00,,1
log-01-e84ec0930e1c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-115759b45415,SUB-000130,DEMO_PARTNER_PORTAL,SUP-0010,PO-000130-10,COMPLETE,2026-03-26T00:00:00+00:00,,1
log-01-7945edc9fb7f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cdf7e59fdf8c,SUB-000131,DEMO_PARTNER_PORTAL,SUP-0001,PO-000131-10,PENDING,,,1
log-01-d82c9abda32e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0935b0fd8c79,SUB-000132,DEMO_PARTNER_PORTAL,SUP-0002,PO-000132-10,COMPLETE,2026-04-29T00:00:00+00:00,,1
log-01-42e77fbd1dd7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f906154ca687,SUB-000133,DEMO_PARTNER_PORTAL,SUP-0003,PO-000133-10,PENDING,,,1
log-01-2616907119dd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-86453c7e3644,SUB-000134,DEMO_PARTNER_PORTAL,SUP-0004,PO-000134-10,COMPLETE,2026-06-03T00:00:00+00:00,,1
log-01-038b88ac2179,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-410dcf5fb2e8,SUB-000135,DEMO_PARTNER_PORTAL,SUP-0005,PO-000135-10,COMPLETE,2026-06-20T00:00:00+00:00,,1
log-01-448f90f66138,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a79bb7be1d29,SUB-000136,DEMO_PARTNER_PORTAL,SUP-0006,PO-000136-10,COMPLETE,2026-07-07T00:00:00+00:00,,1
log-01-7599581d1986,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a08c3c1e3d36,SUB-000137,DEMO_PARTNER_PORTAL,SUP-0007,PO-000137-10,PENDING,,,1
log-01-364c4782f016,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7dcb32faa463,SUB-000138,DEMO_PARTNER_PORTAL,SUP-0008,PO-000138-10,COMPLETE,2026-02-11T00:00:00+00:00,,1
log-01-58e34543e207,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f0e39f4d33cc,SUB-000139,DEMO_PARTNER_PORTAL,SUP-0009,PO-000139-10,COMPLETE,2026-02-28T00:00:00+00:00,,1
log-01-282f07068ca9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-675ad920046c,SUB-000140,DEMO_PARTNER_PORTAL,SUP-0010,PO-000140-10,COMPLETE,2026-03-17T00:00:00+00:00,,1
log-01-51154a0b1ab5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-da8327d9234d,SUB-000141,DEMO_PARTNER_PORTAL,SUP-0001,PO-000141-10,COMPLETE,2026-04-04T00:00:00+00:00,,1
log-01-fe35c5fd69ba,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b753ea2ac47e,SUB-000142,DEMO_PARTNER_PORTAL,SUP-0002,PO-000142-10,PENDING,,,1
log-01-e7e53d8bf4ac,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f63a3cf17d8b,SUB-000143,DEMO_PARTNER_PORTAL,SUP-0003,PO-000143-10,PENDING,,,1
log-01-2bcd93f5ac8d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d4a91cdc0dc4,SUB-000144,DEMO_PARTNER_PORTAL,SUP-0004,PO-000144-10,COMPLETE,2026-05-25T00:00:00+00:00,,1
log-01-c24d260f3ef0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-218cf6e31f2d,SUB-000145,DEMO_PARTNER_PORTAL,SUP-0005,PO-000145-10,COMPLETE,2026-06-11T00:00:00+00:00,,1
log-01-1a0089dda8ca,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-03e8438f716d,SUB-000146,DEMO_PARTNER_PORTAL,SUP-0006,PO-000146-10,COMPLETE,2026-06-28T00:00:00+00:00,,1
log-01-7f02fca875e6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d8287b2a7926,SUB-000147,DEMO_PARTNER_PORTAL,SUP-0007,PO-000147-10,COMPLETE,2026-07-15T00:00:00+00:00,,1
log-01-18ec57e34ce3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ea51c2f68874,SUB-000148,DEMO_PARTNER_PORTAL,SUP-0008,PO-000148-10,PENDING,,,1
log-01-ee42dedf6ba3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ceeac2263875,SUB-000149,DEMO_PARTNER_PORTAL,SUP-0009,PO-000149-10,PENDING,,,1
log-01-4bde51999212,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e4c573ad50c0,SUB-000150,DEMO_PARTNER_PORTAL,SUP-0010,PO-000150-10,COMPLETE,2026-03-09T00:00:00+00:00,,1
log-01-8b2c026f6e3f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a0f1c1cefa97,SUB-000151,DEMO_PARTNER_PORTAL,SUP-0001,PO-000151-10,COMPLETE,2026-03-26T00:00:00+00:00,,1
log-01-b4416f3a3689,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4e12a446210b,SUB-000152,DEMO_PARTNER_PORTAL,SUP-0002,PO-000152-10,PENDING,,,1
log-01-fc0f5cd81d99,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ae025e0a6fde,SUB-000153,DEMO_PARTNER_PORTAL,SUP-0003,PO-000153-10,COMPLETE,2026-04-29T00:00:00+00:00,,1
log-01-724d2576922a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-67c4df982b17,SUB-000154,DEMO_PARTNER_PORTAL,SUP-0004,PO-000154-10,PENDING,,,1
log-01-e88ac77696c1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e8f821b9d11d,SUB-000155,DEMO_PARTNER_PORTAL,SUP-0005,PO-000155-10,PENDING,,,1
log-01-212f9d074e02,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e939fafe0da1,SUB-000156,DEMO_PARTNER_PORTAL,SUP-0006,PO-000156-10,COMPLETE,2026-06-20T00:00:00+00:00,,1
log-01-2121f884b734,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e4a31dfcae13,SUB-000157,DEMO_PARTNER_PORTAL,SUP-0007,PO-000157-10,COMPLETE,2026-07-07T00:00:00+00:00,,1
log-01-05701e853722,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-be389f6be820,SUB-000158,DEMO_PARTNER_PORTAL,SUP-0008,PO-000158-10,COMPLETE,2026-07-24T00:00:00+00:00,,1
log-01-71fe081e2912,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e43be0b2f759,SUB-000159,DEMO_PARTNER_PORTAL,SUP-0009,PO-000159-10,PENDING,,,1
log-01-9bed4b7aaff0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e3098312b89c,SUB-000160,DEMO_PARTNER_PORTAL,SUP-0010,PO-000160-10,PENDING,,,1
log-01-2c87b46dc555,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-edc07c943e34,SUB-000161,DEMO_PARTNER_PORTAL,SUP-0001,PO-000161-10,COMPLETE,2026-03-17T00:00:00+00:00,,1
log-01-962831b3dd5e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c86322da2d9,SUB-000162,DEMO_PARTNER_PORTAL,SUP-0002,PO-000162-10,COMPLETE,2026-04-04T00:00:00+00:00,,1
log-01-abe18e47ab27,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c81ce70a57b3,SUB-000163,DEMO_PARTNER_PORTAL,SUP-0003,PO-000163-10,COMPLETE,2026-04-21T00:00:00+00:00,,1
log-01-3f89320b8e26,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5b41f13f2ed9,SUB-000164,DEMO_PARTNER_PORTAL,SUP-0004,PO-000164-10,COMPLETE,2026-05-08T00:00:00+00:00,,1
log-01-4e7348ff1bdd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f74d008bf972,SUB-000165,DEMO_PARTNER_PORTAL,SUP-0005,PO-000165-10,COMPLETE,2026-05-25T00:00:00+00:00,,1
log-01-758419d28811,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e262d6345d3d,SUB-000166,DEMO_PARTNER_PORTAL,SUP-0006,PO-000166-10,COMPLETE,2026-06-11T00:00:00+00:00,,1
log-01-0639e63ae9dc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e84c6c481749,SUB-000167,DEMO_PARTNER_PORTAL,SUP-0007,PO-000167-10,COMPLETE,2026-06-28T00:00:00+00:00,,1
log-01-5a45514f2f8a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8fff5b4662b8,SUB-000168,DEMO_PARTNER_PORTAL,SUP-0008,PO-000168-10,COMPLETE,2026-07-15T00:00:00+00:00,,1
log-01-66478feeedb0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f5feafd03c6a,SUB-000169,DEMO_PARTNER_PORTAL,SUP-0009,PO-000169-10,COMPLETE,2026-02-03T00:00:00+00:00,,1
log-01-226286beccc5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1fbe6f1240c0,SUB-000170,DEMO_PARTNER_PORTAL,SUP-0010,PO-000170-10,PENDING,,,1
log-01-e92eea172ade,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d2057370c407,SUB-000171,DEMO_PARTNER_PORTAL,SUP-0001,PO-000171-10,COMPLETE,2026-03-09T00:00:00+00:00,,1
