회사명,종목코드,법인등록번호,KSIC,묶음노드,보고서,부문명,주요제품,부문설명,매출,수익행,상태
(주)이마트,139480,1101114594952,G4711,,사업보고서 (2025.12),부동산업,부동산 투자ㆍ개발 및 공급ㆍ임대업 등,"㈜신세계동서울피에프브이, ㈜신세계화성, 에스피남양주별내피에프브이㈜, 캡스톤APAC일반사모투자신탁2호(전문), DA VINCI HOLDCO PTE. LTD,에스피청주일반사모부동산투자회사",73716,매출액,부문
(주)이마트,139480,1101114594952,G4711,,사업보고서 (2025.12),호텔ㆍ레저업,"객실판매, 식ㆍ음료판매, 서비스업 및스포츠 클럽 운영업 등","㈜조선호텔앤리조트, ㈜디디아이제이제이60위탁관리부동산투자회사",858268,매출액,부문
(주)이마트,139480,1101114594952,G4711,,사업보고서 (2025.12),식음료업,외식사업 및 식품유통업,"㈜신세계푸드, ㈜신세계엘앤비, ㈜에스씨케이컴퍼니",4900329,매출액,부문
(주)이마트,139480,1101114594952,G4711,,사업보고서 (2025.12),건설업,건설ㆍ서비스업,"신세계건설㈜, 포항프라이머스프로젝트투자금융㈜, 이터널포항제삼차㈜,에스이엔씨피닉스제일차㈜, 에스이엔씨피닉스제이차㈜, 에스이엔씨피닉스제삼차㈜",1133899,매출액,부문
(주)이마트,139480,1101114594952,G4711,,사업보고서 (2025.12),IT서비스업,IT서비스,㈜신세계아이앤씨,689068,매출액,부문
(주)이마트,139480,1101114594952,G4711,,사업보고서 (2025.12),해외사업,대형ㆍ소형마트 및 도소매,"PK RETAIL HOLDINGS, INC., GOOD FOOD HOLDINGS, LLC, BRISTOL FARMS, INC., METROPOLITAN MARKET, LLC, NEW SEASONS MARKET, LLC, NEW LEAF COMMUNITY MARKETS, INC.,SHAFER VINEYARDS, INC., STARFIELD PROPERTIES",2610975,매출액,부문
현대건설(주),000720,1101110007909,F4122,,사업보고서 (2025.12),건축/주택,,,17026292,매출액,부문
현대건설(주),000720,1101110007909,F4122,,사업보고서 (2025.12),토목,,기둥일체형 CFT 파일 시공 방법 및 이에 적용되는 기둥일체형 CFT파일,2745835,매출액,부문
현대건설(주),000720,1101110007909,F4122,,사업보고서 (2025.12),플랜트/전력,,,9928163,매출액,부문
(주)대한항공,003490,1101110108484,H5110,,사업보고서 (2025.12),항공운송,여객 및 화물운송,여객노선(국내),23970496,순매출액,부문
(주)대한항공,003490,1101110108484,H5110,,사업보고서 (2025.12),항공우주,항공기 정비 및 항공기 부품제작,항공기 제조판매 및 정비,779623,순매출액,부문
(주)대한항공,003490,1101110108484,H5110,,사업보고서 (2025.12),호 텔,,,150307,순매출액,부문
키움증권(주),039490,1101111867948,K6612,,사업보고서 (2025.12),홀세일총괄본부,,,12311176,영업수익,부문
키움증권(주),039490,1101111867948,K6612,,사업보고서 (2025.12),IB사업본부,,,416380,영업수익,부문
키움증권(주),039490,1101111867948,K6612,,사업보고서 (2025.12),리테일총괄본부,,,2644132,영업수익,부문
엔에이치투자증권(주),005940,1101110098130,K6612,,사업보고서 (2025.12),Sales,,"개인 및 국내외 기관투자자를 대상으로 증권위탁중개, 금융상품 판매 등 자산관리서비스를 제공하는 부문",6241634,영업수익,부문
엔에이치투자증권(주),005940,1101110098130,K6612,,사업보고서 (2025.12),IB,,"기업의 자금조달, M&A, PF, PEF 운용 등 기업금융과 관련된 서비스 제공하는 부문",1693918,영업수익,부문
엔에이치투자증권(주),005940,1101110098130,K6612,,사업보고서 (2025.12),Trading,,"주식, 채권 등 상품운용 및 파생상품 공급과 자기자본투자를 수행하는 부문",4542301,영업수익,부문
엔에이치투자증권(주),005940,1101110098130,K6612,,사업보고서 (2025.12),본사/기타,,,2885229,영업수익,부문
삼성증권(주),016360,1101110335649,K6612,,사업보고서 (2025.12),위탁매매,,증권회사가 기본적으로 제공하는 주식의 중개서비스로부터 창출되는 성과를 보고하는 단위,,없음(부문명만),부문
삼성증권(주),016360,1101110335649,K6612,,사업보고서 (2025.12),자기매매,,"주식, 채권, 파생상품 등 상품을 운용하여 얻는 성과를 측정하여 보고하는 단위",,없음(부문명만),부문
삼성증권(주),016360,1101110335649,K6612,,사업보고서 (2025.12),선물중개업,,선물업에 따른 금융상품의 매매를 수탁하는 영업활동으로부터의 성과를 보고하는 단위,,없음(부문명만),부문
삼성증권(주),016360,1101110335649,K6612,,사업보고서 (2025.12),해외영업,,"해외투자자에게 국내물(주식,선물,옵션 등)을 중개하는 등의 해외부문(자회사)의 성과를 보고하는 단위",,없음(부문명만),부문
한화생명보험(주),088350,1101110003204,K6511,,사업보고서 (2025.12),보 험,,,22968999,영업수익,부문
한화생명보험(주),088350,1101110003204,K6511,,사업보고서 (2025.12),증 권,,투 자 신 탁,3088123,영업수익,부문
한화생명보험(주),088350,1101110003204,K6511,,사업보고서 (2025.12),비금융,,,3512868,영업수익,부문
(주)엘지유플러스,032640,1101111296676,J6122,,사업보고서 (2025.12),LG유플러스 부문,기간에 걸쳐 인식,,14210054,외부고객 매출액,부문
(주)엘지유플러스,032640,1101111296676,J6122,,사업보고서 (2025.12),엘지헬로비전 부문,기간에 걸쳐 인식,,1241691,외부고객 매출액,부문
한화오션(주),042660,1101112095837,C3111,,사업보고서 (2025.12),상 선,,,10523365,매출액,부문
한화오션(주),042660,1101112095837,C3111,,사업보고서 (2025.12),해양 및 특수선,,,2030907,매출액,부문
한화오션(주),042660,1101112095837,C3111,,사업보고서 (2025.12),플랜트 및 풍력,,,819373,매출액,부문
에스케이텔레콤(주),017670,1101110371346,J6122,,사업보고서 (2025.12),무선통신사업,,SK텔레콤㈜ 피에스앤마케팅㈜ SK오앤에스㈜,14155266,총 영업수익,부문
에스케이텔레콤(주),017670,1101110371346,J6122,,사업보고서 (2025.12),유선통신사업,,"전화, 초고속인터넷, 데이터 및 통신망 임대 서비스 등",5421288,총 영업수익,부문
롯데케미칼(주),011170,1101110193196,C2011,,사업보고서 (2025.12),첨단소재사업부,,"아크릴로니트릴부타디엔스타이렌(ABS), 폴리카보네이트(PC), 폴리프로필렌(PP),장섬유복합수지(LFT), 열가소성엘라스토머(TPE), 발포폴리프로필렌(EPP), 수처리분리막, 인조 대리석,이스톤 등",4066897,세로형,부문
롯데케미칼(주),011170,1101110193196,C2011,,사업보고서 (2025.12),정밀화학사업부,,"ECH, 메셀로스, 가성소다, 애니코트 등",1712938,세로형,부문
롯데케미칼(주),011170,1101110193196,C2011,,사업보고서 (2025.12),전지소재사업부,,동박(Elecfoil) 등,676492,세로형,부문
(주)지에스리테일,007070,1101110090037,G4712,,사업보고서 (2025.12),편의점,"일반소매용품, 프랜차이즈","일반소매용품, 프랜차이즈",8939683,외부고객으로부터의 수익,부문
(주)지에스리테일,007070,1101110090037,G4712,,사업보고서 (2025.12),수퍼마켓,가공 및 신선식품,가공 및 신선식품,1742513,외부고객으로부터의 수익,부문
(주)지에스리테일,007070,1101110090037,G4712,,사업보고서 (2025.12),개발,부동산 개발,부동산 개발,34265,외부고객으로부터의 수익,부문
(주)지에스리테일,007070,1101110090037,G4712,,사업보고서 (2025.12),홈쇼핑,홈쇼핑 및 인터넷 쇼핑,"TV홈쇼핑 및 인터넷 쇼핑(생활용품, 가전, 이미용, 의류, 식품 등)",1049110,외부고객으로부터의 수익,부문
삼성에스디아이(주),006400,1101110394174,C2820,,사업보고서 (2025.12),SDIHU,,,138305,세로형,부문
삼성에스디아이(주),006400,1101110394174,C2820,,사업보고서 (2025.12),SDIV,,,75015,세로형,부문
삼성에스디아이(주),006400,1101110394174,C2820,,사업보고서 (2025.12),SDIEM,,,891,세로형,부문
삼성에스디아이(주),006400,1101110394174,C2820,,사업보고서 (2025.12),SAPB,,,1101,세로형,부문
삼성에스디아이(주),006400,1101110394174,C2820,,사업보고서 (2025.12),SDITB,,,4507,세로형,부문
삼성에스디아이(주),006400,1101110394174,C2820,,사업보고서 (2025.12),STARPLUS,,,49822,세로형,부문
에이치엠엠(주),011200,1101110193740,H5011,,사업보고서 (2025.12),,,,,,부문없음
삼성중공업(주),010140,1101110168595,C3111,,사업보고서 (2025.12),조선해양,,·삼성중공업(영성)유한공사·Samsung Heavy Industries Nigeria Ltd.·SHI-MCI FZE,10226813,순매출액,부문
삼성중공업(주),010140,1101110168595,C3111,,사업보고서 (2025.12),토건,,"토목, 건축,하이테크 공사 등",423198,순매출액,부문
고려아연(주),010130,1101110168404,C2421,,사업보고서 (2025.12),,,,,,부문없음
한화에어로스페이스(주),012450,1942110000480,C2520,,사업보고서 (2025.12),항공부문,,,1990562,수익,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,사업보고서 (2025.12),방산부문,,,8823418,수익,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,사업보고서 (2025.12),IT서비스부문,,,705920,수익,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,사업보고서 (2025.12),시큐리티부문,,,1576848,수익,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,사업보고서 (2025.12),산업용장비부문,,,350772,수익,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,사업보고서 (2025.12),항공우주부문,,,171280,수익,부문
한화에어로스페이스(주),012450,1942110000480,C2520,,사업보고서 (2025.12),해양부문,,,73043,수익,부문
(주)비지에프리테일,282330,1101116555770,G4712,,사업보고서 (2025.12),,,,,,부문없음
삼성전기(주),009150,1301110001626,C2629,,사업보고서 (2025.12),컴포넌트,,"ㆍ수동소자 (MLCC, Inductor, Chip Resistor 등)",5198501,매출액,부문
삼성전기(주),009150,1301110001626,C2629,,사업보고서 (2025.12),패키지솔루션,,ㆍ반도체패키지기판,2301753,매출액,부문
삼성전기(주),009150,1301110001626,C2629,,사업보고서 (2025.12),광학솔루션,,ㆍ카메라모듈,3814205,매출액,부문
씨제이대한통운(주),000120,1101110006167,H5294,,사업보고서 (2025.12),CL,"항만하역, 창고운영 및 운송","항만하역, 창고운영 및 운송",3373592,순매출액,부문
씨제이대한통운(주),000120,1101110006167,H5294,,사업보고서 (2025.12),택배,"택배, 이커머스 물류","택배, 이커머스 물류",3745736,순매출액,부문
씨제이대한통운(주),000120,1101110006167,H5294,,사업보고서 (2025.12),글로벌,"항공/해상 포워딩, 국제특송 및 프로젝트 물류","항공/해상 포워딩, 국제특송 및 프로젝트 물류",4359928,순매출액,부문
씨제이대한통운(주),000120,1101110006167,H5294,,사업보고서 (2025.12),건설,"종합건설, 리조트","종합건설, 리조트",805397,순매출액,부문
롯데쇼핑(주),023530,1101110000086,G4711,,사업보고서 (2025.12),백화점,,"백화점 설치, 운영에 관한 사업 등 유통발전법에 의한 유통산업",3339352,세로형,부문
롯데쇼핑(주),023530,1101110000086,G4711,,사업보고서 (2025.12),할인점,,"대형할인점 설치, 운영에 관한 사업 등 유통발전법에 의한 유통산업",5471330,세로형,부문
롯데쇼핑(주),023530,1101110000086,G4711,,사업보고서 (2025.12),전자제품 전문점,,가전제품 도소매업,2300096,세로형,부문
롯데쇼핑(주),023530,1101110000086,G4711,,사업보고서 (2025.12),슈퍼,,소매 및 부동산 외 (슈퍼마켓 및 임대 등),1226064,세로형,부문
롯데쇼핑(주),023530,1101110000086,G4711,,사업보고서 (2025.12),홈쇼핑,,"TV홈쇼핑사업, 인터넷쇼핑몰을 통한 홈쇼핑/e커머스 사업, 상품판매형 데이터방송사업, 모바일을 통한 홈쇼핑/e커머스 사업, 고객 DB를 이용한 보험상품 판매, IP사업(IP를 활용한 캐릭터 상품의 제조판매업), 미디어 콘텐츠 마케팅 및 커머스 사업",902294,세로형,부문
롯데쇼핑(주),023530,1101110000086,G4711,,사업보고서 (2025.12),영화상영업,,"영화상영업, 전자상거래 소매업, 영화배급업 및 부대사업, 방송 프로그램 제작업, 영화제작업, 영화수입업",434517,세로형,부문
롯데쇼핑(주),023530,1101110000086,G4711,,사업보고서 (2025.12),이커머스,,인터넷쇼핑몰 운영에 관한 사업 등 전자상거래기본법에 의한 유통산업과 전자지급결제대행 업무와 관련된 전자금융거래법에 의한 전자금융업,108896,세로형,부문
지에스건설(주),006360,1101110002694,F4111,,사업보고서 (2025.12),건축ㆍ주택사업본부,"사무용빌딩, 공장, 아파트 등","신반포4지구 재건축정비사업조합, 철산주공8,9단지주택재건축정비사업조합, 이문3재정비촉진구역 주택재개발정비사업조합",12595053,세로형,부문
지에스건설(주),006360,1101110002694,F4111,,사업보고서 (2025.12),플랜트사업본부,"석유정제설비, 발전소 등","Aramco(사우디아라비아), ㈜엘지화학, 동북아엘엔지허브터미널㈜",1876051,세로형,부문
지에스건설(주),006360,1101110002694,F4111,,사업보고서 (2025.12),인프라사업본부,"도로, 철도, 전력제어 등","Spark NEL Pty Ltd(호주), Land Transport Authority(싱가포르), 부산동서고속화도로㈜",3381595,세로형,부문
지에스건설(주),006360,1101110002694,F4111,,사업보고서 (2025.12),개발ㆍ신사업,해외개발사업 등,불특정 다수인 등,1536,세로형,부문
지에스건설(주),006360,1101110002694,F4111,,사업보고서 (2025.12),Prefab,모듈러주택 등,"㈜케이씨씨건설, 에스케이에코플랜트㈜, 기타 불특정 다수인 등",191823,세로형,부문
지에스건설(주),006360,1101110002694,F4111,,사업보고서 (2025.12),Inima,수처리시설,"Braskem, OPWP 등",562894,세로형,부문
(주)엘지에너지솔루션,373220,1101117701356,C2820,,사업보고서 (2025.12),,,,,,단일부문
씨제이제일제당(주),097950,1101113748253,C1089,,사업보고서 (2025.12),식품,"소재식품, 가공식품 등","소재식품, 가공식품 등",11522251,순매출액,부문
씨제이제일제당(주),097950,1101113748253,C1089,,사업보고서 (2025.12),바이오,"아미노산, 식물성 단백원 등","아미노산, 식물성 단백원 등",4123004,순매출액,부문
씨제이제일제당(주),097950,1101113748253,C1089,,사업보고서 (2025.12),물류,"운송, 건설, 보관 및 하역","운송, 건설, 보관 및 하역",11697334,순매출액,부문
현대위아(주),011210,1942110000125,C3039,,사업보고서 (2025.12),부문영업손익,,,193172,세로형,부문
(주)대우건설,047040,1101112137895,F4111,,사업보고서 (2025.12),토 목,,"도로, 교량, 항만, 철도, 지하철, 수자원, 환경, 신재생에너지 등",5773139,세로형,부문
(주)대우건설,047040,1101112137895,F4111,,사업보고서 (2025.12),건 축,,"아파트, 주상복합, 오피스텔, 비주거시설(상업시설, 오피스, 데이터센터 등) 등",32402840,세로형,부문
(주)대우건설,047040,1101112137895,F4111,,사업보고서 (2025.12),플 랜 트,,"Oil&Gas, LNG, Petrochemical, 복합화력발전, 원자력발전 및 유관사업, 신재생에너지, 산업설비 등",3949400,세로형,부문
두산에너빌리티(주),034020,1942110000943,C2811,,사업보고서 (2025.12),두산에너빌리티,"NSSS, BOP, Turbine, 담수/수처리 설비, 플랜트설비 설치공사, 도로공사 등","NSSS, BOP, Turbine, 담수/수처리 설비, 주단조품, 플랜트설비 설치공사 등",8143366,세로형,부문
두산에너빌리티(주),034020,1942110000943,C2811,,사업보고서 (2025.12),두산밥캣,소형 건설기계 및 장비 등,"CTL, MEX, Air Compressor, Generators 등",8791888,세로형,부문
두산에너빌리티(주),034020,1942110000943,C2811,,사업보고서 (2025.12),두산퓨얼셀,발전용 연료전지 및 장기유지보수 사업 등,발전용 연료전지 및 장기유지보수 사업 등,454795,세로형,부문
(주)이원,017940,1101110381387,G4671,,사업보고서 (2025.12),가스사업,,,7150879,세로형,부문
(주)이원,017940,1101110381387,G4671,,사업보고서 (2025.12),전력사업,,,609942,세로형,부문
(주)이원,017940,1101110381387,G4671,,사업보고서 (2025.12),브랜드사업,,,113195,세로형,부문
(주)이원,017940,1101110381387,G4671,,사업보고서 (2025.12),임대업,,,47915,세로형,부문
(주)이원,017940,1101110381387,G4671,,사업보고서 (2025.12),유통업,,,160755,세로형,부문
(주)이원,017940,1101110381387,G4671,,사업보고서 (2025.12),금융업,,,2295340,세로형,부문
네이버(주),035420,1101111707178,J6312,,사업보고서 (2025.12),,,,,,부문없음
한화손해보험(주),000370,1101110006456,K6512,,사업보고서 (2025.12),,,,,,단일부문
아시아나항공(주),020560,1101110562804,H5110,,사업보고서 (2025.12),항공운수,,,7067319,외부매출액,부문
아시아나항공(주),020560,1101110562804,H5110,,사업보고서 (2025.12),정보통신,,,125761,외부매출액,부문
아시아나항공(주),020560,1101110562804,H5110,,사업보고서 (2025.12),항공운송지원서비스,,,70567,외부매출액,부문
한화솔루션(주),009830,1101110360935,C2011,,사업보고서 (2024.12),가공소재,,"한화첨단소재 주식회사,Hanwha Advanced Materials Beijing Co., Ltd. 등",1037553,외부고객으로부터의 수익,부문
한화솔루션(주),009830,1101110360935,C2011,,사업보고서 (2024.12),신재생에너지,,"한화솔루션(주) 큐셀 부문, Hanwha Q CELLS Americas Holdings. Corp., Hanwha Q CELLS GmbH 등",5765828,외부고객으로부터의 수익,부문
현대로템(주),064350,1942110036336,C3120,,사업보고서 (2025.12),,,,,,부문없음
삼성에스디에스(주),018260,1101110398556,J6201,,사업보고서 (2025.12),물류,,"자체 개발한 물류 통합관리 플랫폼 'Cello'와 SCM 컨설팅 역량을 기반으로 고객의 공급망 계획 수립부터 물류 실행까지의 전 과정을 통합적으로 관리, 운영할 수 있도록 IT 서비스가 접목된 글로벌 End-to-End 통합 물류 서비스를 제공하는 사업",7386380,외부매출액,부문
삼성에스디에스(주),018260,1101110398556,J6201,,사업보고서 (2025.12),IT서비스,,"기업환경에 최적화된 클라우드 기술 역량을 기반으로 고객의 요구에 부합하는 다양한 IT 서비스, 솔루션 및 플랫폼을 제공하여 고객의 디지털 전환(Digital Transformation)을 실현하는 사업",6543489,외부매출액,부문
(주)엘지씨엔에스,064400,1101110516695,J6202,,사업보고서 (2025.12),LG CNS Europe B.V.,상품매출,"IT 시스템 통합ㆍ관리, 컨설팅 서비스",88234,세로형,부문
(주)엘지씨엔에스,064400,1101110516695,J6202,,사업보고서 (2025.12),PT LG CNS Indonesia,상품매출,"IT 시스템 통합ㆍ관리, 컨설팅 서비스",8729,세로형,부문
(주)엘지씨엔에스,064400,1101110516695,J6202,,사업보고서 (2025.12),LG CNS COLOMBIA SAS,상품매출,"IT 시스템 통합ㆍ관리, 컨설팅 서비스",17215,세로형,부문
미래에셋생명보험(주),085620,1601110014483,K6620,,사업보고서 (2025.12),,,,,,단일부문
디엘이앤씨(주),375500,1101117736808,F4111,,사업보고서 (2025.12),토목,,,1028220,I. 매출액,부문
디엘이앤씨(주),375500,1101117736808,F4111,,사업보고서 (2025.12),주택,,,3904535,I. 매출액,부문
디엘이앤씨(주),375500,1101117736808,F4111,,사업보고서 (2025.12),플랜트,,,2466296,I. 매출액,부문
삼성이앤에이(주),028050,1101110240509,M7212,,사업보고서 (2025.12),화공,경영관리목적,"Saudi Aramco, ADNOC, QE, PEMEX 등",5151337,매출액,부문
삼성이앤에이(주),028050,1101110240509,M7212,,사업보고서 (2025.12),첨단산업,경영관리목적,"삼성전자㈜, 삼성디스플레이㈜, 삼성전기㈜, 삼성SDI㈜ 등",2531156,매출액,부문
삼성이앤에이(주),028050,1101110240509,M7212,,사업보고서 (2025.12),New Energy,경영관리목적,"INPEX, Wabash Valley Resources, Almar Water Solutions 등",1346276,매출액,부문
금호석유화학(주),011780,1101110205975,C2020,,사업보고서 (2025.12),고무사업 부문,,,2671376,매출액,부문
금호석유화학(주),011780,1101110205975,C2020,,사업보고서 (2025.12),수지사업 부문,,,1173028,매출액,부문
금호석유화학(주),011780,1101110205975,C2020,,사업보고서 (2025.12),에너지사업 부문,,,415778,매출액,부문
삼성바이오로직스(주),207940,1201110566317,C2110,,사업보고서 (2025.12),,,,,,단일부문
에스케이브로드밴드(주),033630,1101111466659,J6121,,사업보고서 (2025.12),,,,,,단일부문
교보증권(주),030610,1101110018089,K6612,,사업보고서 (2025.12),위탁매매업,,"유가증권의 위탁매매, 매매의 중개 또는 대리, 이와 관련된 영업활동",214575,영업수익,부문
교보증권(주),030610,1101110018089,K6612,,사업보고서 (2025.12),자기매매업,,,524097,영업수익,부문
교보증권(주),030610,1101110018089,K6612,,사업보고서 (2025.12),장내외파생상품업,,"선물, 옵션 등 장내외에서 거래되는 파생상품과 관련된 영업활동",3465617,영업수익,부문
대신증권(주),003540,1101110042955,K6612,,사업보고서 (2025.12),Retail,,,417476,세로형,부문
대신증권(주),003540,1101110042955,K6612,,사업보고서 (2025.12),CM부문,,,2581665,세로형,부문
대신증권(주),003540,1101110042955,K6612,,사업보고서 (2025.12),저축은행부문,,,138195,세로형,부문
대신증권(주),003540,1101110042955,K6612,,사업보고서 (2025.12),경제연구소부문,,,9113,세로형,부문
대신증권(주),003540,1101110042955,K6612,,사업보고서 (2025.12),에프앤아이부문,,,392061,세로형,부문
대신증권(주),003540,1101110042955,K6612,,사업보고서 (2025.12),해외영업부문,,,63145,세로형,부문
코오롱인더스트리(주),120110,1353110013606,C2011,,사업보고서 (2025.12),산업자재,"Tire Cord, 에어백, 카시트 등",,3004568,순매출액,부문
코오롱인더스트리(주),120110,1353110013606,C2011,,사업보고서 (2025.12),화 학,,,1033527,순매출액,부문
코오롱인더스트리(주),120110,1353110013606,C2011,,사업보고서 (2025.12),필 름,,,242391,순매출액,부문
코오롱인더스트리(주),120110,1353110013606,C2011,,사업보고서 (2025.12),패 션,,,1233258,순매출액,부문
에스케이네트웍스(주),001740,1301110005199,G4652,,사업보고서 (2025.12),트레이딩,,"화학, 철강 제품/상품의 국내외 무역(Trading) 등",599086,순매출액,부문
에스케이네트웍스(주),001740,1301110005199,G4652,,사업보고서 (2025.12),정보통신,,휴대폰 및 ICT 디바이스 유통,4597388,순매출액,부문
에스케이네트웍스(주),001740,1301110005199,G4652,,사업보고서 (2025.12),스피드메이트,,"경정비(자동차 정비, 부품교체 등의 서비스)",351487,순매출액,부문
에스케이네트웍스(주),001740,1301110005199,G4652,,사업보고서 (2025.12),SK인텔릭스,,,843245,순매출액,부문
효성티앤씨(주),298020,1101116770138,C2050,,사업보고서 (2025.12),무역부문 등,,,7694844,외부매출액,부문
(주)한화,000880,1101110002959,C2049,,사업보고서 (2025.12),화약제조업,,"화약원료(암모니아, 질산, 초안),화약(폭약, 화공품),화약응용(발파해체, D&B, 불꽃프로모션)",15632960,매출액,부문
(주)한화,000880,1101110002959,C2049,,사업보고서 (2025.12),도소매업,,"㈜한화 글로벌부문,Hanwha Japan CO.,LTD, . Hanwha Europe GmbH",3853375,매출액,부문
(주)한화,000880,1101110002959,C2049,,사업보고서 (2025.12),화학제조업,,"한화솔루션㈜ 케미칼부문,Hanwha Chemical (Ningbo) Co., Ltd.",5855661,매출액,부문
(주)한화,000880,1101110002959,C2049,,사업보고서 (2025.12),조선업,,"한화오션㈜ 상선부문,한화해양공정(산동)유한공사,한화오션에코텍㈜",14554407,매출액,부문
(주)한화,000880,1101110002959,C2049,,사업보고서 (2025.12),건설업,,"건설(건축, 토목, 플랜트 등), 부동산 개발/분양 등",3225192,매출액,부문
(주)한화,000880,1101110002959,C2049,,사업보고서 (2025.12),레저/서비스업,,"리조트(한화리조트, 플라자CC, 워터피아 등),부동산관리 및 시설관리업",3318176,매출액,부문
(주)한화,000880,1101110002959,C2049,,사업보고서 (2025.12),태양광사업,,"한화솔루션㈜ 큐셀부문,Hanwha Q CELLS Co., Ltd., Hanwha Q CELLS Americas Holdings. Corp.,Hanwha Q CELLS Malaysia Sdn. Bhd.,Hanwha Q CELLS Investment Co., Ltd.,Hanwha Q CELLS Gmbh,Hanwha Q CELLS Turkey",6712983,매출액,부문
(주)한화,000880,1101110002959,C2049,,사업보고서 (2025.12),금융업,,"한화생명보험㈜, Hanwha Life Insurance Company Limited. ( Vietnam ), PT. Hanwha Life Insurance Indonesia",31955437,매출액,부문
엘아이지넥스원(주),079550,1101111516933,C2520,,,,,,,,주석 못찾음
케이지모빌리티(주),003620,1101110035132,C3012,,,,,,,,주석 못찾음
삼성카드(주),029780,1101110346901,K6491,,사업보고서 (2025.12),카드사업,,,3941497,영업수익,부문
삼성카드(주),029780,1101110346901,K6491,,사업보고서 (2025.12),할부리스사업,,,229107,영업수익,부문
(주)케이티앤지,033780,1601110067804,C1200,,사업보고서 (2025.12),담배,,"에쎄, 레종, 더원, 보헴, 타임, 디스 등",4367208,외부고객으로부터의 수익,부문
(주)케이티앤지,033780,1601110067804,C1200,,사업보고서 (2025.12),인삼,,,1136952,외부고객으로부터의 수익,부문
(주)케이티앤지,033780,1601110067804,C1200,,사업보고서 (2025.12),부동산,,,712738,외부고객으로부터의 수익,부문
팬오션(주),028670,1101110004286,H5011,,사업보고서 (2025.12),벌크,,"철광석, 석탄, 곡물 등",3199567,매출액,부문
팬오션(주),028670,1101110004286,H5011,,사업보고서 (2025.12),컨테이너,,컨테이너,441843,매출액,부문
팬오션(주),028670,1101110004286,H5011,,사업보고서 (2025.12),유조선,,,297894,매출액,부문
팬오션(주),028670,1101110004286,H5011,,사업보고서 (2025.12),LNG,,,318180,매출액,부문
팬오션(주),028670,1101110004286,H5011,,사업보고서 (2025.12),곡물사업,,,1231035,매출액,부문
효성중공업(주),298040,1101116770154,C2811,,사업보고서 (2025.12),중공업,,"변압기, 차단기,전동기, 감속기 등",4149258,외부매출액,부문
효성중공업(주),298040,1101116770154,C2811,,사업보고서 (2025.12),건설,,"주상복합, 아파트,오피스텔 등",1786501,외부매출액,부문
에이치디씨현대산업개발(주),294870,1101116740008,F4111,,사업보고서 (2025.12),외주주택,,"아파트, 주상복합, 오피스텔 등",463231,세로형,부문
에이치디씨현대산업개발(주),294870,1101116740008,F4111,,사업보고서 (2025.12),일반건축,,"업무시설, 상업시설 등",242484,세로형,부문
에이치디씨현대산업개발(주),294870,1101116740008,F4111,,사업보고서 (2025.12),토목,,"도로, 항만, 공단부지 조성,일반철도, 고속철도 등",54971,세로형,부문
에이치디씨현대산업개발(주),294870,1101116740008,F4111,,사업보고서 (2025.12),자체공사,,"민간도시개발, 복합용도개발, 대단지개발 등",17006,세로형,부문
에스케이가스(주),018670,1101110413247,G4671,,사업보고서 (2024.12),,,,,,부문없음
한온시스템(주),018880,1347110002206,C2917,,사업보고서 (2025.12),,,,,,단일부문
한국타이어앤테크놀로지(주),161390,1101114952093,C2211,,사업보고서 (2025.12),타이어 부문,"타이어, 밧데리 튜브, 생산설비, 비드 등","타이어, 밧데리 튜브, 생산설비, 비드 등",10318618,매출액,부문
한국타이어앤테크놀로지(주),161390,1101114952093,C2211,,사업보고서 (2025.12),공조 부문,"자동차용 에어컨, 파워트레인 쿨링, 압축기, 플루이드 트랜스포트, 유압제어장치 등","자동차용 에어컨, 파워트레인 쿨링, 압축기, 플루이드 트랜스포트, 유압제어장치 등",10883728,매출액,부문
한국항공우주산업(주),047810,1101111827570,C3131,,사업보고서 (2025.12),고정익부문,,"T-50계열(T-50, FA-50 등), KF-21계열, KT-1계열 등",1535424,매출액,부문
한국항공우주산업(주),047810,1101111827570,C3131,,사업보고서 (2025.12),회전익부문,,KUH/LAH계열 등,763584,매출액,부문
한국항공우주산업(주),047810,1101111827570,C3131,,사업보고서 (2025.12),기체부문,,"Boeing, Airbus 등의 기체구조물 등",1029265,매출액,부문
(주)삼천리,004690,1101110005929,D3520,,사업보고서 (2025.12),천연가스,,도시가스부문,3547543,매출액,부문
(주)삼천리,004690,1101110005929,D3520,,사업보고서 (2025.12),화력발전,,,660755,매출액,부문
흥국화재해상보험(주),000540,1101110016728,K6512,,사업보고서 (2025.12),,,,,,단일부문
(주)엘엑스인터내셔널,001120,1101110004632,G4610,,사업보고서 (2025.12),,,,,,부문없음
코웨이(주),021240,1101110626501,C2917,,사업보고서 (2025.12),,,,,,부문없음
엘에스일렉트릭(주),010120,1101110520076,C2812,,사업보고서 (2025.12),전력부문,,,5023408,세로형,부문
엘에스일렉트릭(주),010120,1101110520076,C2812,,사업보고서 (2025.12),자동화부문,,,579190,세로형,부문
