record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,observation_id,commodity_code,observed_at,published_at,vintage_date,value,unit,currency,source_id,trust_grade
ext-02-9c57a06c086e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-87ea8f26d42b,EXT2-COPPER-202302,COPPER,2023-02-28,2023-03-07,2023-03-07,10741.9412,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-dca88e5fbf93,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f9b6b21a7453,EXT2-NICKEL-202302,NICKEL,2023-02-28,2023-03-07,2023-03-07,11390.5193,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-1fb475a7b62b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-80ef92f301f6,EXT2-SULFURIC_ACID-202302,SULFURIC_ACID,2023-02-28,2023-03-07,2023-03-07,109.6898,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-069bb8b7e2dd,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b73d9640226,EXT2-LITHIUM-202302,LITHIUM,2023-02-28,2023-03-07,2023-03-07,28091.8384,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-41be4ccd338b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-323f2329c573,EXT2-COPPER-202303,COPPER,2023-03-31,2023-04-07,2023-04-07,10930.2813,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-c77a81ff2baa,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-920b69fb4d8a,EXT2-NICKEL-202303,NICKEL,2023-03-31,2023-04-07,2023-04-07,12513.4035,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-a335c8558f6b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fe0e2a2eb655,EXT2-SULFURIC_ACID-202303,SULFURIC_ACID,2023-03-31,2023-04-07,2023-04-07,107.6577,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-3c950a53729e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-25a21e5c715d,EXT2-LITHIUM-202303,LITHIUM,2023-03-31,2023-04-07,2023-04-07,27858.9606,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-6142a621f515,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c0d2eda7fc73,EXT2-COPPER-202304,COPPER,2023-04-30,2023-05-07,2023-05-07,9574.6011,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-a3fd461eff0e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b185881aa4d5,EXT2-NICKEL-202304,NICKEL,2023-04-30,2023-05-07,2023-05-07,12703.0249,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-51de2daa5574,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d40840f90a5d,EXT2-SULFURIC_ACID-202304,SULFURIC_ACID,2023-04-30,2023-05-07,2023-05-07,105.9184,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-bb0d00cbb840,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-625b7e324533,EXT2-LITHIUM-202304,LITHIUM,2023-04-30,2023-05-07,2023-05-07,27578.4903,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-7c58568bdd2e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f28f2b568da4,EXT2-COPPER-202305,COPPER,2023-05-31,2023-06-07,2023-06-07,8988.0359,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-0b4784172d47,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ddaabdb88ff8,EXT2-NICKEL-202305,NICKEL,2023-05-31,2023-06-07,2023-06-07,13279.1,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-917edbae146f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ba5e7c630a65,EXT2-SULFURIC_ACID-202305,SULFURIC_ACID,2023-05-31,2023-06-07,2023-06-07,104.5411,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-b6e934f48a7b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2448bb30bf58,EXT2-LITHIUM-202305,LITHIUM,2023-05-31,2023-06-07,2023-06-07,27253.8865,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-14d166e43fc2,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-39b54c8de65b,EXT2-COPPER-202306,COPPER,2023-06-30,2023-07-07,2023-07-07,9159.8021,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-aa4c8d9faeac,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fce171a5366e,EXT2-NICKEL-202306,NICKEL,2023-06-30,2023-07-07,2023-07-07,12723.0932,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-73708392e798,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-961931655715,EXT2-SULFURIC_ACID-202306,SULFURIC_ACID,2023-06-30,2023-07-07,2023-07-07,103.5808,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-3f1ef2335f27,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7fea69ca7e50,EXT2-LITHIUM-202306,LITHIUM,2023-06-30,2023-07-07,2023-07-07,26889.1526,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-90dad580eccb,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-47810c5e5a74,EXT2-COPPER-202307,COPPER,2023-07-31,2023-08-07,2023-08-07,8429.4885,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-88177a9f3f3e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-190d875654df,EXT2-NICKEL-202307,NICKEL,2023-07-31,2023-08-07,2023-08-07,12242.9042,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-b7f6a567f4c0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-25ff9949e644,EXT2-SULFURIC_ACID-202307,SULFURIC_ACID,2023-07-31,2023-08-07,2023-08-07,103.0757,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-34243b861782,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-89b37eb5acba,EXT2-LITHIUM-202307,LITHIUM,2023-07-31,2023-08-07,2023-08-07,26488.7868,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-452ef2901870,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-42f1802b7e01,EXT2-COPPER-202308,COPPER,2023-08-31,2023-09-07,2023-09-07,8355.5799,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-19fe27f14df9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0144435f5810,EXT2-NICKEL-202308,NICKEL,2023-08-31,2023-09-07,2023-09-07,12551.9398,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-97ba3db5c0de,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6bb6b7749a5f,EXT2-SULFURIC_ACID-202308,SULFURIC_ACID,2023-08-31,2023-09-07,2023-09-07,103.046,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-6db50362890d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-297a3306ceae,EXT2-LITHIUM-202308,LITHIUM,2023-08-31,2023-09-07,2023-09-07,26057.7268,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-48c406a9d312,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-27969b6640ae,EXT2-COPPER-202309,COPPER,2023-09-30,2023-10-07,2023-10-07,8264.804,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-11ddc9bd48ad,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-57d870971698,EXT2-NICKEL-202309,NICKEL,2023-09-30,2023-10-07,2023-10-07,13271.1243,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-e0de2e03d5be,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b0678299273,EXT2-SULFURIC_ACID-202309,SULFURIC_ACID,2023-09-30,2023-10-07,2023-10-07,103.4929,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-2dc591255d33,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b17481776068,EXT2-LITHIUM-202309,LITHIUM,2023-09-30,2023-10-07,2023-10-07,25601.289,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-3921d40b695f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f23122d7ca9b,EXT2-COPPER-202310,COPPER,2023-10-31,2023-11-07,2023-11-07,8246.8859,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-6182e29f722e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f71c2d8ec5e3,EXT2-NICKEL-202310,NICKEL,2023-10-31,2023-11-07,2023-11-07,12696.1887,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-a4787782efb9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9e622c1cc592,EXT2-SULFURIC_ACID-202310,SULFURIC_ACID,2023-10-31,2023-11-07,2023-11-07,104.3985,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-e22087a6cba3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4fc04b5c4697,EXT2-LITHIUM-202310,LITHIUM,2023-10-31,2023-11-07,2023-11-07,25125.1024,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-9a0c9b6da99d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0df7e30f5d8b,EXT2-COPPER-202311,COPPER,2023-11-30,2023-12-07,2023-12-07,8498.5668,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-1060434dba9c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-59342e6554b8,EXT2-NICKEL-202311,NICKEL,2023-11-30,2023-12-07,2023-12-07,13822.5238,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-3ffedc5786db,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fea17b52b3fe,EXT2-SULFURIC_ACID-202311,SULFURIC_ACID,2023-11-30,2023-12-07,2023-12-07,105.7268,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-bcc04def525f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2cd06484ed8e,EXT2-LITHIUM-202311,LITHIUM,2023-11-30,2023-12-07,2023-12-07,24635.04,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-d7101fdf287a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7153279b4712,EXT2-COPPER-202312,COPPER,2023-12-31,2024-01-07,2024-01-07,8675.7233,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-21778fc7b93a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-239fa2bfd139,EXT2-NICKEL-202312,NICKEL,2023-12-31,2024-01-07,2024-01-07,13657.4395,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-9636e617e222,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5a3cc6c16fbf,EXT2-SULFURIC_ACID-202312,SULFURIC_ACID,2023-12-31,2024-01-07,2024-01-07,107.4248,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-908a779c4cd6,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-61e801dbfd3d,EXT2-LITHIUM-202312,LITHIUM,2023-12-31,2024-01-07,2024-01-07,24137.1457,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-d6fd12f47149,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c14b5997be86,EXT2-COPPER-202401,COPPER,2024-01-31,2024-02-07,2024-02-07,8537.4767,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-575f5e2ce88f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6d2209738e69,EXT2-NICKEL-202401,NICKEL,2024-01-31,2024-02-07,2024-02-07,12799.3459,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-f42508fb9d81,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b297d30f17fb,EXT2-SULFURIC_ACID-202401,SULFURIC_ACID,2024-01-31,2024-02-07,2024-02-07,109.4248,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-24c4e4fa4dd6,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7e2a75ba175e,EXT2-LITHIUM-202401,LITHIUM,2024-01-31,2024-02-07,2024-02-07,23637.56,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-25a230169992,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c39b40698f32,EXT2-COPPER-202402,COPPER,2024-02-29,2024-03-07,2024-03-07,8417.6223,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-a6cf981bf87b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e492439e384c,EXT2-NICKEL-202402,NICKEL,2024-02-29,2024-03-07,2024-03-07,12800.5506,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-be52e6a1c121,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d2903c0bbc59,EXT2-SULFURIC_ACID-202402,SULFURIC_ACID,2024-02-29,2024-03-07,2024-03-07,111.647,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-aaad63ef6c72,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7da12abf58ae,EXT2-LITHIUM-202402,LITHIUM,2024-02-29,2024-03-07,2024-03-07,23142.4442,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-6701a85f54cc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7b66041fe0a4,EXT2-COPPER-202403,COPPER,2024-03-31,2024-04-07,2024-04-07,8321.0924,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-2b07e918e863,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e5458542b7db,EXT2-NICKEL-202403,NICKEL,2024-03-31,2024-04-07,2024-04-07,12811.184,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-b4e424418d99,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f39dbe61c508,EXT2-SULFURIC_ACID-202403,SULFURIC_ACID,2024-03-31,2024-04-07,2024-04-07,114.0029,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-05be6e27a104,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef269118cc95,EXT2-LITHIUM-202403,LITHIUM,2024-03-31,2024-04-07,2024-04-07,22657.9046,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-34a02015ca11,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a96866e2eca4,EXT2-COPPER-202404,COPPER,2024-04-30,2024-05-07,2024-05-07,8464.3442,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-27a668d1a08b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-caf14214c927,EXT2-NICKEL-202404,NICKEL,2024-04-30,2024-05-07,2024-05-07,13714.1121,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-c1b89f220f67,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-15c4368d1525,EXT2-SULFURIC_ACID-202404,SULFURIC_ACID,2024-04-30,2024-05-07,2024-05-07,116.3986,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-9457cd59e092,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4d61b3f27b46,EXT2-LITHIUM-202404,LITHIUM,2024-04-30,2024-05-07,2024-05-07,22189.9171,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-8b3e7a3089d1,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f937590ea491,EXT2-COPPER-202405,COPPER,2024-05-31,2024-06-07,2024-06-07,7795.638,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-99bd69430397,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d3ec6c5c44d2,EXT2-NICKEL-202405,NICKEL,2024-05-31,2024-06-07,2024-06-07,13755.5114,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-f01ba2ac0c6e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f9f330cfa1cc,EXT2-SULFURIC_ACID-202405,SULFURIC_ACID,2024-05-31,2024-06-07,2024-06-07,118.7385,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-1feb32c952b8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-53c30d0fd756,EXT2-LITHIUM-202405,LITHIUM,2024-05-31,2024-06-07,2024-06-07,21744.2533,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-9f335554aef4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-acc6d31e8c76,EXT2-COPPER-202406,COPPER,2024-06-30,2024-07-07,2024-07-07,7592.7612,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-2d46c74a275f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f74a4cbde37f,EXT2-NICKEL-202406,NICKEL,2024-06-30,2024-07-07,2024-07-07,12973.0805,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-6756d6ef8e20,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5cf1a70bf931,EXT2-SULFURIC_ACID-202406,SULFURIC_ACID,2024-06-30,2024-07-07,2024-07-07,120.9294,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-46f54afc8009,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-91d89fd38082,EXT2-LITHIUM-202406,LITHIUM,2024-06-30,2024-07-07,2024-07-07,21326.4096,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-a87c8b5f28bc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f462b807053f,EXT2-COPPER-202407,COPPER,2024-07-31,2024-08-07,2024-08-07,7887.3226,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-99dea42a629f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-07c8f68656e9,EXT2-NICKEL-202407,NICKEL,2024-07-31,2024-08-07,2024-08-07,13907.7212,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-be1d06667e6d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5cde713ac960,EXT2-SULFURIC_ACID-202407,SULFURIC_ACID,2024-07-31,2024-08-07,2024-08-07,122.8838,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-2e7ea94e7767,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7df638421357,EXT2-LITHIUM-202407,LITHIUM,2024-07-31,2024-08-07,2024-08-07,20941.5392,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-ff7d371722da,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-31ce2b33556c,EXT2-COPPER-202408,COPPER,2024-08-31,2024-09-07,2024-09-07,7047.7595,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
