record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,observation_id,indicator_code,observed_at,published_at,vintage_date,value,unit,source_id,trust_grade
ext-01-a459a6001522,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c6dc2ba09a3,EXT1-BASE_RATE_KR-202308,BASE_RATE_KR,2023-08-31,2023-09-10,2023-09-10,3.2994,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-0a786d446969,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-056b693c5cdc,EXT1-PPI_MFG-202308,PPI_MFG,2023-08-31,2023-09-10,2023-09-10,101.7448,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-54b853a1122d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-18afaaea1222,EXT1-USD_KRW-202309,USD_KRW,2023-09-30,2023-10-10,2023-10-10,1284.8708,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-7bd8fc65963f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9635e9be8e38,EXT1-BASE_RATE_KR-202309,BASE_RATE_KR,2023-09-30,2023-10-10,2023-10-10,3.2558,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-14040c41c511,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-28f3c3f2a06f,EXT1-PPI_MFG-202309,PPI_MFG,2023-09-30,2023-10-10,2023-10-10,101.7179,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-e03a9434ace9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-13457ae13ab7,EXT1-USD_KRW-202310,USD_KRW,2023-10-31,2023-11-10,2023-11-10,1279.2822,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-e3f964783398,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-37db55e6aa4d,EXT1-BASE_RATE_KR-202310,BASE_RATE_KR,2023-10-31,2023-11-10,2023-11-10,3.2121,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-ec411dfe2f88,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b238937266d,EXT1-PPI_MFG-202310,PPI_MFG,2023-10-31,2023-11-10,2023-11-10,101.7265,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-70aae260f5ba,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c58ec6b17e2,EXT1-USD_KRW-202311,USD_KRW,2023-11-30,2023-12-10,2023-12-10,1299.3015,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-40bb1d75cc2a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-919e43efb57e,EXT1-BASE_RATE_KR-202311,BASE_RATE_KR,2023-11-30,2023-12-10,2023-12-10,3.169,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-8a811ed8b2f8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-34d4e9716ac0,EXT1-PPI_MFG-202311,PPI_MFG,2023-11-30,2023-12-10,2023-12-10,101.7737,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-4b73e52299eb,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2547b92a48da,EXT1-USD_KRW-202312,USD_KRW,2023-12-31,2024-01-10,2024-01-10,1306.9943,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-d449fb4c7633,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-96f8a6577324,EXT1-BASE_RATE_KR-202312,BASE_RATE_KR,2023-12-31,2024-01-10,2024-01-10,3.1272,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-6c6551242762,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ee4336d409dd,EXT1-PPI_MFG-202312,PPI_MFG,2023-12-31,2024-01-10,2024-01-10,101.8616,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-388b28faa0e1,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ee4564a06737,EXT1-USD_KRW-202401,USD_KRW,2024-01-31,2024-02-10,2024-02-10,1314.349,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-d65d1d71d2c9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-890ff921840c,EXT1-BASE_RATE_KR-202401,BASE_RATE_KR,2024-01-31,2024-02-10,2024-02-10,3.0873,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-a4b9cba7b069,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6690de7d842a,EXT1-PPI_MFG-202401,PPI_MFG,2024-01-31,2024-02-10,2024-02-10,101.991,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-6c5271d78085,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7f6e88ec8ec9,EXT1-USD_KRW-202402,USD_KRW,2024-02-29,2024-03-10,2024-03-10,1297.6234,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-96b720ad6409,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b583245e46fc,EXT1-BASE_RATE_KR-202402,BASE_RATE_KR,2024-02-29,2024-03-10,2024-03-10,3.05,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-6eac88dc6624,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3a2a7cbac43f,EXT1-PPI_MFG-202402,PPI_MFG,2024-02-29,2024-03-10,2024-03-10,102.1616,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-0d6f85870f1e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d2cc485ec6f2,EXT1-USD_KRW-202403,USD_KRW,2024-03-31,2024-04-10,2024-04-10,1293.1623,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-7a83875e42f3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3d8c523aeeba,EXT1-BASE_RATE_KR-202403,BASE_RATE_KR,2024-03-31,2024-04-10,2024-04-10,3.0157,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-a830fe756115,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7426298ea319,EXT1-PPI_MFG-202403,PPI_MFG,2024-03-31,2024-04-10,2024-04-10,102.3721,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-86f53e6fc89c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5497fc84f335,EXT1-USD_KRW-202404,USD_KRW,2024-04-30,2024-05-10,2024-05-10,1327.937,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-5d107bcc1d5c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52e60114215d,EXT1-BASE_RATE_KR-202404,BASE_RATE_KR,2024-04-30,2024-05-10,2024-05-10,2.9851,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-860501669605,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-af66a4a329c2,EXT1-PPI_MFG-202404,PPI_MFG,2024-04-30,2024-05-10,2024-05-10,102.62,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-7fbcdf4e6bee,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c189db19e36,EXT1-USD_KRW-202405,USD_KRW,2024-05-31,2024-06-10,2024-06-10,1327.8739,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-e0c90b80283d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f8206fd295c4,EXT1-BASE_RATE_KR-202405,BASE_RATE_KR,2024-05-31,2024-06-10,2024-06-10,2.9587,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-db724990b279,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d757f6ac14ba,EXT1-PPI_MFG-202405,PPI_MFG,2024-05-31,2024-06-10,2024-06-10,102.9017,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-10ce2cf2ea77,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-99091eaa7f3f,EXT1-USD_KRW-202406,USD_KRW,2024-06-30,2024-07-10,2024-07-10,1303.5989,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-b75e2fd8561a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4537d0631ccf,EXT1-BASE_RATE_KR-202406,BASE_RATE_KR,2024-06-30,2024-07-10,2024-07-10,2.9368,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-f8a1327531f1,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-362818ba8361,EXT1-PPI_MFG-202406,PPI_MFG,2024-06-30,2024-07-10,2024-07-10,103.2127,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-1971319886ce,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f990ab298d3f,EXT1-USD_KRW-202407,USD_KRW,2024-07-31,2024-08-10,2024-08-10,1307.8179,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-a7ec4e1d0529,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c09052bff8e,EXT1-BASE_RATE_KR-202407,BASE_RATE_KR,2024-07-31,2024-08-10,2024-08-10,2.9197,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-84f1798dc441,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ad2d471b7b09,EXT1-PPI_MFG-202407,PPI_MFG,2024-07-31,2024-08-10,2024-08-10,103.5478,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-132843ee4a66,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1ca73365c49c,EXT1-USD_KRW-202408,USD_KRW,2024-08-31,2024-09-10,2024-09-10,1301.6246,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-1ed32a008e41,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-42d0a8588554,EXT1-BASE_RATE_KR-202408,BASE_RATE_KR,2024-08-31,2024-09-10,2024-09-10,2.9079,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-744a83bf6386,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a81ae40874d5,EXT1-PPI_MFG-202408,PPI_MFG,2024-08-31,2024-09-10,2024-09-10,103.9009,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-3b00a27198d6,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c28646e06525,EXT1-USD_KRW-202409,USD_KRW,2024-09-30,2024-10-10,2024-10-10,1337.1347,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-c12854bb07a0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7e0457b0d02f,EXT1-BASE_RATE_KR-202409,BASE_RATE_KR,2024-09-30,2024-10-10,2024-10-10,2.9013,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-290ef993c254,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7da5511755fd,EXT1-PPI_MFG-202409,PPI_MFG,2024-09-30,2024-10-10,2024-10-10,104.2656,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-cac3a80626b7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00423f3c75e0,EXT1-USD_KRW-202410,USD_KRW,2024-10-31,2024-11-10,2024-11-10,1304.3674,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-d2ed0061a198,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-044bc427551b,EXT1-BASE_RATE_KR-202410,BASE_RATE_KR,2024-10-31,2024-11-10,2024-11-10,2.9002,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-8c7178208cc0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1a5b5c457288,EXT1-PPI_MFG-202410,PPI_MFG,2024-10-31,2024-11-10,2024-11-10,104.6352,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-1401c2dcb817,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-110e09deeff7,EXT1-USD_KRW-202411,USD_KRW,2024-11-30,2024-12-10,2024-12-10,1274.3239,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-b2e81163c0b2,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ad12ed9ec661,EXT1-BASE_RATE_KR-202411,BASE_RATE_KR,2024-11-30,2024-12-10,2024-12-10,2.9046,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-a6a1e6f3f20f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f45f52873d72,EXT1-PPI_MFG-202411,PPI_MFG,2024-11-30,2024-12-10,2024-12-10,105.0027,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-21ff42b816ce,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a7f2ee819fa5,EXT1-USD_KRW-202412,USD_KRW,2024-12-31,2025-01-10,2025-01-10,1273.0216,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-43bdac0cc25e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-917f9f395b52,EXT1-BASE_RATE_KR-202412,BASE_RATE_KR,2024-12-31,2025-01-10,2025-01-10,2.9144,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-13a521aa0413,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e84b58089b1,EXT1-PPI_MFG-202412,PPI_MFG,2024-12-31,2025-01-10,2025-01-10,105.3612,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-1b7591c0222b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fb7727b3be50,EXT1-USD_KRW-202501,USD_KRW,2025-01-31,2025-02-10,2025-02-10,1262.0245,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-5613076e753c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-621ca4fe539e,EXT1-BASE_RATE_KR-202501,BASE_RATE_KR,2025-01-31,2025-02-10,2025-02-10,2.9294,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-631c64e14db7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-be4186ef9c7a,EXT1-PPI_MFG-202501,PPI_MFG,2025-01-31,2025-02-10,2025-02-10,105.7042,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-dd5e85bf79d0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2065aef578af,EXT1-USD_KRW-202502,USD_KRW,2025-02-28,2025-03-10,2025-03-10,1287.4695,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-ae27a8174338,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aa91bb61f3fa,EXT1-BASE_RATE_KR-202502,BASE_RATE_KR,2025-02-28,2025-03-10,2025-03-10,2.9494,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-37e185f80ba1,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-59b7aa22b69f,EXT1-PPI_MFG-202502,PPI_MFG,2025-02-28,2025-03-10,2025-03-10,106.0255,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-6b4837bf14ad,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-84fd12b5a0ab,EXT1-USD_KRW-202503,USD_KRW,2025-03-31,2025-04-10,2025-04-10,1287.2486,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-53451d443207,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-76e8e347130a,EXT1-BASE_RATE_KR-202503,BASE_RATE_KR,2025-03-31,2025-04-10,2025-04-10,2.9741,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-7e5ddd995b31,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e7bbba191884,EXT1-PPI_MFG-202503,PPI_MFG,2025-03-31,2025-04-10,2025-04-10,106.3194,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-b0b0c4a17497,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7da5cc722368,EXT1-USD_KRW-202504,USD_KRW,2025-04-30,2025-05-10,2025-05-10,1276.6962,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-e9d0c0659245,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7b563280d1ab,EXT1-BASE_RATE_KR-202504,BASE_RATE_KR,2025-04-30,2025-05-10,2025-05-10,3.0031,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-35ed3f01c20b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2a82b2781493,EXT1-PPI_MFG-202504,PPI_MFG,2025-04-30,2025-05-10,2025-05-10,106.5812,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-e837cd9e26a8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e0760772587d,EXT1-USD_KRW-202505,USD_KRW,2025-05-31,2025-06-10,2025-06-10,1285.1475,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-15bff2541153,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7fc2aeee8d98,EXT1-BASE_RATE_KR-202505,BASE_RATE_KR,2025-05-31,2025-06-10,2025-06-10,3.0359,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-a3805f3a1f24,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-078e31359a8b,EXT1-PPI_MFG-202505,PPI_MFG,2025-05-31,2025-06-10,2025-06-10,106.807,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-225a47294e99,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-945f5cf0e183,EXT1-USD_KRW-202506,USD_KRW,2025-06-30,2025-07-10,2025-07-10,1249.3317,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-fe0915c8ace3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dc3dd07a38e8,EXT1-BASE_RATE_KR-202506,BASE_RATE_KR,2025-06-30,2025-07-10,2025-07-10,3.0721,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-ae710d18f975,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-87a9429ab97c,EXT1-PPI_MFG-202506,PPI_MFG,2025-06-30,2025-07-10,2025-07-10,106.9938,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-3712de4ddcfc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c18c510a35b,EXT1-USD_KRW-202507,USD_KRW,2025-07-31,2025-08-10,2025-08-10,1272.6723,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-02195348b925,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d5bb2a0cf503,EXT1-BASE_RATE_KR-202507,BASE_RATE_KR,2025-07-31,2025-08-10,2025-08-10,3.1111,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-8d146de152a1,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-163d1327842d,EXT1-PPI_MFG-202507,PPI_MFG,2025-07-31,2025-08-10,2025-08-10,107.1397,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-26599d7bc571,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-daeb8a585d9b,EXT1-USD_KRW-202508,USD_KRW,2025-08-31,2025-09-10,2025-09-10,1259.0795,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-cc921711e4f7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d21064f33027,EXT1-BASE_RATE_KR-202508,BASE_RATE_KR,2025-08-31,2025-09-10,2025-09-10,3.1522,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
